ID,RoleID,HasHighLight,Title,Name,Icon,IconSmall,IconSmall_SFW,PuzzleIcon,PuzzleIcon_SFW,PuzzleID,DialogShowID,DialogShowID_SFW,VersionControl
196,28001,,T_Story_Title_1,T_Story_Name_196,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P28_Normal_1,,Icon_CgChip_P28_Normal_1_1,,424,P028_4,P028_4,
197,28001,TRUE,T_Story_Title_3,T_Story_Name_197,Icon/Images03_HCG/Images/P028_CG1_01,Icon/Item/CGSmall/Icon_CGSmall_P28_CG_1,Icon/Item/CGSmall/Icon_CGSmall_P28_Normal_1,Icon_CgChip_P28_CG1_1_1,Icon_CgChip_P28_Normal_1_1,425-426-427-428,P028_h1,P028_N_1,58
198,28001,TRUE,T_Story_Title_3,T_Story_Name_198,Icon/Images03_HCG/Images/P028_CG2_01,Icon/Item/CGSmall/Icon_CGSmall_P28_CG_2,Icon/Item/CGSmall/Icon_CGSmall_P28_Normal_1,Icon_CgChip_P28_CG2_1_1,Icon_CgChip_P28_Normal_1_1,429-430-431-432,P028_h2,P028_N_2,58
199,29001,,T_Story_Title_1,T_Story_Name_199,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P29_Normal_1,,Icon_CgChip_P29_Normal_1_1,,433,P029_1,P029_1,
200,29001,,T_Story_Title_1,T_Story_Name_200,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P29_Normal_1,,Icon_CgChip_P29_Normal_1_1,,434,P029_2,P029_2,
201,29001,,T_Story_Title_1,T_Story_Name_201,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P29_Normal_1,,Icon_CgChip_P29_Normal_1_1,,435,P029_3,P029_3,
202,29001,,T_Story_Title_1,T_Story_Name_202,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P29_Normal_1,,Icon_CgChip_P29_Normal_1_1,,436,P029_4,P029_4,
203,29001,TRUE,T_Story_Title_3,T_Story_Name_203,Icon/Images03_HCG/Images/P029_CG1_01,Icon/Item/CGSmall/Icon_CGSmall_P29_CG_1,Icon/Item/CGSmall/Icon_CGSmall_P29_Normal_1,Icon_CgChip_P29_CG1_1_1,Icon_CgChip_P29_Normal_1_1,437-438-439-440,P029_h1,P029_N_1,58
204,29001,TRUE,T_Story_Title_3,T_Story_Name_204,Icon/Images03_HCG/Images/P029_CG2_01,Icon/Item/CGSmall/Icon_CGSmall_P29_CG_2,Icon/Item/CGSmall/Icon_CGSmall_P29_Normal_1,Icon_CgChip_P29_CG2_1_1,Icon_CgChip_P29_Normal_1_1,441-442-443-444,P029_h2,P029_N_2,58
205,30001,,T_Story_Title_1,T_Story_Name_205,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P30_Normal_1,,Icon_CgChip_P30_Normal_1_1,,445,P030_1,P030_1,
206,30001,,T_Story_Title_1,T_Story_Name_206,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P30_Normal_1,,Icon_CgChip_P30_Normal_1_1,,446,P030_2,P030_2,
207,30001,,T_Story_Title_1,T_Story_Name_207,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P30_Normal_1,,Icon_CgChip_P30_Normal_1_1,,447,P030_3,P030_3,
208,30001,,T_Story_Title_1,T_Story_Name_208,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P30_Normal_1,,Icon_CgChip_P30_Normal_1_1,,448,P030_4,P030_4,
209,30001,TRUE,T_Story_Title_3,T_Story_Name_209,Icon/Images03_HCG/Images/P030_CG1_01,Icon/Item/CGSmall/Icon_CGSmall_P30_CG_1,Icon/Item/CGSmall/Icon_CGSmall_P30_Normal_1,Icon_CgChip_P30_CG1_1_1,Icon_CgChip_P30_Normal_1_1,449-450-451-452,P030_h1,P030_N_1,58
210,30001,TRUE,T_Story_Title_3,T_Story_Name_210,Icon/Images03_HCG/Images/P030_CG2_01,Icon/Item/CGSmall/Icon_CGSmall_P30_CG_2,Icon/Item/CGSmall/Icon_CGSmall_P30_Normal_1,Icon_CgChip_P30_CG2_1_1,Icon_CgChip_P30_Normal_1_1,453-454-455-456,P030_h2,P030_N_2,58
211,31001,,T_Story_Title_1,T_Story_Name_211,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P31_Normal_1,,Icon_CgChip_P31_Normal_1_1,,457,P031_1,P031_1,
212,31001,,T_Story_Title_1,T_Story_Name_212,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P31_Normal_1,,Icon_CgChip_P31_Normal_1_1,,458,P031_2,P031_2,
213,31001,,T_Story_Title_1,T_Story_Name_213,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P31_Normal_1,,Icon_CgChip_P31_Normal_1_1,,459,P031_3,P031_3,
214,31001,,T_Story_Title_1,T_Story_Name_214,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P31_Normal_1,,Icon_CgChip_P31_Normal_1_1,,460,P031_4,P031_4,
215,31001,TRUE,T_Story_Title_3,T_Story_Name_215,Icon/Images03_HCG/Images/P031_CG2_00,Icon/Item/CGSmall/Icon_CGSmall_P31_CG_2,Icon/Item/CGSmall/Icon_CGSmall_P31_Normal_1,Icon_CgChip_P31_CG1_1_1,Icon_CgChip_P31_Normal_1_1,461-462-463-464,P031_h2,P031_N_2,58
216,31001,TRUE,T_Story_Title_3,T_Story_Name_216,Icon/Images03_HCG/Images/P031_CG1_00,Icon/Item/CGSmall/Icon_CGSmall_P31_CG_1,Icon/Item/CGSmall/Icon_CGSmall_P31_Normal_1,Icon_CgChip_P31_CG2_1_1,Icon_CgChip_P31_Normal_1_1,465-466-467-468,P031_h1,P031_N_1,58
217,32001,,T_Story_Title_1,T_Story_Name_217,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P32_Normal_1,,Icon_CgChip_P32_Normal_1_1,,469,P032_1,P032_1,
218,32001,,T_Story_Title_1,T_Story_Name_218,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P32_Normal_1,,Icon_CgChip_P32_Normal_1_1,,470,P032_2,P032_2,
219,32001,,T_Story_Title_1,T_Story_Name_219,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P32_Normal_1,,Icon_CgChip_P32_Normal_1_1,,471,P032_3,P032_3,
220,32001,,T_Story_Title_1,T_Story_Name_220,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P32_Normal_1,,Icon_CgChip_P32_Normal_1_1,,472,P032_4,P032_4,
221,32001,TRUE,T_Story_Title_3,T_Story_Name_221,Icon/Images03_HCG/Images/P032_CG1_00,Icon/Item/CGSmall/Icon_CGSmall_P32_CG_1,Icon/Item/CGSmall/Icon_CGSmall_P32_Normal_1,Icon_CgChip_P32_CG1_1_1,Icon_CgChip_P32_Normal_1_1,473-474-475-476,P032_h1,P032_N_1,58
222,32001,TRUE,T_Story_Title_3,T_Story_Name_222,Icon/Images03_HCG/Images/P032_CG2_00,Icon/Item/CGSmall/Icon_CGSmall_P32_CG_2,Icon/Item/CGSmall/Icon_CGSmall_P32_Normal_1,Icon_CgChip_P32_CG2_1_1,Icon_CgChip_P32_Normal_1_1,477-478-479-480,P032_h2,P032_N_2,58
223,33001,,T_Story_Title_1,T_Story_Name_223,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P33_Normal_1,,Icon_CgChip_P33_Normal_1_1,,481,P033_1,P033_1,
224,33001,,T_Story_Title_1,T_Story_Name_224,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P33_Normal_1,,Icon_CgChip_P33_Normal_1_1,,482,P033_2,P033_2,
225,33001,,T_Story_Title_1,T_Story_Name_225,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P33_Normal_1,,Icon_CgChip_P33_Normal_1_1,,483,P033_3,P033_3,
226,33001,,T_Story_Title_1,T_Story_Name_226,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P33_Normal_1,,Icon_CgChip_P33_Normal_1_1,,484,P033_4,P033_4,
227,33001,TRUE,T_Story_Title_3,T_Story_Name_227,Icon/Images03_HCG/Images/P033_CG1_00,Icon/Item/CGSmall/Icon_CGSmall_P33_CG_1,Icon/Item/CGSmall/Icon_CGSmall_P33_Normal_1,Icon_CgChip_P33_CG1_1_1,Icon_CgChip_P33_Normal_1_1,485-486-487-488,P033_h1,P033_N_1,58
228,33001,TRUE,T_Story_Title_3,T_Story_Name_228,Icon/Images03_HCG/Images/P033_CG2_00,Icon/Item/CGSmall/Icon_CGSmall_P33_CG_2,Icon/Item/CGSmall/Icon_CGSmall_P33_Normal_1,Icon_CgChip_P33_CG2_1_1,Icon_CgChip_P33_Normal_1_1,489-490-491-492,P033_h2,P033_N_2,58
229,34001,,T_Story_Title_1,T_Story_Name_229,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P34_Normal_1,,Icon_CgChip_P34_Normal_1_1,,493,P034_1,P034_1,
230,34001,,T_Story_Title_1,T_Story_Name_230,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P34_Normal_1,,Icon_CgChip_P34_Normal_1_1,,494,P034_2,P034_2,
231,34001,,T_Story_Title_1,T_Story_Name_231,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P34_Normal_1,,Icon_CgChip_P34_Normal_1_1,,495,P034_3,P034_3,
232,34001,,T_Story_Title_1,T_Story_Name_232,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P34_Normal_1,,Icon_CgChip_P34_Normal_1_1,,496,P034_4,P034_4,
233,34001,TRUE,T_Story_Title_3,T_Story_Name_233,Icon/Images03_HCG/Images/P034_CG1_00,Icon/Item/CGSmall/Icon_CGSmall_P34_CG_1,Icon/Item/CGSmall/Icon_CGSmall_P34_Normal_1,Icon_CgChip_P34_CG1_1_1,Icon_CgChip_P34_Normal_1_1,497-498-499-500,P034_h1,P034_N_1,58
234,34001,TRUE,T_Story_Title_3,T_Story_Name_234,Icon/Images03_HCG/Images/P034_CG2_00,Icon/Item/CGSmall/Icon_CGSmall_P34_CG_2,Icon/Item/CGSmall/Icon_CGSmall_P34_Normal_1,Icon_CgChip_P34_CG2_1_1,Icon_CgChip_P34_Normal_1_1,501-502-503-504,P034_h2,P034_N_2,58
235,35001,,T_Story_Title_1,T_Story_Name_235,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P35_Normal_1,,Icon_CgChip_P35_Normal_1_1,,505,P035_1,P035_1,
236,35001,,T_Story_Title_1,T_Story_Name_236,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P35_Normal_1,,Icon_CgChip_P35_Normal_1_1,,506,P035_2,P035_2,
237,35001,,T_Story_Title_1,T_Story_Name_237,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P35_Normal_1,,Icon_CgChip_P35_Normal_1_1,,507,P035_3,P035_3,
238,35001,,T_Story_Title_1,T_Story_Name_238,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P35_Normal_1,,Icon_CgChip_P35_Normal_1_1,,508,P035_4,P035_4,
239,35001,TRUE,T_Story_Title_3,T_Story_Name_239,Icon/Images03_HCG/Images/P035_CG2_00,Icon/Item/CGSmall/Icon_CGSmall_P35_CG_2,Icon/Item/CGSmall/Icon_CGSmall_P35_Normal_1,Icon_CgChip_P35_CG1_1_1,Icon_CgChip_P35_Normal_1_1,509-510-511-512,P035_h1,P035_N_1,58
240,35001,TRUE,T_Story_Title_3,T_Story_Name_240,Icon/Images03_HCG/Images/P035_CG1_00,Icon/Item/CGSmall/Icon_CGSmall_P35_CG_1,Icon/Item/CGSmall/Icon_CGSmall_P35_Normal_1,Icon_CgChip_P35_CG2_1_1,Icon_CgChip_P35_Normal_1_1,513-514-515-516,P035_h2,P035_N_2,58
241,36001,,T_Story_Title_1,T_Story_Name_241,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P36_Normal_1,,Icon_CgChip_P36_Normal_1_1,,517,P036_1,P036_1,
242,36001,,T_Story_Title_1,T_Story_Name_242,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P36_Normal_1,,Icon_CgChip_P36_Normal_1_1,,518,P036_2,P036_2,
243,36001,,T_Story_Title_1,T_Story_Name_243,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P36_Normal_1,,Icon_CgChip_P36_Normal_1_1,,519,P036_3,P036_3,
244,36001,,T_Story_Title_1,T_Story_Name_244,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P36_Normal_1,,Icon_CgChip_P36_Normal_1_1,,520,P036_4,P036_4,
245,36001,TRUE,T_Story_Title_3,T_Story_Name_245,Icon/Images03_HCG/Images/P036_CG1_00,Icon/Item/CGSmall/Icon_CGSmall_P36_CG_1,Icon/Item/CGSmall/Icon_CGSmall_P36_Normal_1,Icon_CgChip_P36_CG1_1_1,Icon_CgChip_P36_Normal_1_1,521-522-523-524,P036_h1,P036_N_1,58
246,36001,TRUE,T_Story_Title_3,T_Story_Name_246,Icon/Images03_HCG/Images/P036_CG2_00,Icon/Item/CGSmall/Icon_CGSmall_P36_CG_2,Icon/Item/CGSmall/Icon_CGSmall_P36_Normal_1,Icon_CgChip_P36_CG2_1_1,Icon_CgChip_P36_Normal_1_1,525-526-527-528,P036_h2,P036_N_2,58
247,37001,,T_Story_Title_1,T_Story_Name_247,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P37_Normal_1,,Icon_CgChip_P37_Normal_1_1,,529,P037_1,P037_1,
248,37001,,T_Story_Title_1,T_Story_Name_248,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P37_Normal_1,,Icon_CgChip_P37_Normal_1_1,,530,P037_2,P037_2,
249,37001,,T_Story_Title_1,T_Story_Name_249,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P37_Normal_1,,Icon_CgChip_P37_Normal_1_1,,531,P037_3,P037_3,
250,37001,,T_Story_Title_1,T_Story_Name_250,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P37_Normal_1,,Icon_CgChip_P37_Normal_1_1,,532,P037_4,P037_4,
251,37001,TRUE,T_Story_Title_3,T_Story_Name_251,Icon/Images03_HCG/Images/P037_CG1_00,Icon/Item/CGSmall/Icon_CGSmall_P37_CG_1,Icon/Item/CGSmall/Icon_CGSmall_P37_Normal_1,Icon_CgChip_P37_CG1_1_1,Icon_CgChip_P37_Normal_1_1,533-534-535-536,P037_h1,P037_N_1,58
252,37001,TRUE,T_Story_Title_3,T_Story_Name_252,Icon/Images03_HCG/Images/P037_CG2_00,Icon/Item/CGSmall/Icon_CGSmall_P37_CG_2,Icon/Item/CGSmall/Icon_CGSmall_P37_Normal_1,Icon_CgChip_P37_CG2_1_1,Icon_CgChip_P37_Normal_1_1,537-538-539-540,P037_h2,P037_N_2,58
253,38001,,T_Story_Title_1,T_Story_Name_253,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P38_Normal_1,,Icon_CgChip_P38_Normal_1_1,,541,P038_1,P038_1,
254,38001,,T_Story_Title_1,T_Story_Name_254,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P38_Normal_1,,Icon_CgChip_P38_Normal_1_1,,542,P038_2,P038_2,
255,38001,,T_Story_Title_1,T_Story_Name_255,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P38_Normal_1,,Icon_CgChip_P38_Normal_1_1,,543,P038_3,P038_3,
256,38001,,T_Story_Title_1,T_Story_Name_256,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P38_Normal_1,,Icon_CgChip_P38_Normal_1_1,,544,P038_4,P038_4,
257,38001,TRUE,T_Story_Title_3,T_Story_Name_257,Icon/Images03_HCG/Images/P038_CG1_00,Icon/Item/CGSmall/Icon_CGSmall_P38_CG_1,Icon/Item/CGSmall/Icon_CGSmall_P38_Normal_1,Icon_CgChip_P38_CG1_1_1,Icon_CgChip_P38_Normal_1_1,545-546-547-548,P038_h1,P038_N_1,58
258,38001,TRUE,T_Story_Title_3,T_Story_Name_258,Icon/Images03_HCG/Images/P038_CG2_00,Icon/Item/CGSmall/Icon_CGSmall_P38_CG_2,Icon/Item/CGSmall/Icon_CGSmall_P38_Normal_1,Icon_CgChip_P38_CG2_1_1,Icon_CgChip_P38_Normal_1_1,549-550-551-552,P038_h2,P038_N_2,58
259,39001,,T_Story_Title_1,T_Story_Name_259,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P39_Normal_1,,Icon_CgChip_P39_Normal_1_1,,553,P039_1,P039_1,
260,39001,,T_Story_Title_1,T_Story_Name_260,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P39_Normal_1,,Icon_CgChip_P39_Normal_1_1,,554,P039_2,P039_2,
261,39001,,T_Story_Title_1,T_Story_Name_261,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P39_Normal_1,,Icon_CgChip_P39_Normal_1_1,,555,P039_3,P039_3,
262,39001,,T_Story_Title_1,T_Story_Name_262,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P39_Normal_1,,Icon_CgChip_P39_Normal_1_1,,556,P039_4,P039_4,
263,39001,TRUE,T_Story_Title_3,T_Story_Name_263,Icon/Images03_HCG/Images/P039_CG1_00,Icon/Item/CGSmall/Icon_CGSmall_P39_CG_1,Icon/Item/CGSmall/Icon_CGSmall_P39_Normal_1,Icon_CgChip_P39_CG1_1_1,Icon_CgChip_P39_Normal_1_1,557-558-559-560,P039_h1,P039_N_1,58
264,39001,TRUE,T_Story_Title_3,T_Story_Name_264,Icon/Images03_HCG/Images/P039_CG2_00,Icon/Item/CGSmall/Icon_CGSmall_P39_CG_2,Icon/Item/CGSmall/Icon_CGSmall_P39_Normal_1,Icon_CgChip_P39_CG2_1_1,Icon_CgChip_P39_Normal_1_1,561-562-563-564,P039_h2,P039_N_2,58
265,10040001,,T_Story_Title_1,T_Story_Name_265,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P40_Normal_1,,Icon_CgChip_P40_Normal_1_1,,565,P040_1,P040_1,
266,10040001,,T_Story_Title_1,T_Story_Name_266,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P40_Normal_1,,Icon_CgChip_P40_Normal_1_1,,566,P040_2,P040_2,
267,10040001,,T_Story_Title_1,T_Story_Name_267,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P40_Normal_1,,Icon_CgChip_P40_Normal_1_1,,567,P040_3,P040_3,
268,10040001,,T_Story_Title_1,T_Story_Name_268,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P40_Normal_1,,Icon_CgChip_P40_Normal_1_1,,568,P040_4,P040_4,
269,10040001,TRUE,T_Story_Title_3,T_Story_Name_269,Icon/Images03_HCG/Images/P040_CG1_00,Icon/Item/CGSmall/Icon_CGSmall_P40_CG_1,Icon/Item/CGSmall/Icon_CGSmall_P40_Normal_1,Icon_CgChip_P40_CG1_1_1,Icon_CgChip_P40_Normal_1_1,569-570-571-572,P040_h1,P040_N_1,58
270,10040001,TRUE,T_Story_Title_3,T_Story_Name_270,Icon/Images03_HCG/Images/P040_CG2_00,Icon/Item/CGSmall/Icon_CGSmall_P40_CG_2,Icon/Item/CGSmall/Icon_CGSmall_P40_Normal_1,Icon_CgChip_P40_CG2_1_1,Icon_CgChip_P40_Normal_1_1,573-574-575-576,P040_h2,P040_N_2,58
271,10041001,,T_Story_Title_1,T_Story_Name_271,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P41_Normal_1,,Icon_CgChip_P41_Normal_1_1,,577,P041_1,P041_1,
272,10041001,,T_Story_Title_1,T_Story_Name_272,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P41_Normal_1,,Icon_CgChip_P41_Normal_1_1,,578,P041_2,P041_2,
273,10041001,,T_Story_Title_1,T_Story_Name_273,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P41_Normal_1,,Icon_CgChip_P41_Normal_1_1,,579,P041_3,P041_3,
274,10041001,,T_Story_Title_1,T_Story_Name_274,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P41_Normal_1,,Icon_CgChip_P41_Normal_1_1,,580,P041_4,P041_4,
275,10041001,TRUE,T_Story_Title_3,T_Story_Name_275,Icon/Images03_HCG/Images/P041_CG1_00,Icon/Item/CGSmall/Icon_CGSmall_P41_CG_1,Icon/Item/CGSmall/Icon_CGSmall_P41_Normal_1,Icon_CgChip_P41_CG1_1_1,Icon_CgChip_P41_Normal_1_1,581-582-583-584,P041_h1,P041_N_1,58
276,10041001,TRUE,T_Story_Title_3,T_Story_Name_276,Icon/Images03_HCG/Images/P041_CG2_00,Icon/Item/CGSmall/Icon_CGSmall_P41_CG_2,Icon/Item/CGSmall/Icon_CGSmall_P41_Normal_1,Icon_CgChip_P41_CG2_1_1,Icon_CgChip_P41_Normal_1_1,585-586-587-588,P041_h2,P041_N_2,58
277,10042001,,T_Story_Title_1,T_Story_Name_277,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P42_Normal_1,,Icon_CgChip_P42_Normal_1_1,,589,P042_1,P042_1,
278,10042001,,T_Story_Title_1,T_Story_Name_278,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P42_Normal_1,,Icon_CgChip_P42_Normal_1_1,,590,P042_2,P042_2,
279,10042001,,T_Story_Title_1,T_Story_Name_279,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P42_Normal_1,,Icon_CgChip_P42_Normal_1_1,,591,P042_3,P042_3,
280,10042001,,T_Story_Title_1,T_Story_Name_280,Icon/Images03_HCG/Images/Images03_HCGBg,Icon/Item/CGSmall/Icon_CGSmall_P42_Normal_1,,Icon_CgChip_P42_Normal_1_1,,592,P042_4,P042_4,
281,10042001,TRUE,T_Story_Title_3,T_Story_Name_281,Icon/Images03_HCG/Images/P042_CG1_00,Icon/Item/CGSmall/Icon_CGSmall_P42_CG_1,Icon/Item/CGSmall/Icon_CGSmall_P42_Normal_1,Icon_CgChip_P42_CG1_1_1,Icon_CgChip_P42_Normal_1_1,593-594-595-596,P042_h1,P042_N_1,58
282,10042001,TRUE,T_Story_Title_3,T_Story_Name_282,Icon/Images03_HCG/Images/P042_CG2_00,Icon/Item/CGSmall/Icon_CGSmall_P42_CG_2,Icon/Item/CGSmall/Icon_CGSmall_P42_Normal_1,Icon_CgChip_P42_CG2_1_1,Icon_CgChip_P42_Normal_1_1,597-598-599-600,P042_h2,P042_N_2,58
