ID,RoleID,Name,Model,Type,Icon,Animation_Idle,Animation_Hit_1,Animation_Hit_2,Animation_TakeOFF,R18PositionIDs,SFWPositionIDs,Animation_TakeOFF_Idle,TraininRewards,Intimacy,Exp,Description,LockIntimacy,LockItem,Step2LockItem,Step2Rewards,Step2Description,VersionControl
300246,10041001,T_TrainingAction_Name_300002,,,,Lobby_idel_01,Lobby_hit_01,Lobby_hit2_01,Lobby_end_01,,,Lobby_idel2_01,300246-308,2,3,T_TrainingAction_Description_300003,,300246,,,,386-56
300247,10041001,T_TrainingAction_Name_300003,,,,Lobby_idel_02,Lobby_hit_02,Lobby_hit2_02,Lobby_end_02,,,Lobby_idel2_02,300247-308,3,2,T_TrainingAction_Description_300003,,300247,,,,386-56
300248,10041001,T_TrainingAction_Name_300004,,,,Lobby_idel_03,Lobby_hit_03,Lobby_hit2_03,Lobby_end_03,,,Lobby_idel2_03,300248-308,,5,T_TrainingAction_Description_300003,,300248,,,,386-56
300249,10042001,T_TrainingAction_Name_300001,,,,Lobby_idel_00,Lobby_hit_00,Lobby_hit2_00,Lobby_end_00,,,Lobby_idel2_00,300249-308,1,4,T_TrainingAction_Description_300003,,300249,,,,387-56
300250,10042001,T_TrainingAction_Name_300002,,,,Lobby_idel_01,Lobby_hit_01,Lobby_hit2_01,Lobby_end_01,,,Lobby_idel2_01,300250-308,2,3,T_TrainingAction_Description_300003,,300250,,,,387-56
300251,10042001,T_TrainingAction_Name_300003,,,,Lobby_idel_02,Lobby_hit_02,Lobby_hit2_02,Lobby_end_02,,,Lobby_idel2_02,300251-308,3,2,T_TrainingAction_Description_300003,,300251,,,,387-56
300252,10042001,T_TrainingAction_Name_300004,,,,Lobby_idel_03,Lobby_hit_03,Lobby_hit2_03,Lobby_end_03,,,Lobby_idel2_03,300252-308,,5,T_TrainingAction_Description_300003,,300252,,,,387-56
310001,1001,T_TrainingAction_Name_310001,Player/P01_Sex_01,Sex,,P01_stand,,,,R01_01_1-R01_01_2-R02_01_1-R02_01_2-R02_01_3-R02_01_4,R01_GYM_01_1-R01_GYM_01_2-R02_GYM_01_1-R02_GYM_01_2-R02_GYM_01_3-R02_GYM_01_4-R02_GYM_01_5,,310001-308,,,T_TrainingAction_Description_310001,12,,310001,3100011-308,T_TrainingAction_Step2Description_310001,703-56
310002,11001,T_TrainingAction_Name_310001,Player/P11_Sex_01,Sex,,P11_stand,,,,R01_01_1-R01_01_2-R02_01_1-R02_01_2-R02_01_3-R02_01_4,R01_GYM_01_1-R01_GYM_01_2-R02_GYM_01_1-R02_GYM_01_2-R02_GYM_01_3-R02_GYM_01_4-R02_GYM_01_5,,310002-308,,,T_TrainingAction_Description_310001,12,,310002,3100021-308,T_TrainingAction_Step2Description_310001,354-704-56
310003,6001,T_TrainingAction_Name_310001,Player/P06_Sex_01,Sex,,P06_stand,,,,R01_01_1-R01_01_2-R02_01_1-R02_01_2-R02_01_3-R02_01_4,R01_GYM_01_1-R01_GYM_01_2-R02_GYM_01_1-R02_GYM_01_2-R02_GYM_01_3-R02_GYM_01_4-R02_GYM_01_5,,310003-308,,,T_TrainingAction_Description_310001,12,,310003,3100031-308,T_TrainingAction_Step2Description_310001,705-56
310004,7001,T_TrainingAction_Name_310001,Player/P07_Sex_01,Sex,,P07_stand,,,,R01_01_1-R01_01_2-R02_01_1-R02_01_2-R02_01_3-R02_01_4,R01_GYM_01_1-R01_GYM_01_2-R02_GYM_01_1-R02_GYM_01_2-R02_GYM_01_3-R02_GYM_01_4-R02_GYM_01_5,,310004-308,,,T_TrainingAction_Description_310001,12,,310004,3100041-308,T_TrainingAction_Step2Description_310001,706-56
310005,2001,T_TrainingAction_Name_310001,Player/P02_Sex_01,Sex,,P02_stand,,,,R01_01_1-R01_01_2-R02_01_1-R02_01_2-R02_01_3-R02_01_4,R01_GYM_01_1-R01_GYM_01_2-R02_GYM_01_1-R02_GYM_01_2-R02_GYM_01_3-R02_GYM_01_4-R02_GYM_01_5,,310005-308,,,T_TrainingAction_Description_310001,12,,310005,3100051-308,T_TrainingAction_Step2Description_310001,351-701-56
310006,4001,T_TrainingAction_Name_310001,Player/P04_Sex_01,Sex,,P04_stand,,,,R01_01_1-R01_01_2-R02_01_1-R02_01_2-R02_01_3-R02_01_4,R01_GYM_01_1-R01_GYM_01_2-R02_GYM_01_1-R02_GYM_01_2-R02_GYM_01_3-R02_GYM_01_4-R02_GYM_01_5,,310006-308,,,T_TrainingAction_Description_310001,12,,310006,3100061-308,T_TrainingAction_Step2Description_310001,702-56
310007,10001,T_TrainingAction_Name_310001,Player/P10_Sex_01,Sex,,P10_stand,,,,R01_01_1-R01_01_2-R02_01_1-R02_01_2-R02_01_3-R02_01_4,R01_GYM_01_1-R01_GYM_01_2-R02_GYM_01_1-R02_GYM_01_2-R02_GYM_01_3-R02_GYM_01_4-R02_GYM_01_5,,310007-308,,,T_TrainingAction_Description_310001,12,,310007,3100071-308,T_TrainingAction_Step2Description_310001,353-721-56
310008,5001,T_TrainingAction_Name_310001,Player/P05_Sex_01,Sex,,P05_stand,,,,R01_01_1-R01_01_2-R02_01_1-R02_01_2-R02_01_3-R02_01_4,R01_GYM_01_1-R01_GYM_01_2-R02_GYM_01_1-R02_GYM_01_2-R02_GYM_01_3-R02_GYM_01_4-R02_GYM_01_5,,310008-308,,,T_TrainingAction_Description_310001,12,,310008,3100081-308,T_TrainingAction_Step2Description_310001,722-56
310009,9001,T_TrainingAction_Name_310001,Player/P09_Sex_01,Sex,,P09_stand,,,,R01_01_1-R01_01_2-R02_01_1-R02_01_2-R02_01_3-R02_01_4,R01_GYM_01_1-R01_GYM_01_2-R02_GYM_01_1-R02_GYM_01_2-R02_GYM_01_3-R02_GYM_01_4-R02_GYM_01_5,,310009-308,,,T_TrainingAction_Description_310001,12,,310009,3100091-308,T_TrainingAction_Step2Description_310001,352-729-56
310010,8001,T_TrainingAction_Name_310001,Player/P08_Sex_01,Sex,,P08_stand,,,,R01_01_1-R01_01_2-R02_01_1-R02_01_2-R02_01_3-R02_01_4,R01_GYM_01_1-R01_GYM_01_2-R02_GYM_01_1-R02_GYM_01_2-R02_GYM_01_3-R02_GYM_01_4-R02_GYM_01_5,,310010-308,,,T_TrainingAction_Description_310001,12,,310010,3100101-308,T_TrainingAction_Step2Description_310001,733-56
310011,3001,T_TrainingAction_Name_310001,Player/P03_Sex_01,Sex,,P03_stand,,,,R01_01_1-R01_01_2-R02_01_1-R02_01_2-R02_01_3-R02_01_4,R01_GYM_01_1-R01_GYM_01_2-R02_GYM_01_1-R02_GYM_01_2-R02_GYM_01_3-R02_GYM_01_4-R02_GYM_01_5,,310011-308,,,T_TrainingAction_Description_310001,12,,310011,3100111-308,T_TrainingAction_Step2Description_310001,744-56
310012,13001,T_TrainingAction_Name_310001,Player/P13_Sex_01,Sex,,P13_stand,,,,R01_01_1-R01_01_2-R02_01_1-R02_01_2-R02_01_3-R02_01_4,R01_GYM_01_1-R01_GYM_01_2-R02_GYM_01_1-R02_GYM_01_2-R02_GYM_01_3-R02_GYM_01_4-R02_GYM_01_5,,310012-308,,,T_TrainingAction_Description_310001,12,,310012,3100121-308,T_TrainingAction_Step2Description_310001,356-752-56
310013,16001,T_TrainingAction_Name_310001,Player/P16_Sex_01,Sex,,P16_stand,,,,R01_01_1-R01_01_2-R02_01_1-R02_01_2-R02_01_3-R02_01_4,R01_GYM_01_1-R01_GYM_01_2-R02_GYM_01_1-R02_GYM_01_2-R02_GYM_01_3-R02_GYM_01_4-R02_GYM_01_5,,310013-308,,,T_TrainingAction_Description_310001,12,,310013,3100131-308,T_TrainingAction_Step2Description_310001,359-765-56
310014,14001,T_TrainingAction_Name_310001,Player/P14_Sex_01,Sex,,P14_stand,,,,R01_01_1-R01_01_2-R02_01_1-R02_01_2-R02_01_3-R02_01_4,R01_GYM_01_1-R01_GYM_01_2-R02_GYM_01_1-R02_GYM_01_2-R02_GYM_01_3-R02_GYM_01_4-R02_GYM_01_5,,310014-308,,,T_TrainingAction_Description_310001,12,,310014,3100141-308,T_TrainingAction_Step2Description_310001,357-766-56
310015,19001,T_TrainingAction_Name_310001,Player/P19_Sex_01,Sex,,P19_stand,,,,R01_01_1-R01_01_2-R02_01_1-R02_01_2-R02_01_3-R02_01_4,R01_GYM_01_1-R01_GYM_01_2-R02_GYM_01_1-R02_GYM_01_2-R02_GYM_01_3-R02_GYM_01_4-R02_GYM_01_5,,310015-308,,,T_TrainingAction_Description_310001,12,,310015,3100151-308,T_TrainingAction_Step2Description_310001,362-774-56
310016,21001,T_TrainingAction_Name_310001,Player/P21_Sex_01,Sex,,P21_stand,,,,R01_01_1-R01_01_2-R02_01_1-R02_01_2-R02_01_3-R02_01_4,R01_GYM_01_1-R01_GYM_01_2-R02_GYM_01_1-R02_GYM_01_2-R02_GYM_01_3-R02_GYM_01_4-R02_GYM_01_5,,310016-308,,,T_TrainingAction_Description_310001,12,,310016,3100161-308,T_TrainingAction_Step2Description_310001,364-56
310017,90001,T_TrainingAction_Name_310001,Player/P90_Sex_01,Sex,,P90_stand,,,,R01_01_1-R01_01_2-R02_01_1-R02_01_2-R02_01_3-R02_01_4,R01_GYM_01_1-R01_GYM_01_2-R02_GYM_01_1-R02_GYM_01_2-R02_GYM_01_3-R02_GYM_01_4-R02_GYM_01_5,,310017-308,,,T_TrainingAction_Description_310001,12,,310017,3100171-308,T_TrainingAction_Step2Description_310001,366-56
310018,20001,T_TrainingAction_Name_310001,Player/P20_Sex_01,Sex,,P20_stand,,,,R01_01_1-R01_01_2-R02_01_1-R02_01_2-R02_01_3-R02_01_4,R01_GYM_01_1-R01_GYM_01_2-R02_GYM_01_1-R02_GYM_01_2-R02_GYM_01_3-R02_GYM_01_4-R02_GYM_01_5,,310018-308,,,T_TrainingAction_Description_310001,12,,310018,3100181-308,T_TrainingAction_Step2Description_310001,363-56
310019,23001,T_TrainingAction_Name_310001,Player/P23_Sex_01,Sex,,P23_stand,,,,R01_01_1-R01_01_2-R02_01_1-R02_01_2-R02_01_3-R02_01_4,R01_GYM_01_1-R01_GYM_01_2-R02_GYM_01_1-R02_GYM_01_2-R02_GYM_01_3-R02_GYM_01_4-R02_GYM_01_5,,310019-308,,,T_TrainingAction_Description_310001,12,,310019,3100191-308,T_TrainingAction_Step2Description_310001,368-56
310020,24001,T_TrainingAction_Name_310001,Player/P24_Sex_01,Sex,,P24_stand,,,,R01_01_1-R01_01_2-R02_01_1-R02_01_2-R02_01_3-R02_01_4,R01_GYM_01_1-R01_GYM_01_2-R02_GYM_01_1-R02_GYM_01_2-R02_GYM_01_3-R02_GYM_01_4-R02_GYM_01_5,,310020-308,,,T_TrainingAction_Description_310001,12,,310020,3100201-308,T_TrainingAction_Step2Description_310001,369-56
310021,27001,T_TrainingAction_Name_310001,Player/P27_Sex_01,Sex,,P27_stand,,,,R01_01_1-R01_01_2-R02_01_1-R02_01_2-R02_01_3-R02_01_4,R01_GYM_01_1-R01_GYM_01_2-R02_GYM_01_1-R02_GYM_01_2-R02_GYM_01_3-R02_GYM_01_4-R02_GYM_01_5,,310021-308,,,T_TrainingAction_Description_310001,12,,310021,3100211-308,T_TrainingAction_Step2Description_310001,372-56-59
310022,29001,T_TrainingAction_Name_310001,Player/P29_Sex_01,Sex,,P29_stand,,,,R01_01_1-R01_01_2-R02_01_1-R02_01_2-R02_01_3-R02_01_4,R01_GYM_01_1-R01_GYM_01_2-R02_GYM_01_1-R02_GYM_01_2-R02_GYM_01_3-R02_GYM_01_4-R02_GYM_01_5,,310022-308,,,T_TrainingAction_Description_310001,12,,310022,3100221-308,T_TrainingAction_Step2Description_310001,374-56
310023,33001,T_TrainingAction_Name_310001,Player/P33_Sex_01,Sex,,P33_stand,,,,R01_01_1-R01_01_2-R02_01_1-R02_01_2-R02_01_3-R02_01_4,R01_GYM_01_1-R01_GYM_01_2-R02_GYM_01_1-R02_GYM_01_2-R02_GYM_01_3-R02_GYM_01_4-R02_GYM_01_5,,310023-308,,,T_TrainingAction_Description_310001,12,,310023,3100231-308,T_TrainingAction_Step2Description_310001,378-56
310024,35001,T_TrainingAction_Name_310001,Player/P35_Sex_01,Sex,,P35_stand,,,,R01_01_1-R01_01_2-R02_01_1-R02_01_2-R02_01_3-R02_01_4,R01_GYM_01_1-R01_GYM_01_2-R02_GYM_01_1-R02_GYM_01_2-R02_GYM_01_3-R02_GYM_01_4-R02_GYM_01_5,,310024-308,,,T_TrainingAction_Description_310001,12,,310024,3100241-308,T_TrainingAction_Step2Description_310001,380-56
310025,36001,T_TrainingAction_Name_310001,Player/P36_Sex_01,Sex,,P36_stand,,,,R01_01_1-R01_01_2-R02_01_1-R02_01_2-R02_01_3-R02_01_4,R01_GYM_01_1-R01_GYM_01_2-R02_GYM_01_1-R02_GYM_01_2-R02_GYM_01_3-R02_GYM_01_4-R02_GYM_01_5,,310025-308,,,T_TrainingAction_Description_310001,12,,310025,3100251-308,T_TrainingAction_Step2Description_310001,381-56
310026,39001,T_TrainingAction_Name_310001,Player/P39_Sex_01,Sex,,P39_stand,,,,R01_01_1-R01_01_2-R02_01_1-R02_01_2-R02_01_3-R02_01_4,R01_GYM_01_1-R01_GYM_01_2-R02_GYM_01_1-R02_GYM_01_2-R02_GYM_01_3-R02_GYM_01_4-R02_GYM_01_5,,310026-308,,,T_TrainingAction_Description_310001,12,,310026,3100261-308,T_TrainingAction_Step2Description_310001,384-56
310027,37001,T_TrainingAction_Name_310001,Player/P37_Sex_01,Sex,,P37_stand,,,,R01_01_1-R01_01_2-R02_01_1-R02_01_2-R02_01_3-R02_01_4,R01_GYM_01_1-R01_GYM_01_2-R02_GYM_01_1-R02_GYM_01_2-R02_GYM_01_3-R02_GYM_01_4-R02_GYM_01_5,,310027-308,,,T_TrainingAction_Description_310001,12,,310027,3100271-308,T_TrainingAction_Step2Description_310001,531-382-56
310101,10001,T_TrainingAction_Name_310101,Player/P10_Sex_02,Sex,,P10_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,310101-308,,,T_TrainingAction_Description_310001,12,,310101,3101011-308,T_TrainingAction_Step2Description_310101,353-707-56
310102,8001,T_TrainingAction_Name_310101,Player/P08_Sex_02,Sex,,P08_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,310102-308,,,T_TrainingAction_Description_310001,12,,310102,3101021-308,T_TrainingAction_Step2Description_310101,708-56
310103,5001,T_TrainingAction_Name_310101,Player/P05_Sex_02,Sex,,P05_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,310103-308,,,T_TrainingAction_Description_310001,12,,310103,3101031-308,T_TrainingAction_Step2Description_310101,709-56
310104,2001,T_TrainingAction_Name_310101,Player/P02_Sex_02,Sex,,P02_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,310104-308,,,T_TrainingAction_Description_310001,12,,310104,3101041-308,T_TrainingAction_Step2Description_310101,56
310105,1001,T_TrainingAction_Name_310101,Player/P01_Sex_02,Sex,,P01_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,310105-308,,,T_TrainingAction_Description_310001,12,,310105,3101051-308,T_TrainingAction_Step2Description_310101,56
310106,9001,T_TrainingAction_Name_310101,Player/P09_Sex_02,Sex,,P09_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,310106-308,,,T_TrainingAction_Description_310001,12,,310106,3101061-308,T_TrainingAction_Step2Description_310101,352-715-56
310107,6001,T_TrainingAction_Name_310101,Player/P06_Sex_02,Sex,,P06_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,310107-308,,,T_TrainingAction_Description_310001,12,,310107,3101071-308,T_TrainingAction_Step2Description_310101,716-56
310108,11001,T_TrainingAction_Name_310101,Player/P11_Sex_02,Sex,,P11_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,310108-308,,,T_TrainingAction_Description_310001,12,,310108,3101081-308,T_TrainingAction_Step2Description_310101,354-723-56
310109,7001,T_TrainingAction_Name_310101,Player/P07_Sex_02,Sex,,P07_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,310109-308,,,T_TrainingAction_Description_310001,12,,310109,3101091-308,T_TrainingAction_Step2Description_310101,726-56
310110,3001,T_TrainingAction_Name_310101,Player/P03_Sex_02,Sex,,P03_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,310110-308,,,T_TrainingAction_Description_310001,12,,310110,3101101-308,T_TrainingAction_Step2Description_310101,734-56
310111,12001,T_TrainingAction_Name_310101,Player/P12_Sex_02,Sex,,P12_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,310111-308,,,T_TrainingAction_Description_310001,12,,310111,3101111-308,T_TrainingAction_Step2Description_310101,355-737-56
310112,4001,T_TrainingAction_Name_310101,Player/P04_Sex_02,Sex,,P04_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,310112-308,,,T_TrainingAction_Description_310001,12,,310112,3101121-308,T_TrainingAction_Step2Description_310101,738-56
310113,15001,T_TrainingAction_Name_310101,Player/P15_Sex_02,Sex,,P15_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,310113-308,,,T_TrainingAction_Description_310001,12,,310113,3101131-308,T_TrainingAction_Step2Description_310101,358-757-56
310114,18001,T_TrainingAction_Name_310101,Player/P18_Sex_02,Sex,,P18_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,310114-308,,,T_TrainingAction_Description_310001,12,,310114,3101141-308,T_TrainingAction_Step2Description_310101,361-771-56
310115,16001,T_TrainingAction_Name_310101,Player/P16_Sex_02,Sex,,P16_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,310115-308,,,T_TrainingAction_Description_310001,12,,310115,3101151-308,T_TrainingAction_Step2Description_310101,362-775-56
310116,17001,T_TrainingAction_Name_310101,Player/P17_Sex_02,Sex,,P17_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,310116-308,,,T_TrainingAction_Description_310001,12,,310116,3101161-308,T_TrainingAction_Step2Description_310101,360-56
310117,19001,T_TrainingAction_Name_310101,Player/P19_Sex_02,Sex,,P19_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,310117-308,,,T_TrainingAction_Description_310001,12,,310117,3101171-308,T_TrainingAction_Step2Description_310101,362-56
310118,91001,T_TrainingAction_Name_310101,Player/P91_Sex_02,Sex,,P91_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,310118-308,,,T_TrainingAction_Description_310001,12,,310118,3101181-308,T_TrainingAction_Step2Description_310101,367-56
310119,22001,T_TrainingAction_Name_310101,Player/P22_Sex_02,Sex,,P22_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,310119-308,,,T_TrainingAction_Description_310001,12,,310119,3101191-308,T_TrainingAction_Step2Description_310101,365-56
310120,90001,T_TrainingAction_Name_310101,Player/P90_Sex_02,Sex,,P90_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,310120-308,,,T_TrainingAction_Description_310001,12,,310120,3101201-308,T_TrainingAction_Step2Description_310101,366-56
310121,28001,T_TrainingAction_Name_310101,Player/P28_Sex_02,Sex,,P28_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,310121-308,,,T_TrainingAction_Description_310001,12,,310121,3101211-308,T_TrainingAction_Step2Description_310101,373-56
310122,30001,T_TrainingAction_Name_310101,Player/P30_Sex_02,Sex,,P30_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,310122-308,,,T_TrainingAction_Description_310001,12,,310122,3101221-308,T_TrainingAction_Step2Description_310101,375-56
310123,34001,T_TrainingAction_Name_310101,Player/P34_Sex_02,Sex,,P34_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,310123-308,,,T_TrainingAction_Description_310001,12,,310123,3101231-308,T_TrainingAction_Step2Description_310101,379-56
310124,32001,T_TrainingAction_Name_310101,Player/P32_Sex_02,Sex,,P32_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,310124-308,,,T_TrainingAction_Description_310001,12,,310124,3101241-308,T_TrainingAction_Step2Description_310101,521-377-56
310125,38001,T_TrainingAction_Name_310101,Player/P38_Sex_02,Sex,,P38_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,310125-308,,,T_TrainingAction_Description_310001,12,,310125,3101251-308,T_TrainingAction_Step2Description_310101,383-56
310126,35001,T_TrainingAction_Name_310101,Player/P35_Sex_02,Sex,,P35_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,310126-308,,,T_TrainingAction_Description_310001,12,,310126,3101261-308,T_TrainingAction_Step2Description_310101,527-380-56
310127,10041001,T_TrainingAction_Name_310101,Player/P41_Sex_02,Sex,,P41_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,310127-308,,,T_TrainingAction_Description_310001,12,,310127,3101271-308,T_TrainingAction_Step2Description_310101,386-56
310201,11001,T_TrainingAction_Name_310201,Player/P11_Sex_03,Sex,,P11_stand,,,,R01_03_1-R01_03_2-R02_03_1-R02_03_2-R02_03_3-R02_03_4-R02_03_5,R01_GYM_03_1-R01_GYM_03_2-R02_GYM_03_1-R02_GYM_03_2-R02_GYM_03_3-R02_GYM_03_4-R02_GYM_03_5,,310201-308,,,T_TrainingAction_Description_310001,12,,310201,3102011-308,T_TrainingAction_Step2Description_310201,354-710-56
310202,3001,T_TrainingAction_Name_310201,Player/P03_Sex_03,Sex,,P03_stand,,,,R01_03_1-R01_03_2-R02_03_1-R02_03_2-R02_03_3-R02_03_4-R02_03_5,R01_GYM_03_1-R01_GYM_03_2-R02_GYM_03_1-R02_GYM_03_2-R02_GYM_03_3-R02_GYM_03_4-R02_GYM_03_5,,310202-308,,,T_TrainingAction_Description_310001,12,,310202,3102021-308,T_TrainingAction_Step2Description_310201,711-56
310203,7001,T_TrainingAction_Name_310201,Player/P07_Sex_03,Sex,,P07_stand,,,,R01_03_1-R01_03_2-R02_03_1-R02_03_2-R02_03_3-R02_03_4-R02_03_5,R01_GYM_03_1-R01_GYM_03_2-R02_GYM_03_1-R02_GYM_03_2-R02_GYM_03_3-R02_GYM_03_4-R02_GYM_03_5,,310203-308,,,T_TrainingAction_Description_310001,12,,310203,3102031-308,T_TrainingAction_Step2Description_310201,712-56
310204,9001,T_TrainingAction_Name_310201,Player/P09_Sex_03,Sex,,P09_stand,,,,R01_03_1-R01_03_2-R02_03_1-R02_03_2-R02_03_3-R02_03_4-R02_03_5,R01_GYM_03_1-R01_GYM_03_2-R02_GYM_03_1-R02_GYM_03_2-R02_GYM_03_3-R02_GYM_03_4-R02_GYM_03_5,,310204-308,,,T_TrainingAction_Description_310001,12,,310204,3102041-308,T_TrainingAction_Step2Description_310201,352-713-56
310205,5001,T_TrainingAction_Name_310201,Player/P05_Sex_03,Sex,,P05_stand,,,,R01_03_1-R01_03_2-R02_03_1-R02_03_2-R02_03_3-R02_03_4-R02_03_5,R01_GYM_03_1-R01_GYM_03_2-R02_GYM_03_1-R02_GYM_03_2-R02_GYM_03_3-R02_GYM_03_4-R02_GYM_03_5,,310205-308,,,T_TrainingAction_Description_310001,12,,310205,3102051-308,T_TrainingAction_Step2Description_310201,714-56
