ID,Type,Group,NameKey,ItemIDs,SpecialItemIDs,Count,DropID,ExtraDropIDs,PriceItemID,Price,PrefabID,PrevStepID,IAPID,ResetType,ResetInterval,BuyLimit,LoginHourLimit,FreeInterval,FreeCumulative,FreeBuyLimit,BeginFree,VipLevel,ValueFunction,Value,Activity,VersionControls
2nd_006,5,10,T_NewStore_NameKey_2nd_006,942,,1,,,76,1500,,,,,,,,,,,,,Selectable,1+1,,132
2nd_007,5,10,T_NewStore_NameKey_2nd_007,939,,1,,,76,1200,,,,,,,,,,,,,Selectable,1+1,,132
2nd_008,5,10,T_NewStore_NameKey_2nd_008,828,,1,,,76,1000,,,,,,,,,,,,,Selectable,1+1,,132
2nd_009,5,10,T_NewStore_NameKey_2nd_009,830,,1,,,76,1500,,,,,,,,,,,,,Selectable,1+1,,132
2nd_010,5,10,T_NewStore_NameKey_2nd_010,829,,1,,,76,1500,,,,,,,,,,,,,Selectable,1+1,,132
2nd_011,5,10,T_NewStore_NameKey_2nd_011,941,,1,,,76,500,,,,,,,,,,,,,Selectable,1+1,,132
2nd_012,5,10,T_NewStore_NameKey_2nd_012,871,,1,,,76,500,,,,,,,,,,,,,Selectable,1,,132
2nd_013,5,10,T_NewStore_NameKey_122,1,,1000,,,76,200,,,,,,,,,,,,,,,,132
2nd_051,5,10,T_NewStore_NameKey_2nd_051,869,,1,,,77,5000,,,,,,3,,,,,,,,,,132
2nd_052,5,10,T_NewStore_NameKey_2nd_052,866,,1,,,77,7500,,,,,,1,,,,,,,,,,132
2nd_053,5,10,T_NewStore_NameKey_2nd_053,867,,1,,,77,7500,,,,,,1,,,,,,,,,,132
2nd_054,5,10,T_NewStore_NameKey_2nd_054,868,,1,,,77,7500,,,,,,1,,,,,,,,,,132
2nd_055,5,10,T_NewStore_NameKey_2nd_055,42047,,1,,,77,3750,,,,,,5,,,,,,,,,,132
2nd_056,5,10,T_NewStore_NameKey_2nd_056,41023,,1,,,77,3750,,,,,,3,,,,,,,,,,132
2nd_057,5,10,T_NewStore_NameKey_2nd_057,940,,1,,,77,3000,,,,,,5,,,,,,,,,,132
2nd_058,5,10,T_NewStore_NameKey_2nd_058,870,,1,,,77,2500,,,,,,5,,,,,,,,,,132
2nd_059,5,10,T_NewStore_NameKey_2nd_059,917,,1,,,77,800,,,,,,3,,,,,,,,,,132
2nd_060,5,10,T_NewStore_NameKey_122,1,,1000,,,77,500,,,,,,100,,,,,,,,,,132
2021Xmas_001,5,11,T_NewStore_NameKey_2021Xmas_001,35,,1,,,27,300,,,,,,10,,,,,,,,,,130
2021Xmas_002,5,11,T_NewStore_NameKey_2021Xmas_002,19001,,1,,,36,1800,,,,,,1,,,,,,,,,,130
2021Xmas_003,5,11,T_NewStore_NameKey_2021Xmas_003,FR039,,1,,,36,1200,,,,,,1,,,,,,,,,,130
2021Xmas_004,5,11,T_NewStore_NameKey_2021Xmas_004,BG017,,1,,,36,600,,,,,,1,,,,,,,,,,130
2021Xmas_005,5,11,T_NewStore_NameKey_2021Xmas_005,BG019,,1,,,36,600,,,,,,1,,,,,,,,,,130
2021Xmas_006,5,11,T_NewStore_NameKey_2021Xmas_006,930,,1,,,36,800,,,,,,,,,,,,,Selectable,1,,130
2021Xmas_007,5,11,T_NewStore_NameKey_2021Xmas_007,161019,,1,,,36,900,,,,,,,,,,,,,,,,130
2021Xmas_008,5,11,T_NewStore_NameKey_2021Xmas_008,150073,,50,,,36,300,,,,,,3,,,,,,,,,,130
2021Xmas_009,5,11,T_NewStore_NameKey_2021Xmas_009,151019,,50,,,36,300,,,,,,3,,,,,,,,,,130
2021Xmas_010,5,11,T_NewStore_NameKey_2021Xmas_010,150074,,50,,,36,100,,,,,,,,,,,,,,,,130
2021Xmas_011,5,11,T_NewStore_NameKey_2021Xmas_011,150075,,50,,,36,100,,,,,,,,,,,,,,,,130
2021Xmas_012,5,11,T_NewStore_NameKey_122,1,,500,,,36,10,,,,,,,,,,,,,,,,130
2022NewYear_001,5,10,T_NewStore_NameKey_2022NewYear_001,SpeFR001,,1,,,37,2000,,,,,,1,,,,,,,,,,131
2022NewYear_002,5,10,T_NewStore_NameKey_2022NewYear_002,SpeH001,,1,,,37,1500,,,,,,1,,,,,,,,,,131
2022NewYear_003,5,10,T_NewStore_NameKey_2022NewYear_003,SpeH002,,1,,,37,1500,,,,,,1,,,,,,,,,,131
2022NewYear_004,5,10,T_NewStore_NameKey_2022NewYear_004,SpeBG001,,1,,,37,1500,,,,,,1,,,,,,,,,,131
2022NewYear_005,5,10,T_NewStore_NameKey_2022NewYear_005,SpeBG002,,1,,,37,1500,,,,,,1,,,,,,,,,,131
2022NewYear_006,5,10,T_NewStore_NameKey_2022NewYear_006,931,,1,,,37,2000,,,,,,,,,,,,,Selectable,1+1,,131
2022NewYear_007,5,10,T_NewStore_NameKey_2022NewYear_007,872,,1,,,37,2000,,,,,,,,,,,,,Selectable,1+1,,131
2022NewYear_008,5,10,T_NewStore_NameKey_2022NewYear_008,873,,1,,,37,2000,,,,,,,,,,,,,Selectable,1+1,,131
2022NewYear_009,5,10,T_NewStore_NameKey_2022NewYear_009,45037,,1,,,37,2000,,,,,,,,,,,,,Selectable,1+1,,131
2022NewYear_010,5,10,T_NewStore_NameKey_2022NewYear_010,825,,1,,,37,1500,,,,,,,,,,,,,Selectable,1,,131
2022NewYear_011,5,10,T_NewStore_NameKey_2022NewYear_011,957,,1,,,37,1500,,,,,,,,,,,,,Selectable,1,,131
2022NewYear_012,5,10,T_NewStore_NameKey_2022NewYear_012,45020,,1,,,37,1200,,,,,,,,,,,,,Selectable,1,,131
2022NewYear_013,5,10,T_NewStore_NameKey_2022NewYear_013,952,,1,,,37,1000,,,,,,,,,,,,,Selectable,1,,131
2022NewYear_014,5,10,T_NewStore_NameKey_2022NewYear_014,954,,1,,,37,1000,,,,,,,,,,,,,Selectable,1,,131
2022NewYear_015,5,10,T_NewStore_NameKey_2nd_009,830,,1,,,37,1500,,,,,,,,,,,,,Selectable,1,,131
2022NewYear_016,5,10,T_NewStore_NameKey_2nd_010,829,,1,,,37,1500,,,,,,,,,,,,,Selectable,1,,131
2022NewYear_017,5,10,T_NewStore_NameKey_2nd_011,941,,1,,,37,500,,,,,,,,,,,,,Selectable,1,,131
2022NewYear_018,5,10,T_NewStore_NameKey_2nd_012,871,,1,,,37,500,,,,,,,,,,,,,Selectable,1,,131
2022NewYear_019,5,10,T_NewStore_NameKey_122,1,,200,,,37,100,,,,,,,,,,,,,,,,131
2022VD_001,5,10,T_NewStore_NameKey_2022VD_001,SpeFR002,,1,,,39,2000,,,,,,1,,,,,,,,,,133
2022VD_002,5,10,T_NewStore_NameKey_2022VD_002,933,,1,,,39,2000,,,,,,,,,,,,,Selectable,1+1,,133
2022VD_003,5,10,T_NewStore_NameKey_2022VD_003,947,,1,,,39,2000,,,,,,,,,,,,,Selectable,1+1,,133
2022VD_004,5,10,T_NewStore_NameKey_2022VD_004,989,,1,,,39,2000,,,,,,,,,,,,,Selectable,1+1,,133
2022VD_005,5,10,T_NewStore_NameKey_2022VD_005,45033,,1,,,39,2000,,,,,,,,,,,,,Selectable,1+1,,133
2022VD_006,5,10,T_NewStore_NameKey_2nd_006,942,,1,,,39,1500,,,,,,,,,,,,,Selectable,1,,133
2022VD_007,5,10,T_NewStore_NameKey_2nd_007,939,,1,,,39,1500,,,,,,,,,,,,,Selectable,1,,133
2022VD_008,5,10,T_NewStore_NameKey_2022NewYear_012,45020,,1,,,39,1200,,,,,,,,,,,,,Selectable,1,,133
2022VD_009,5,10,T_NewStore_NameKey_2022NewYear_013,952,,1,,,39,1000,,,,,,,,,,,,,Selectable,1,,133
2022VD_010,5,10,T_NewStore_NameKey_2022NewYear_014,954,,1,,,39,1000,,,,,,,,,,,,,Selectable,1,,133
2022VD_011,5,10,T_NewStore_NameKey_122,1,,200,,,39,100,,,,,,,,,,,,,,,,133
2022SB_001,5,10,T_NewStore_NameKey_2nd_006,942,,1,,,13,3000,,,,,,3,,,,,,,Selectable,1+1,,134
2022SB_002,5,10,T_NewStore_NameKey_2nd_005,42037,,1,,,13,3000,,,,,,3,,,,,,,Selectable,1+1,,134
2022SB_003,5,10,T_NewStore_NameKey_2nd_007,939,,1,,,13,2400,,,,,,3,,,,,,,Selectable,1+1,,134
2022SB_004,5,10,T_NewStore_NameKey_2nd_008,828,,1,,,13,2000,,,,,,3,,,,,,,Selectable,1+1,,134
2022SB_005,5,10,T_NewStore_NameKey_2nd_009,830,,1,,,13,3000,,,,,,3,,,,,,,Selectable,1+1,,134
2022SB_006,5,10,T_NewStore_NameKey_2nd_010,829,,1,,,13,3000,,,,,,3,,,,,,,Selectable,1+1,,134
2022SB_007,5,10,T_NewStore_NameKey_2nd_011,941,,1,,,13,1000,,,,,,5,,,,,,,Selectable,1+1,,134
2022SB_008,5,10,T_NewStore_NameKey_2nd_012,871,,1,,,13,1000,,,,,,5,,,,,,,Selectable,1,,134
2022SB_009,5,10,T_NewStore_NameKey_2022NewYear_013,952,,1,,,13,2000,,,,,,5,,,,,,,Selectable,1,,134
2022SB_010,5,10,T_NewStore_NameKey_2022NewYear_014,954,,1,,,13,2000,,,,,,5,,,,,,,Selectable,1,,134
2022SB_011,5,10,T_NewStore_NameKey_122,1,,200,,,13,300,,,,,,100,,,,,,,,,,134
2022SK_001,5,10,T_NewStore_NameKey_2022SK_001,34,,6000,,,41,1,,,,,,3,,,,,,,,,,135
2022SK_002,5,10,T_NewStore_NameKey_2022SK_002,100019,,300,,,41,1,,,,,,5,,,,,,,,,,135
2022SK_003,5,10,T_NewStore_NameKey_2022SK_003,SpeG0022,,1,,,41,3,,,,,,3,,,,,,,Selectable,1,,135
2022SK_004,5,10,T_NewStore_NameKey_2022SK_004,SpeG0020,,1,,,41,1,,,,,,5,,,,,,,Selectable,1,,135
2022SK_005,5,10,T_NewStore_NameKey_2nd_005,42037,,1,,,40,3000,,,,,,5,,,,,,,Selectable,1+1,,135
2022SK_006,5,10,T_NewStore_NameKey_2nd_007,939,,1,,,40,2500,,,,,,10,,,,,,,Selectable,1+1,,135
2022SK_007,5,10,T_NewStore_NameKey_2022SK_007,SpeG0008,,1,,,40,2000,,,,,,10,,,,,,,Selectable,1,,135
2022SK_008,5,10,T_NewStore_NameKey_2022SK_008,SpeG0019,,1,,,40,2000,,,,,,10,,,,,,,Selectable,1,,135
2022SK_009,5,10,T_NewStore_NameKey_2022SK_009,SpeG0006,,1,,,40,1500,,,,,,10,,,,,,,Selectable,1,,135
2022SK_010,5,10,T_NewStore_NameKey_2022SK_010,SpeG0018,,1,,,40,1000,,,,,,5,,,,,,,,,,135
2022SK_011,5,10,T_NewStore_NameKey_122,1,,200,,,40,200,,,,,,100,,,,,,,,,,135
2022SK_012,5,10,T_NewStore_NameKey_2022SK_012,40,,1000,,,16,3000,,,,,,3,,,,,,,,,,135
2022NUGW_001,5,10,T_NewStore_NameKey_2021Xmas_003,FR039,,1,,,43,1200,,,,,,1,,,,,,,,,,136
2022NUGW_002,5,10,T_NewStore_NameKey_2022NewYear_001,SpeFR001,,1,,,43,1200,,,,,,1,,,,,,,,,,136
2022NUGW_003,5,10,T_NewStore_NameKey_2022VD_001,SpeFR002,,1,,,43,1200,,,,,,1,,,,,,,,,,136
2022NUGW_004,5,10,T_NewStore_NameKey_2022NewYear_002,SpeH001,,1,,,43,1200,,,,,,1,,,,,,,,,,136
2022NUGW_005,5,10,T_NewStore_NameKey_2022NewYear_003,SpeH002,,1,,,43,1200,,,,,,1,,,,,,,,,,136
2022NUGW_006,5,10,T_NewStore_NameKey_2021Xmas_004,BG017,,1,,,43,600,,,,,,1,,,,,,,,,,136
2022NUGW_007,5,10,T_NewStore_NameKey_2021Xmas_005,BG019,,1,,,43,600,,,,,,1,,,,,,,,,,136
2022NUGW_008,5,10,T_NewStore_NameKey_2022NewYear_004,SpeBG001,,1,,,43,600,,,,,,1,,,,,,,,,,136
2022NUGW_009,5,10,T_NewStore_NameKey_2022NewYear_005,SpeBG002,,1,,,43,600,,,,,,1,,,,,,,,,,136
2022NUGW_010,5,10,T_NewStore_NameKey_2022NUGW_010,SpeG0021,,1,,,43,2000,,,,,,,,,,,,,Selectable,1,,136
2022NUGW_011,5,10,T_NewStore_NameKey_2022NewYear_012,45020,,1,,,43,1200,,,,,,,,,,,,,Selectable,1,,136
2022NUGW_012,5,10,T_NewStore_NameKey_2022NewYear_013,952,,1,,,43,1000,,,,,,,,,,,,,Selectable,1,,136
2022NUGW_013,5,10,T_NewStore_NameKey_2022NewYear_014,954,,1,,,43,1000,,,,,,,,,,,,,Selectable,1,,136
2022NUGW_014,5,10,T_NewStore_NameKey_122,1,,500,,,43,50,,,,,,100,,,,,,,,,,136
GuildEvent_001,5,10,T_NewStore_NameKey_GuildEvent_001,350015,,50,,,45,2,,,,,,10,,,,,,,,,,137
GuildEvent_002,5,10,T_NewStore_NameKey_GuildEvent_002,936,,1,,,45,2,,,,,,3,,,,,,,Selectable,1,,137
GuildEvent_003,5,10,T_NewStore_NameKey_GuildEvent_003,350101,,1,,,45,1,,,,,,1,,,,,,,,,,137
GuildEvent_004,5,10,T_NewStore_NameKey_GuildEvent_004,33,,1,,,45,1,,,,,,20,,,,,,,,,,137
GuildEvent_005,5,10,T_NewStore_NameKey_Guild_010,350014,,50,,,44,2000,,,,,,10,,,,,,,,,,137
GuildEvent_006,5,10,T_NewStore_NameKey_2nd_006,942,,1,,,44,3000,,,,,,5,,,,,,,Selectable,1+1,,137
GuildEvent_007,5,10,T_NewStore_NameKey_2nd_005,42037,,1,,,44,3000,,,,,,5,,,,,,,Selectable,1+1,,137
GuildEvent_008,5,10,T_NewStore_NameKey_2nd_007,939,,1,,,44,2000,,,,,,10,,,,,,,Selectable,1+1,,137
GuildEvent_009,5,10,T_NewStore_NameKey_GuildEvent_009,71,,500,,,44,1500,,,,,,10,,,,,,,,,,137
GuildEvent_010,5,10,T_NewStore_NameKey_GuildEvent_010,72,,500,,,44,1500,,,,,,10,,,,,,,,,,137
GuildEvent_011,5,10,T_NewStore_NameKey_GuildEvent_011,73,,500,,,44,1500,,,,,,10,,,,,,,,,,137
GuildEvent_012,5,10,T_NewStore_NameKey_GuildEvent_012,350005,,200,,,44,1000,,,,,,20,,,,,,,,,,137
GuildEvent_013,5,10,T_NewStore_NameKey_GuildEvent_013,350006,,100,,,44,1000,,,,,,20,,,,,,,,,,137
GuildEvent_014,5,10,T_NewStore_NameKey_GuildEvent_014,350007,,100,,,44,1000,,,,,,20,,,,,,,,,,137
GuildEvent_015,5,10,T_NewStore_NameKey_GuildEvent_015,350008,,100,,,44,1000,,,,,,20,,,,,,,,,,137
GuildEvent_016,5,10,T_NewStore_NameKey_GuildEvent_016,350009,,100,,,44,1000,,,,,,20,,,,,,,,,,137
GuildEvent_017,5,10,T_NewStore_NameKey_GuildEvent_017,350010,,50,,,44,1000,,,,,,20,,,,,,,,,,137
GuildEvent_018,5,10,T_NewStore_NameKey_GuildEvent_018,350011,,50,,,44,1000,,,,,,20,,,,,,,,,,137
GuildEvent_019,5,10,T_NewStore_NameKey_GuildEvent_019,350012,,50,,,44,1000,,,,,,20,,,,,,,,,,137
GuildEvent_020,5,10,T_NewStore_NameKey_117,250003,,10,,,44,500,,,,,,30,,,,,,,,,,137
GuildEvent_021,5,10,T_NewStore_NameKey_118,350004,,30,,,44,500,,,,,,30,,,,,,,,,,137
GuildEvent_022,5,10,T_NewStore_NameKey_119,350001,,30,,,44,500,,,,,,30,,,,,,,,,,137
GuildEvent_023,5,10,T_NewStore_NameKey_120,350002,,30,,,44,500,,,,,,30,,,,,,,,,,137
GuildEvent_024,5,10,T_NewStore_NameKey_121,350003,,30,,,44,500,,,,,,30,,,,,,,,,,137
GuildEvent_025,5,10,T_NewStore_NameKey_122,1,,500,,,44,200,,,,,,99,,,,,,,,,,137
1701,5,104,T_NewStore_NameKey_1701,701,,1,,,1,,,,,,1,1,,,,,1,,,,,271
1702,5,105,T_NewStore_NameKey_1702,702,,1,,,1,,,,,1,,1,,,,,1,,,,,271
1703,5,106,T_NewStore_NameKey_1703,703,,1,,,1,,,,,2,,1,,,,,1,,,,,271
1704,5,104,T_NewStore_NameKey_1704,704,,1,,,11,75,,,,,1,1,,,,,,,,,,271-297
1705,5,105,T_NewStore_NameKey_1705,705,,1,,,11,75,,,,1,,1,,,,,,,,,,271
1706,5,106,T_NewStore_NameKey_1706,706,,1,,,11,225,,,,2,,2,,,,,,,,,,271
1707,5,104,T_NewStore_NameKey_1707,707,,1,,,11,375,,,,,1,1,,,,,,,,,,271-297
1708,5,105,T_NewStore_NameKey_1708,708,,1,,,11,750,,,,1,,1,,,,,,,,,,271
1709,5,105,T_NewStore_NameKey_1709,709,,1,,,11,1875,,,,1,,1,,,,,,,,,,271
1710,5,106,T_NewStore_NameKey_1710,710,,1,,,11,3750,,,,2,,1,,,,,,,,,,271
1711,5,106,T_NewStore_NameKey_1711,711,,1,,,11,7500,,,,2,,1,,,,,,,,,,271
1712,5,104,T_NewStore_NameKey_1712,712,,1,,,11,225,,,,,1,1,,,,,,,,,,271-297
1713,5,105,T_NewStore_NameKey_1713,713,,1,,,11,450,,,,1,,2,,,,,,,,,,271
1714,5,106,T_NewStore_NameKey_1714,714,,1,,,11,750,,,,2,,3,,,,,,,,,,271
1715,5,104,T_NewStore_NameKey_1715,715,,1,,,11,225,,,,,1,1,,,,,,,,,,271-297
1716,5,105,T_NewStore_NameKey_1716,716,,1,,,11,450,,,,1,,2,,,,,,,,,,271
1717,5,106,T_NewStore_NameKey_1717,717,,1,,,11,750,,,,2,,3,,,,,,,,,,271
1776,5,104,T_NewStore_NameKey_1776,736,,1,,,11,225,,,,,1,1,,,,,,,,,,271-297
1777,5,105,T_NewStore_NameKey_1777,737,,1,,,11,450,,,,1,,2,,,,,,,,,,271
1778,5,106,T_NewStore_NameKey_1778,738,,1,,,11,750,,,,2,,3,,,,,,,,,,271
1779,5,104,T_NewStore_NameKey_1779,739,,1,,,11,225,,,,,1,1,,,,,,,,,,271-297
1780,5,105,T_NewStore_NameKey_1780,740,,1,,,11,450,,,,1,,2,,,,,,,,,,271
1781,5,106,T_NewStore_NameKey_1781,741,,1,,,11,750,,,,2,,3,,,,,,,,,,271
1782,5,104,T_NewStore_NameKey_1782,742,,1,,,11,225,,,,,1,1,,,,,,,,,,271-297
1783,5,105,T_NewStore_NameKey_1783,743,,1,,,11,450,,,,1,,2,,,,,,,,,,271
1784,5,106,T_NewStore_NameKey_1784,744,,1,,,11,750,,,,2,,3,,,,,,,,,,271
1785,5,104,T_NewStore_NameKey_1785,745,,1,,,11,225,,,,,1,1,,,,,,,,,,271-297
1786,5,105,T_NewStore_NameKey_1786,746,,1,,,11,450,,,,1,,2,,,,,,,,,,271
1787,5,106,T_NewStore_NameKey_1787,747,,1,,,11,750,,,,2,,3,,,,,,,,,,271
1718,5,104,T_NewStore_NameKey_1718,718,,1,,,11,225,,,,,1,1,,,,,,,,,,271-297
1719,5,105,T_NewStore_NameKey_1719,719,,1,,,11,450,,,,1,,2,,,,,,,,,,271
1720,5,106,T_NewStore_NameKey_1720,720,,1,,,11,750,,,,2,,3,,,,,,,,,,271
1721,5,104,T_NewStore_NameKey_1721,721,,1,,,11,225,,,,,1,1,,,,,,,,,,271-297
1722,5,105,T_NewStore_NameKey_1722,722,,1,,,11,450,,,,1,,2,,,,,,,,,,271
1723,5,106,T_NewStore_NameKey_1723,723,,1,,,11,750,,,,2,,3,,,,,,,,,,271
1724,5,104,T_NewStore_NameKey_1724,724,,1,,,11,225,,,,,1,1,,,,,,,,,,271-297
1725,5,105,T_NewStore_NameKey_1725,725,,1,,,11,450,,,,1,,2,,,,,,,,,,271
1726,5,106,T_NewStore_NameKey_1726,726,,1,,,11,750,,,,2,,3,,,,,,,,,,271
1727,5,104,T_NewStore_NameKey_1727,727,,1,,,11,150,,,,,1,1,,,,,,,,,,271-297
1728,5,105,T_NewStore_NameKey_1728,728,,1,,,11,300,,,,1,,2,,,,,,,,,,271
1729,5,106,T_NewStore_NameKey_1729,729,,1,,,11,525,,,,2,,3,,,,,,,,,,271
1730,5,104,T_NewStore_NameKey_1730,730,,1,,,11,75,,,,,1,1,,,,,,,,,,271-297
1731,5,105,T_NewStore_NameKey_1731,731,,1,,,11,150,,,,1,,2,,,,,,,,,,271
1732,5,106,T_NewStore_NameKey_1732,732,,1,,,11,225,,,,2,,3,,,,,,,,,,271
1733,5,104,T_NewStore_NameKey_1733,733,,1,,,11,225,,,,,1,1,,,,,,,,,,271-297
1734,5,105,T_NewStore_NameKey_1734,734,,1,,,11,450,,,,1,,2,,,,,,,,,,271
1735,5,106,T_NewStore_NameKey_1735,735,,1,,,11,750,,,,2,,3,,,,,,,,,,271
1736,5,104,T_NewStore_NameKey_1736,101,,1,,,11,75,,,,,1,1,,,,,,,,,,271-107
1737,5,104,T_NewStore_NameKey_1737,102,,1,,,11,375,,,,,1,1,,,,,,,,,,271-107
1738,5,104,T_NewStore_NameKey_1738,103,,1,,,11,225,,,,,1,1,,,,,,,,,,271-107
1739,5,104,T_NewStore_NameKey_1739,104,,1,,,11,225,,,,,1,1,,,,,,,,,,271-107
1788,5,104,T_NewStore_NameKey_1788,141,,1,,,11,225,,,,,1,1,,,,,,,,,,271-107
1789,5,104,T_NewStore_NameKey_1789,142,,1,,,11,225,,,,,1,1,,,,,,,,,,271-107
1790,5,104,T_NewStore_NameKey_1790,143,,1,,,11,225,,,,,1,1,,,,,,,,,,271-107
1791,5,104,T_NewStore_NameKey_1791,144,,1,,,11,225,,,,,1,1,,,,,,,,,,271-107
1740,5,104,T_NewStore_NameKey_1740,105,,1,,,11,225,,,,,1,1,,,,,,,,,,271-107
1741,5,104,T_NewStore_NameKey_1741,106,,1,,,11,225,,,,,1,1,,,,,,,,,,271-107
1742,5,104,T_NewStore_NameKey_1742,107,,1,,,11,225,,,,,1,1,,,,,,,,,,271-107
1743,5,104,T_NewStore_NameKey_1743,108,,1,,,11,150,,,,,1,1,,,,,,,,,,271-107
1744,5,104,T_NewStore_NameKey_1744,109,,1,,,11,75,,,,,1,1,,,,,,,,,,271-107
1745,5,104,T_NewStore_NameKey_1745,110,,1,,,11,225,,,,,1,1,,,,,,,,,,271-107
1746,5,104,T_NewStore_NameKey_1736,111,,1,,,11,75,,,,,1,1,,,,,,,,,,271-110
1747,5,104,T_NewStore_NameKey_1737,112,,1,,,11,375,,,,,1,1,,,,,,,,,,271-110
1748,5,104,T_NewStore_NameKey_1738,113,,1,,,11,225,,,,,1,1,,,,,,,,,,271-110
1749,5,104,T_NewStore_NameKey_1739,114,,1,,,11,225,,,,,1,1,,,,,,,,,,271-110
1792,5,104,T_NewStore_NameKey_1788,145,,1,,,11,225,,,,,1,1,,,,,,,,,,271-110
1793,5,104,T_NewStore_NameKey_1789,146,,1,,,11,225,,,,,1,1,,,,,,,,,,271-110
1794,5,104,T_NewStore_NameKey_1790,147,,1,,,11,225,,,,,1,1,,,,,,,,,,271-110
1795,5,104,T_NewStore_NameKey_1791,148,,1,,,11,225,,,,,1,1,,,,,,,,,,271-110
1750,5,104,T_NewStore_NameKey_1740,115,,1,,,11,225,,,,,1,1,,,,,,,,,,271-110
1751,5,104,T_NewStore_NameKey_1741,116,,1,,,11,225,,,,,1,1,,,,,,,,,,271-110
1752,5,104,T_NewStore_NameKey_1742,117,,1,,,11,225,,,,,1,1,,,,,,,,,,271-110
1753,5,104,T_NewStore_NameKey_1743,118,,1,,,11,150,,,,,1,1,,,,,,,,,,271-110
1754,5,104,T_NewStore_NameKey_1744,119,,1,,,11,75,,,,,1,1,,,,,,,,,,271-110
1755,5,104,T_NewStore_NameKey_1745,120,,1,,,11,225,,,,,1,1,,,,,,,,,,271-110
1756,5,104,T_NewStore_NameKey_1736,121,,1,,,11,75,,,,,1,1,,,,,,,,,,271-114
1757,5,104,T_NewStore_NameKey_1737,122,,1,,,11,375,,,,,1,1,,,,,,,,,,271-114
1758,5,104,T_NewStore_NameKey_1738,123,,1,,,11,225,,,,,1,1,,,,,,,,,,271-114
1759,5,104,T_NewStore_NameKey_1739,124,,1,,,11,225,,,,,1,1,,,,,,,,,,271-114
1796,5,104,T_NewStore_NameKey_1788,149,,1,,,11,225,,,,,1,1,,,,,,,,,,271-114
1797,5,104,T_NewStore_NameKey_1789,150,,1,,,11,225,,,,,1,1,,,,,,,,,,271-114
1798,5,104,T_NewStore_NameKey_1790,151,,1,,,11,225,,,,,1,1,,,,,,,,,,271-114
1799,5,104,T_NewStore_NameKey_1791,152,,1,,,11,225,,,,,1,1,,,,,,,,,,271-114
1760,5,104,T_NewStore_NameKey_1740,125,,1,,,11,225,,,,,1,1,,,,,,,,,,271-114
1761,5,104,T_NewStore_NameKey_1741,126,,1,,,11,225,,,,,1,1,,,,,,,,,,271-114
1762,5,104,T_NewStore_NameKey_1742,127,,1,,,11,225,,,,,1,1,,,,,,,,,,271-114
1763,5,104,T_NewStore_NameKey_1743,128,,1,,,11,150,,,,,1,1,,,,,,,,,,271-114
1764,5,104,T_NewStore_NameKey_1744,129,,1,,,11,75,,,,,1,1,,,,,,,,,,271-114
1765,5,104,T_NewStore_NameKey_1745,130,,1,,,11,225,,,,,1,1,,,,,,,,,,271-114
1766,5,104,T_NewStore_NameKey_1736,131,,1,,,11,75,,,,,1,1,,,,,,,,,,271-116
1767,5,104,T_NewStore_NameKey_1737,132,,1,,,11,375,,,,,1,1,,,,,,,,,,271-116
1768,5,104,T_NewStore_NameKey_1738,133,,1,,,11,225,,,,,1,1,,,,,,,,,,271-116
1769,5,104,T_NewStore_NameKey_1739,134,,1,,,11,225,,,,,1,1,,,,,,,,,,271-116
1800,5,104,T_NewStore_NameKey_1788,153,,1,,,11,225,,,,,1,1,,,,,,,,,,271-116
1801,5,104,T_NewStore_NameKey_1789,154,,1,,,11,225,,,,,1,1,,,,,,,,,,271-116
1802,5,104,T_NewStore_NameKey_1790,155,,1,,,11,225,,,,,1,1,,,,,,,,,,271-116
1803,5,104,T_NewStore_NameKey_1791,156,,1,,,11,225,,,,,1,1,,,,,,,,,,271-116
1770,5,104,T_NewStore_NameKey_1740,135,,1,,,11,225,,,,,1,1,,,,,,,,,,271-116
1771,5,104,T_NewStore_NameKey_1741,136,,1,,,11,225,,,,,1,1,,,,,,,,,,271-116
1772,5,104,T_NewStore_NameKey_1742,137,,1,,,11,225,,,,,1,1,,,,,,,,,,271-116
1773,5,104,T_NewStore_NameKey_1743,138,,1,,,11,150,,,,,1,1,,,,,,,,,,271-116
1774,5,104,T_NewStore_NameKey_1744,139,,1,,,11,75,,,,,1,1,,,,,,,,,,271-116
1775,5,104,T_NewStore_NameKey_1745,140,,1,,,11,225,,,,,1,1,,,,,,,,,,271-116
1804,5,104,T_NewStore_NameKey_1736,157,,1,,,11,75,,,,,1,1,,,,,,,,,,271-118
1805,5,104,T_NewStore_NameKey_1737,158,,1,,,11,375,,,,,1,1,,,,,,,,,,271-118
1806,5,104,T_NewStore_NameKey_1738,159,,1,,,11,225,,,,,1,1,,,,,,,,,,271-118
1807,5,104,T_NewStore_NameKey_1739,160,,1,,,11,225,,,,,1,1,,,,,,,,,,271-118
1808,5,104,T_NewStore_NameKey_1788,167,,1,,,11,225,,,,,1,1,,,,,,,,,,271-118
1809,5,104,T_NewStore_NameKey_1789,168,,1,,,11,225,,,,,1,1,,,,,,,,,,271-118
1810,5,104,T_NewStore_NameKey_1790,169,,1,,,11,225,,,,,1,1,,,,,,,,,,271-118
1811,5,104,T_NewStore_NameKey_1791,170,,1,,,11,225,,,,,1,1,,,,,,,,,,271-118
1812,5,104,T_NewStore_NameKey_1740,161,,1,,,11,225,,,,,1,1,,,,,,,,,,271-118
