Type,PlayerID,AttributeID,Part,Color,TotalLevel
1,6,1030210,3-6-7-8-11,0-1-2-3-4,219
1,6,1030211,3-6-7-8-11,0-1-2-3-4,221
1,6,1030212,3-6-7-8-11,0-1-2-3-4,223
1,6,1030213,3-6-7-8-11,0-1-2-3-4,225
1,6,1030214,3-6-7-8-11,0-1-2-3-4,227
1,6,1030215,3-6-7-8-11,0-1-2-3-4,229
1,6,1030216,3-6-7-8-11,0-1-2-3-4,231
1,6,1030217,3-6-7-8-11,0-1-2-3-4,233
1,6,1030218,3-6-7-8-11,0-1-2-3-4,235
1,6,1030219,3-6-7-8-11,0-1-2-3-4,237
1,6,1030220,3-6-7-8-11,0-1-2-3-4,239
1,6,1030221,3-6-7-8-11,0-1-2-3-4,241
1,6,1030222,3-6-7-8-11,0-1-2-3-4,243
1,6,1030223,3-6-7-8-11,0-1-2-3-4,245
1,6,1030224,3-6-7-8-11,0-1-2-3-4,247
1,6,1030225,3-6-7-8-11,0-1-2-3-4,249
1,6,1030226,3-6-7-8-11,0-1-2-3-4,251
1,6,1030227,3-6-7-8-11,0-1-2-3-4,253
1,6,1030228,3-6-7-8-11,0-1-2-3-4,255
1,6,1030229,3-6-7-8-11,0-1-2-3-4,257
1,6,1030230,3-6-7-8-11,0-1-2-3-4,259
1,6,1030231,3-6-7-8-11,0-1-2-3-4,261
1,6,1030232,3-6-7-8-11,0-1-2-3-4,263
1,6,1030233,3-6-7-8-11,0-1-2-3-4,265
1,6,1030234,3-6-7-8-11,0-1-2-3-4,267
1,6,1030235,3-6-7-8-11,0-1-2-3-4,269
1,6,1030236,3-6-7-8-11,0-1-2-3-4,271
1,6,1030237,3-6-7-8-11,0-1-2-3-4,273
1,6,1030238,3-6-7-8-11,0-1-2-3-4,275
1,6,1030239,3-6-7-8-11,0-1-2-3-4,277
1,6,1030240,3-6-7-8-11,0-1-2-3-4,279
2,3,2000001,,0-1-2-3-4,1
2,3,2000002,,0-1-2-3-4,2
2,3,2000003,,0-1-2-3-4,3
2,3,2000004,,0-1-2-3-4,4
2,3,2000005,,0-1-2-3-4,5
2,3,2000006,,0-1-2-3-4,6
2,3,2000007,,0-1-2-3-4,7
2,3,2000008,,0-1-2-3-4,8
2,3,2000009,,0-1-2-3-4,9
2,3,2000010,,0-1-2-3-4,10
2,3,2000011,,0-1-2-3-4,11
2,3,2000012,,0-1-2-3-4,12
2,3,2000013,,0-1-2-3-4,13
2,3,2000014,,0-1-2-3-4,14
2,3,2000015,,0-1-2-3-4,15
2,3,2000016,,0-1-2-3-4,16
2,3,2000017,,0-1-2-3-4,17
2,3,2000018,,0-1-2-3-4,18
2,3,2000019,,0-1-2-3-4,19
2,3,2000020,,0-1-2-3-4,20
2,3,2000021,,0-1-2-3-4,21
2,3,2000022,,0-1-2-3-4,22
2,3,2000023,,0-1-2-3-4,23
2,3,2000024,,0-1-2-3-4,24
2,3,2000025,,0-1-2-3-4,25
2,3,2000026,,0-1-2-3-4,26
2,3,2000027,,0-1-2-3-4,27
2,3,2000028,,0-1-2-3-4,28
2,3,2000029,,0-1-2-3-4,29
2,3,2000030,,0-1-2-3-4,30
2,3,2000031,,0-1-2-3-4,31
2,3,2000032,,0-1-2-3-4,32
2,3,2000033,,0-1-2-3-4,33
2,3,2000034,,0-1-2-3-4,34
2,3,2000035,,0-1-2-3-4,35
2,3,2000036,,0-1-2-3-4,36
2,3,2000037,,0-1-2-3-4,37
2,3,2000038,,0-1-2-3-4,38
2,3,2000039,,0-1-2-3-4,39
2,3,2000040,,0-1-2-3-4,40
2,3,2000041,,0-1-2-3-4,41
2,3,2000042,,0-1-2-3-4,42
2,3,2000043,,0-1-2-3-4,43
2,3,2000044,,0-1-2-3-4,44
2,3,2000045,,0-1-2-3-4,45
2,3,2000046,,0-1-2-3-4,46
2,3,2000047,,0-1-2-3-4,47
2,3,2000048,,0-1-2-3-4,48
2,3,2000049,,0-1-2-3-4,49
2,3,2000050,,0-1-2-3-4,50
2,3,2000051,,0-1-2-3-4,51
2,3,2000052,,0-1-2-3-4,52
2,3,2000053,,0-1-2-3-4,53
2,3,2000054,,0-1-2-3-4,54
2,3,2000055,,0-1-2-3-4,55
2,3,2000056,,0-1-2-3-4,56
2,3,2000057,,0-1-2-3-4,57
2,3,2000058,,0-1-2-3-4,58
2,3,2000059,,0-1-2-3-4,59
2,3,2000060,,0-1-2-3-4,60
2,3,2000061,,0-1-2-3-4,61
2,3,2000062,,0-1-2-3-4,62
2,3,2000063,,0-1-2-3-4,63
2,3,2000064,,0-1-2-3-4,64
2,3,2000065,,0-1-2-3-4,65
2,3,2000066,,0-1-2-3-4,66
2,3,2000067,,0-1-2-3-4,67
2,3,2000068,,0-1-2-3-4,68
2,3,2000069,,0-1-2-3-4,69
2,3,2000070,,0-1-2-3-4,70
2,3,2000071,,0-1-2-3-4,71
2,3,2000072,,0-1-2-3-4,72
2,3,2000073,,0-1-2-3-4,73
2,3,2000074,,0-1-2-3-4,74
2,3,2000075,,0-1-2-3-4,75
2,3,2000076,,0-1-2-3-4,76
2,3,2000077,,0-1-2-3-4,77
2,3,2000078,,0-1-2-3-4,78
2,3,2000079,,0-1-2-3-4,79
2,3,2000080,,0-1-2-3-4,80
2,3,2000081,,0-1-2-3-4,81
2,3,2000082,,0-1-2-3-4,82
2,3,2000083,,0-1-2-3-4,83
2,3,2000084,,0-1-2-3-4,84
2,3,2000085,,0-1-2-3-4,85
2,3,2000086,,0-1-2-3-4,86
2,3,2000087,,0-1-2-3-4,87
2,3,2000088,,0-1-2-3-4,88
2,3,2000089,,0-1-2-3-4,89
2,3,2000090,,0-1-2-3-4,90
2,3,2000091,,0-1-2-3-4,91
2,3,2000092,,0-1-2-3-4,92
2,3,2000093,,0-1-2-3-4,93
2,3,2000094,,0-1-2-3-4,94
2,3,2000095,,0-1-2-3-4,95
2,3,2000096,,0-1-2-3-4,96
2,3,2000097,,0-1-2-3-4,97
2,3,2000098,,0-1-2-3-4,98
2,3,2000099,,0-1-2-3-4,99
2,3,2000100,,0-1-2-3-4,100
2,3,2000101,,0-1-2-3-4,101
2,3,2000102,,0-1-2-3-4,102
2,3,2000103,,0-1-2-3-4,103
2,3,2000104,,0-1-2-3-4,104
2,3,2000105,,0-1-2-3-4,105
2,3,2000106,,0-1-2-3-4,106
2,3,2000107,,0-1-2-3-4,107
2,3,2000108,,0-1-2-3-4,108
2,3,2000109,,0-1-2-3-4,109
2,3,2000110,,0-1-2-3-4,110
2,3,2000111,,0-1-2-3-4,111
2,3,2000112,,0-1-2-3-4,112
2,3,2000113,,0-1-2-3-4,113
2,3,2000114,,0-1-2-3-4,114
2,3,2000115,,0-1-2-3-4,115
2,3,2000116,,0-1-2-3-4,116
2,3,2000117,,0-1-2-3-4,117
2,3,2000118,,0-1-2-3-4,118
2,3,2000119,,0-1-2-3-4,119
2,3,2000120,,0-1-2-3-4,120
2,3,2000121,,0-1-2-3-4,121
2,3,2000122,,0-1-2-3-4,122
2,3,2000123,,0-1-2-3-4,123
2,3,2000124,,0-1-2-3-4,124
2,3,2000125,,0-1-2-3-4,125
2,3,2000126,,0-1-2-3-4,126
2,3,2000127,,0-1-2-3-4,127
2,3,2000128,,0-1-2-3-4,128
2,3,2000129,,0-1-2-3-4,129
2,3,2000130,,0-1-2-3-4,130
2,3,2000131,,0-1-2-3-4,131
2,3,2000132,,0-1-2-3-4,132
2,3,2000133,,0-1-2-3-4,133
2,3,2000134,,0-1-2-3-4,134
2,3,2000135,,0-1-2-3-4,135
2,3,2000136,,0-1-2-3-4,136
2,3,2000137,,0-1-2-3-4,137
2,3,2000138,,0-1-2-3-4,138
2,3,2000139,,0-1-2-3-4,139
2,3,2000140,,0-1-2-3-4,140
2,3,2000141,,0-1-2-3-4,141
2,3,2000142,,0-1-2-3-4,142
2,3,2000143,,0-1-2-3-4,143
2,3,2000144,,0-1-2-3-4,144
2,3,2000145,,0-1-2-3-4,145
2,3,2000146,,0-1-2-3-4,146
2,3,2000147,,0-1-2-3-4,147
2,3,2000148,,0-1-2-3-4,148
2,3,2000149,,0-1-2-3-4,149
2,3,2000150,,0-1-2-3-4,150
2,3,2000151,,0-1-2-3-4,151
2,3,2000152,,0-1-2-3-4,152
2,3,2000153,,0-1-2-3-4,153
2,3,2000154,,0-1-2-3-4,154
2,3,2000155,,0-1-2-3-4,155
2,3,2000156,,0-1-2-3-4,156
2,3,2000157,,0-1-2-3-4,157
2,3,2000158,,0-1-2-3-4,158
2,3,2000159,,0-1-2-3-4,159
2,3,2000160,,0-1-2-3-4,160
2,3,2000161,,0-1-2-3-4,161
2,3,2000162,,0-1-2-3-4,162
2,3,2000163,,0-1-2-3-4,163
2,3,2000164,,0-1-2-3-4,164
2,3,2000165,,0-1-2-3-4,165
2,4,2010001,,0-1-2-3-4,1
2,4,2010002,,0-1-2-3-4,2
2,4,2010003,,0-1-2-3-4,3
2,4,2010004,,0-1-2-3-4,4
2,4,2010005,,0-1-2-3-4,5
2,4,2010006,,0-1-2-3-4,6
2,4,2010007,,0-1-2-3-4,7
2,4,2010008,,0-1-2-3-4,8
2,4,2010009,,0-1-2-3-4,9
2,4,2010010,,0-1-2-3-4,10
2,4,2010011,,0-1-2-3-4,11
2,4,2010012,,0-1-2-3-4,12
2,4,2010013,,0-1-2-3-4,13
2,4,2010014,,0-1-2-3-4,14
2,4,2010015,,0-1-2-3-4,15
2,4,2010016,,0-1-2-3-4,16
2,4,2010017,,0-1-2-3-4,17
2,4,2010018,,0-1-2-3-4,18
2,4,2010019,,0-1-2-3-4,19
2,4,2010020,,0-1-2-3-4,20
2,4,2010021,,0-1-2-3-4,21
2,4,2010022,,0-1-2-3-4,22
2,4,2010023,,0-1-2-3-4,23
2,4,2010024,,0-1-2-3-4,24
2,4,2010025,,0-1-2-3-4,25
2,4,2010026,,0-1-2-3-4,26
2,4,2010027,,0-1-2-3-4,27
2,4,2010028,,0-1-2-3-4,28
2,4,2010029,,0-1-2-3-4,29
2,4,2010030,,0-1-2-3-4,30
2,4,2010031,,0-1-2-3-4,31
2,4,2010032,,0-1-2-3-4,32
2,4,2010033,,0-1-2-3-4,33
2,4,2010034,,0-1-2-3-4,34
2,4,2010035,,0-1-2-3-4,35
2,4,2010036,,0-1-2-3-4,36
2,4,2010037,,0-1-2-3-4,37
2,4,2010038,,0-1-2-3-4,38
2,4,2010039,,0-1-2-3-4,39
2,4,2010040,,0-1-2-3-4,40
2,4,2010041,,0-1-2-3-4,41
2,4,2010042,,0-1-2-3-4,42
2,4,2010043,,0-1-2-3-4,43
2,4,2010044,,0-1-2-3-4,44
2,4,2010045,,0-1-2-3-4,45
2,4,2010046,,0-1-2-3-4,46
2,4,2010047,,0-1-2-3-4,47
2,4,2010048,,0-1-2-3-4,48
2,4,2010049,,0-1-2-3-4,49
2,4,2010050,,0-1-2-3-4,50
2,4,2010051,,0-1-2-3-4,51
2,4,2010052,,0-1-2-3-4,52
2,4,2010053,,0-1-2-3-4,53
2,4,2010054,,0-1-2-3-4,54
2,4,2010055,,0-1-2-3-4,55
2,4,2010056,,0-1-2-3-4,56
2,4,2010057,,0-1-2-3-4,57
2,4,2010058,,0-1-2-3-4,58
2,4,2010059,,0-1-2-3-4,59
2,4,2010060,,0-1-2-3-4,60
2,4,2010061,,0-1-2-3-4,61
2,4,2010062,,0-1-2-3-4,62
2,4,2010063,,0-1-2-3-4,63
2,4,2010064,,0-1-2-3-4,64
2,4,2010065,,0-1-2-3-4,65
2,4,2010066,,0-1-2-3-4,66
2,4,2010067,,0-1-2-3-4,67
2,4,2010068,,0-1-2-3-4,68
2,4,2010069,,0-1-2-3-4,69
2,4,2010070,,0-1-2-3-4,70
2,4,2010071,,0-1-2-3-4,71
2,4,2010072,,0-1-2-3-4,72
2,4,2010073,,0-1-2-3-4,73
2,4,2010074,,0-1-2-3-4,74
2,4,2010075,,0-1-2-3-4,75
2,4,2010076,,0-1-2-3-4,76
2,4,2010077,,0-1-2-3-4,77
2,4,2010078,,0-1-2-3-4,78
2,4,2010079,,0-1-2-3-4,79
2,4,2010080,,0-1-2-3-4,80
2,4,2010081,,0-1-2-3-4,81
2,4,2010082,,0-1-2-3-4,82
2,4,2010083,,0-1-2-3-4,83
2,4,2010084,,0-1-2-3-4,84
2,4,2010085,,0-1-2-3-4,85
2,4,2010086,,0-1-2-3-4,86
2,4,2010087,,0-1-2-3-4,87
2,4,2010088,,0-1-2-3-4,88
2,4,2010089,,0-1-2-3-4,89
2,4,2010090,,0-1-2-3-4,90
2,4,2010091,,0-1-2-3-4,91
2,4,2010092,,0-1-2-3-4,92
2,4,2010093,,0-1-2-3-4,93
2,4,2010094,,0-1-2-3-4,94
2,4,2010095,,0-1-2-3-4,95
2,4,2010096,,0-1-2-3-4,96
2,4,2010097,,0-1-2-3-4,97
2,4,2010098,,0-1-2-3-4,98
2,4,2010099,,0-1-2-3-4,99
2,4,2010100,,0-1-2-3-4,100
2,4,2010101,,0-1-2-3-4,101
2,4,2010102,,0-1-2-3-4,102
2,4,2010103,,0-1-2-3-4,103
2,4,2010104,,0-1-2-3-4,104
2,4,2010105,,0-1-2-3-4,105
2,4,2010106,,0-1-2-3-4,106
2,4,2010107,,0-1-2-3-4,107
2,4,2010108,,0-1-2-3-4,108
2,4,2010109,,0-1-2-3-4,109
2,4,2010110,,0-1-2-3-4,110
2,4,2010111,,0-1-2-3-4,111
2,4,2010112,,0-1-2-3-4,112
2,4,2010113,,0-1-2-3-4,113
2,4,2010114,,0-1-2-3-4,114
2,4,2010115,,0-1-2-3-4,115
2,4,2010116,,0-1-2-3-4,116
2,4,2010117,,0-1-2-3-4,117
2,4,2010118,,0-1-2-3-4,118
2,4,2010119,,0-1-2-3-4,119
2,4,2010120,,0-1-2-3-4,120
2,4,2010121,,0-1-2-3-4,121
2,4,2010122,,0-1-2-3-4,122
2,4,2010123,,0-1-2-3-4,123
2,4,2010124,,0-1-2-3-4,124
2,4,2010125,,0-1-2-3-4,125
2,4,2010126,,0-1-2-3-4,126
2,4,2010127,,0-1-2-3-4,127
2,4,2010128,,0-1-2-3-4,128
2,4,2010129,,0-1-2-3-4,129
2,4,2010130,,0-1-2-3-4,130
2,4,2010131,,0-1-2-3-4,131
2,4,2010132,,0-1-2-3-4,132
2,4,2010133,,0-1-2-3-4,133
2,4,2010134,,0-1-2-3-4,134
2,4,2010135,,0-1-2-3-4,135
2,4,2010136,,0-1-2-3-4,136
2,4,2010137,,0-1-2-3-4,137
2,4,2010138,,0-1-2-3-4,138
2,4,2010139,,0-1-2-3-4,139
2,4,2010140,,0-1-2-3-4,140
2,4,2010141,,0-1-2-3-4,141
2,4,2010142,,0-1-2-3-4,142
2,4,2010143,,0-1-2-3-4,143
2,4,2010144,,0-1-2-3-4,144
2,4,2010145,,0-1-2-3-4,145
2,4,2010146,,0-1-2-3-4,146
2,4,2010147,,0-1-2-3-4,147
2,4,2010148,,0-1-2-3-4,148
2,4,2010149,,0-1-2-3-4,149
2,4,2010150,,0-1-2-3-4,150
2,4,2010151,,0-1-2-3-4,151
2,4,2010152,,0-1-2-3-4,152
2,4,2010153,,0-1-2-3-4,153
2,4,2010154,,0-1-2-3-4,154
2,4,2010155,,0-1-2-3-4,155
2,4,2010156,,0-1-2-3-4,156
2,4,2010157,,0-1-2-3-4,157
2,4,2010158,,0-1-2-3-4,158
2,4,2010159,,0-1-2-3-4,159
2,4,2010160,,0-1-2-3-4,160
2,4,2010161,,0-1-2-3-4,161
2,4,2010162,,0-1-2-3-4,162
2,4,2010163,,0-1-2-3-4,163
2,4,2010164,,0-1-2-3-4,164
2,4,2010165,,0-1-2-3-4,165
2,5,2020001,,0-1-2-3-4,1
2,5,2020002,,0-1-2-3-4,2
2,5,2020003,,0-1-2-3-4,3
2,5,2020004,,0-1-2-3-4,4
2,5,2020005,,0-1-2-3-4,5
2,5,2020006,,0-1-2-3-4,6
2,5,2020007,,0-1-2-3-4,7
2,5,2020008,,0-1-2-3-4,8
2,5,2020009,,0-1-2-3-4,9
2,5,2020010,,0-1-2-3-4,10
2,5,2020011,,0-1-2-3-4,11
2,5,2020012,,0-1-2-3-4,12
2,5,2020013,,0-1-2-3-4,13
2,5,2020014,,0-1-2-3-4,14
2,5,2020015,,0-1-2-3-4,15
2,5,2020016,,0-1-2-3-4,16
2,5,2020017,,0-1-2-3-4,17
2,5,2020018,,0-1-2-3-4,18
2,5,2020019,,0-1-2-3-4,19
2,5,2020020,,0-1-2-3-4,20
2,5,2020021,,0-1-2-3-4,21
2,5,2020022,,0-1-2-3-4,22
2,5,2020023,,0-1-2-3-4,23
2,5,2020024,,0-1-2-3-4,24
2,5,2020025,,0-1-2-3-4,25
2,5,2020026,,0-1-2-3-4,26
2,5,2020027,,0-1-2-3-4,27
2,5,2020028,,0-1-2-3-4,28
2,5,2020029,,0-1-2-3-4,29
2,5,2020030,,0-1-2-3-4,30
2,5,2020031,,0-1-2-3-4,31
2,5,2020032,,0-1-2-3-4,32
2,5,2020033,,0-1-2-3-4,33
2,5,2020034,,0-1-2-3-4,34
2,5,2020035,,0-1-2-3-4,35
2,5,2020036,,0-1-2-3-4,36
2,5,2020037,,0-1-2-3-4,37
2,5,2020038,,0-1-2-3-4,38
2,5,2020039,,0-1-2-3-4,39
2,5,2020040,,0-1-2-3-4,40
2,5,2020041,,0-1-2-3-4,41
2,5,2020042,,0-1-2-3-4,42
2,5,2020043,,0-1-2-3-4,43
2,5,2020044,,0-1-2-3-4,44
2,5,2020045,,0-1-2-3-4,45
2,5,2020046,,0-1-2-3-4,46
2,5,2020047,,0-1-2-3-4,47
2,5,2020048,,0-1-2-3-4,48
2,5,2020049,,0-1-2-3-4,49
2,5,2020050,,0-1-2-3-4,50
2,5,2020051,,0-1-2-3-4,51
2,5,2020052,,0-1-2-3-4,52
2,5,2020053,,0-1-2-3-4,53
2,5,2020054,,0-1-2-3-4,54
2,5,2020055,,0-1-2-3-4,55
2,5,2020056,,0-1-2-3-4,56
2,5,2020057,,0-1-2-3-4,57
2,5,2020058,,0-1-2-3-4,58
2,5,2020059,,0-1-2-3-4,59
2,5,2020060,,0-1-2-3-4,60
2,5,2020061,,0-1-2-3-4,61
2,5,2020062,,0-1-2-3-4,62
2,5,2020063,,0-1-2-3-4,63
2,5,2020064,,0-1-2-3-4,64
2,5,2020065,,0-1-2-3-4,65
2,5,2020066,,0-1-2-3-4,66
2,5,2020067,,0-1-2-3-4,67
2,5,2020068,,0-1-2-3-4,68
2,5,2020069,,0-1-2-3-4,69
2,5,2020070,,0-1-2-3-4,70
2,5,2020071,,0-1-2-3-4,71
2,5,2020072,,0-1-2-3-4,72
2,5,2020073,,0-1-2-3-4,73
2,5,2020074,,0-1-2-3-4,74
2,5,2020075,,0-1-2-3-4,75
2,5,2020076,,0-1-2-3-4,76
2,5,2020077,,0-1-2-3-4,77
2,5,2020078,,0-1-2-3-4,78
2,5,2020079,,0-1-2-3-4,79
2,5,2020080,,0-1-2-3-4,80
2,5,2020081,,0-1-2-3-4,81
2,5,2020082,,0-1-2-3-4,82
2,5,2020083,,0-1-2-3-4,83
2,5,2020084,,0-1-2-3-4,84
2,5,2020085,,0-1-2-3-4,85
2,5,2020086,,0-1-2-3-4,86
2,5,2020087,,0-1-2-3-4,87
2,5,2020088,,0-1-2-3-4,88
2,5,2020089,,0-1-2-3-4,89
2,5,2020090,,0-1-2-3-4,90
2,5,2020091,,0-1-2-3-4,91
2,5,2020092,,0-1-2-3-4,92
2,5,2020093,,0-1-2-3-4,93
2,5,2020094,,0-1-2-3-4,94
2,5,2020095,,0-1-2-3-4,95
2,5,2020096,,0-1-2-3-4,96
2,5,2020097,,0-1-2-3-4,97
2,5,2020098,,0-1-2-3-4,98
2,5,2020099,,0-1-2-3-4,99
2,5,2020100,,0-1-2-3-4,100
2,5,2020101,,0-1-2-3-4,101
2,5,2020102,,0-1-2-3-4,102
2,5,2020103,,0-1-2-3-4,103
2,5,2020104,,0-1-2-3-4,104
2,5,2020105,,0-1-2-3-4,105
2,5,2020106,,0-1-2-3-4,106
2,5,2020107,,0-1-2-3-4,107
2,5,2020108,,0-1-2-3-4,108
2,5,2020109,,0-1-2-3-4,109
2,5,2020110,,0-1-2-3-4,110
2,5,2020111,,0-1-2-3-4,111
2,5,2020112,,0-1-2-3-4,112
2,5,2020113,,0-1-2-3-4,113
2,5,2020114,,0-1-2-3-4,114
2,5,2020115,,0-1-2-3-4,115
2,5,2020116,,0-1-2-3-4,116
2,5,2020117,,0-1-2-3-4,117
2,5,2020118,,0-1-2-3-4,118
2,5,2020119,,0-1-2-3-4,119
2,5,2020120,,0-1-2-3-4,120
2,5,2020121,,0-1-2-3-4,121
2,5,2020122,,0-1-2-3-4,122
2,5,2020123,,0-1-2-3-4,123
2,5,2020124,,0-1-2-3-4,124
2,5,2020125,,0-1-2-3-4,125
2,5,2020126,,0-1-2-3-4,126
2,5,2020127,,0-1-2-3-4,127
2,5,2020128,,0-1-2-3-4,128
2,5,2020129,,0-1-2-3-4,129
2,5,2020130,,0-1-2-3-4,130
2,5,2020131,,0-1-2-3-4,131
2,5,2020132,,0-1-2-3-4,132
2,5,2020133,,0-1-2-3-4,133
2,5,2020134,,0-1-2-3-4,134
2,5,2020135,,0-1-2-3-4,135
2,5,2020136,,0-1-2-3-4,136
2,5,2020137,,0-1-2-3-4,137
2,5,2020138,,0-1-2-3-4,138
2,5,2020139,,0-1-2-3-4,139
2,5,2020140,,0-1-2-3-4,140
2,5,2020141,,0-1-2-3-4,141
2,5,2020142,,0-1-2-3-4,142
2,5,2020143,,0-1-2-3-4,143
2,5,2020144,,0-1-2-3-4,144
2,5,2020145,,0-1-2-3-4,145
2,5,2020146,,0-1-2-3-4,146
2,5,2020147,,0-1-2-3-4,147
2,5,2020148,,0-1-2-3-4,148
2,5,2020149,,0-1-2-3-4,149
2,5,2020150,,0-1-2-3-4,150
2,5,2020151,,0-1-2-3-4,151
2,5,2020152,,0-1-2-3-4,152
2,5,2020153,,0-1-2-3-4,153
2,5,2020154,,0-1-2-3-4,154
2,5,2020155,,0-1-2-3-4,155
2,5,2020156,,0-1-2-3-4,156
2,5,2020157,,0-1-2-3-4,157
2,5,2020158,,0-1-2-3-4,158
2,5,2020159,,0-1-2-3-4,159
2,5,2020160,,0-1-2-3-4,160
2,5,2020161,,0-1-2-3-4,161
2,5,2020162,,0-1-2-3-4,162
2,5,2020163,,0-1-2-3-4,163
2,5,2020164,,0-1-2-3-4,164
2,5,2020165,,0-1-2-3-4,165
2,6,2030001,,0-1-2-3-4,1
2,6,2030002,,0-1-2-3-4,2
2,6,2030003,,0-1-2-3-4,3
2,6,2030004,,0-1-2-3-4,4
2,6,2030005,,0-1-2-3-4,5
2,6,2030006,,0-1-2-3-4,6
2,6,2030007,,0-1-2-3-4,7
2,6,2030008,,0-1-2-3-4,8
2,6,2030009,,0-1-2-3-4,9
2,6,2030010,,0-1-2-3-4,10
2,6,2030011,,0-1-2-3-4,11
2,6,2030012,,0-1-2-3-4,12
2,6,2030013,,0-1-2-3-4,13
2,6,2030014,,0-1-2-3-4,14
2,6,2030015,,0-1-2-3-4,15
2,6,2030016,,0-1-2-3-4,16
2,6,2030017,,0-1-2-3-4,17
2,6,2030018,,0-1-2-3-4,18
2,6,2030019,,0-1-2-3-4,19
2,6,2030020,,0-1-2-3-4,20
2,6,2030021,,0-1-2-3-4,21
2,6,2030022,,0-1-2-3-4,22
2,6,2030023,,0-1-2-3-4,23
2,6,2030024,,0-1-2-3-4,24
2,6,2030025,,0-1-2-3-4,25
2,6,2030026,,0-1-2-3-4,26
2,6,2030027,,0-1-2-3-4,27
2,6,2030028,,0-1-2-3-4,28
2,6,2030029,,0-1-2-3-4,29
2,6,2030030,,0-1-2-3-4,30
2,6,2030031,,0-1-2-3-4,31
2,6,2030032,,0-1-2-3-4,32
2,6,2030033,,0-1-2-3-4,33
2,6,2030034,,0-1-2-3-4,34
2,6,2030035,,0-1-2-3-4,35
2,6,2030036,,0-1-2-3-4,36
2,6,2030037,,0-1-2-3-4,37
2,6,2030038,,0-1-2-3-4,38
2,6,2030039,,0-1-2-3-4,39
2,6,2030040,,0-1-2-3-4,40
2,6,2030041,,0-1-2-3-4,41
2,6,2030042,,0-1-2-3-4,42
2,6,2030043,,0-1-2-3-4,43
2,6,2030044,,0-1-2-3-4,44
2,6,2030045,,0-1-2-3-4,45
2,6,2030046,,0-1-2-3-4,46
2,6,2030047,,0-1-2-3-4,47
2,6,2030048,,0-1-2-3-4,48
2,6,2030049,,0-1-2-3-4,49
2,6,2030050,,0-1-2-3-4,50
2,6,2030051,,0-1-2-3-4,51
2,6,2030052,,0-1-2-3-4,52
2,6,2030053,,0-1-2-3-4,53
2,6,2030054,,0-1-2-3-4,54
2,6,2030055,,0-1-2-3-4,55
2,6,2030056,,0-1-2-3-4,56
2,6,2030057,,0-1-2-3-4,57
2,6,2030058,,0-1-2-3-4,58
2,6,2030059,,0-1-2-3-4,59
2,6,2030060,,0-1-2-3-4,60
2,6,2030061,,0-1-2-3-4,61
2,6,2030062,,0-1-2-3-4,62
2,6,2030063,,0-1-2-3-4,63
2,6,2030064,,0-1-2-3-4,64
2,6,2030065,,0-1-2-3-4,65
2,6,2030066,,0-1-2-3-4,66
2,6,2030067,,0-1-2-3-4,67
2,6,2030068,,0-1-2-3-4,68
2,6,2030069,,0-1-2-3-4,69
2,6,2030070,,0-1-2-3-4,70
2,6,2030071,,0-1-2-3-4,71
2,6,2030072,,0-1-2-3-4,72
2,6,2030073,,0-1-2-3-4,73
2,6,2030074,,0-1-2-3-4,74
2,6,2030075,,0-1-2-3-4,75
2,6,2030076,,0-1-2-3-4,76
2,6,2030077,,0-1-2-3-4,77
2,6,2030078,,0-1-2-3-4,78
2,6,2030079,,0-1-2-3-4,79
2,6,2030080,,0-1-2-3-4,80
2,6,2030081,,0-1-2-3-4,81
2,6,2030082,,0-1-2-3-4,82
2,6,2030083,,0-1-2-3-4,83
2,6,2030084,,0-1-2-3-4,84
2,6,2030085,,0-1-2-3-4,85
2,6,2030086,,0-1-2-3-4,86
2,6,2030087,,0-1-2-3-4,87
2,6,2030088,,0-1-2-3-4,88
2,6,2030089,,0-1-2-3-4,89
2,6,2030090,,0-1-2-3-4,90
2,6,2030091,,0-1-2-3-4,91
2,6,2030092,,0-1-2-3-4,92
2,6,2030093,,0-1-2-3-4,93
2,6,2030094,,0-1-2-3-4,94
2,6,2030095,,0-1-2-3-4,95
2,6,2030096,,0-1-2-3-4,96
2,6,2030097,,0-1-2-3-4,97
2,6,2030098,,0-1-2-3-4,98
2,6,2030099,,0-1-2-3-4,99
2,6,2030100,,0-1-2-3-4,100
2,6,2030101,,0-1-2-3-4,101
2,6,2030102,,0-1-2-3-4,102
2,6,2030103,,0-1-2-3-4,103
2,6,2030104,,0-1-2-3-4,104
2,6,2030105,,0-1-2-3-4,105
2,6,2030106,,0-1-2-3-4,106
2,6,2030107,,0-1-2-3-4,107
2,6,2030108,,0-1-2-3-4,108
2,6,2030109,,0-1-2-3-4,109
2,6,2030110,,0-1-2-3-4,110
2,6,2030111,,0-1-2-3-4,111
2,6,2030112,,0-1-2-3-4,112
2,6,2030113,,0-1-2-3-4,113
2,6,2030114,,0-1-2-3-4,114
2,6,2030115,,0-1-2-3-4,115
2,6,2030116,,0-1-2-3-4,116
2,6,2030117,,0-1-2-3-4,117
2,6,2030118,,0-1-2-3-4,118
2,6,2030119,,0-1-2-3-4,119
2,6,2030120,,0-1-2-3-4,120
2,6,2030121,,0-1-2-3-4,121
2,6,2030122,,0-1-2-3-4,122
2,6,2030123,,0-1-2-3-4,123
2,6,2030124,,0-1-2-3-4,124
2,6,2030125,,0-1-2-3-4,125
2,6,2030126,,0-1-2-3-4,126
