ID,ShowID,Highlight,Role1,RoleMotion1,RoleScale1,RoleColor1,RoleEffects1,Role2,RoleMotion2,RoleScale2,RoleColor2,RoleEffects2,Role3,RoleMotion3,RoleScale3,RoleColor3,RoleEffects3,Sound,Music,DialogImagePerfab,ShowType,Speaker,Dialog,CantSkip,DialogType
P015_3_34,,,,,,#8e8e8eFF,,P015_000_Normal,,,#FFFFFFFF,,,,,,,player/Player/R18_P15_01/P15_general_03,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_3_34,,
P015_3_35,,,,,,#FFFFFFFF,,,,,#8e8e8eFF,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P015_3_35,,
P015_4_1,P015_4,,,,,,,,,,,,,,,,,,bgm_scene_04,Icon/Images01_BG/BG_Black,,,T_Dialog_Dialog_P015_4_1,,
P015_4_2,,,,,,,,,,,,,P015_000_Sad,shake,,#FFFFFFFF,,player/Player/R18_P15_01/P15_general_17,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_4_2,,
P015_4_3,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,,T_Dialog_Dialog_P015_4_3,,
P015_4_4,,,,,,,,,,,,,,,,#FFFFFFFF,,player/Player/R18_P15_01/P15_general_01,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_4_4,,
P015_4_5,,,,,,,,,,,,,P015_000_Serious,,,#8e8e8eFF,,,,,,,T_Dialog_Dialog_P015_4_5,,
P015_4_6,,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P015_4_6,,
P015_4_7,,,,,,,,,,,,,no,,,,,player/Player/R18_P15_01/P15_hit_02,BGM00,Icon/Images01_BG/S016,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_4_7,,
P015_4_8,,,P015_000_Helpless,shake,,#FFFFFFFF,,,,,,,,,,,,,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_4_8,,
P015_4_9,,,,,,,,,,,,,,,,,,player/Player/R18_P15_01/P15_general_04,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_4_9,,
,,,,,,,,,,,,,,,,,,player/Player/R18_P15_01/P15_general_14,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog__1,,
P015_4_10,,,,,,#8e8e8eFF,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P013_4_3,,
P015_4_11,,,P015_000_Sad,,,#FFFFFFFF,,,,,,,,,,,,,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_4_11,,
P015_4_12,,,,,,#8e8e8eFF,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P015_4_12,,
P015_4_13,,,,,,#FFFFFFFF,,,,,,,,,,,,player/Player/R18_P15_01/P15_general_13,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_4_13,,
P015_4_14,,,,,,#8e8e8eFF,,P000_001,,,#FFFFFFFF,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P015_4_14,,
P015_4_15,,,,,,#FFFFFFFF,,,,,#8e8e8eFF,,,,,,,player/Player/R18_P15_01/P15_general_06,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_4_15,,
P015_4_16,,,,,,#8e8e8eFF,,,,,#FFFFFFFF,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P015_4_16,,
P015_4_17,,,,,,#FFFFFFFF,,,,,#8e8e8eFF,,,,,,,player/Player/R18_P15_01/P15_general_14,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_4_17,,
P015_4_18,,,,,,#8e8e8eFF,,,,,#FFFFFFFF,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P015_4_18,,
P015_4_19,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P015_4_19,,
P015_4_20,,,,,,#FFFFFFFF,,,,,#8e8e8eFF,,,,,,,player/Player/R18_P15_01/P15_general_17,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_4_20,,
P015_4_21,,,,,,#8e8e8eFF,,,,,#FFFFFFFF,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P015_4_21,,
P015_4_22,,,P015_000_Serious,,,#FFFFFFFF,,,,,#8e8e8eFF,,,,,,,player/Player/R18_P15_01/P15_general_03,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_4_22,,
P015_4_23,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_4_23,,
P015_4_24,,,,,,#8e8e8eFF,,,,,#FFFFFFFF,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P015_4_24,,
P015_4_25,,,P015_000_Sad,,,#FFFFFFFF,,,,,#8e8e8eFF,,,,,,,player/Player/R18_P15_01/P15_general_14,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_4_25,,
P015_4_26,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_4_26,,
P015_4_27,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_4_27,,
P015_4_28,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_4_28,,
P015_4_29,,,,,,#8e8e8eFF,,,,,#FFFFFFFF,,,,,,,,BGM02,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P015_4_29,,
P015_4_30,,,,,,#FFFFFFFF,,,,,#8e8e8eFF,,,,,,,player/Player/R18_P15_01/P15_general_10,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_4_30,,
P015_4_31,,,,,,#8e8e8eFF,,,,,#FFFFFFFF,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P015_4_31,,
P015_4_32,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P015_4_32,,
P015_4_33,,,P015_000_Think,,,#FFFFFFFF,,,,,#8e8e8eFF,,,,,,,player/Player/R18_P15_01/P15_general_14,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_4_33,,
P015_4_34,,,P015_000_Sad,,,,,,,,,,,,,,,player/Player/R18_P15_01/P15_dead_01,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_4_34,,
P015_4_35,,,,,,#8e8e8eFF,,,,,#FFFFFFFF,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P015_4_35,,
P015_h1_1,P015_h1,1,,,,,,,,,,,,,,,,,BGM00,Icon/Images03_HCG_act/P015_CG01_1Loop,,,T_Dialog_Speaker_P001_1_3,,
P015_h1_2,,1,,,,,,,,,,,,,,,,,,Icon/Images03_HCG_act/P015_CG01_1Loop_1,,,T_Dialog_Speaker_P001_1_3,,
P015_h1_3,,1,,,,,,,,,,,,,,,,,,Icon/Images03_HCG_act/P015_CG01_2Finish,,,T_Dialog_Speaker_P001_1_3,,
P015_h2_1,P015_h2,1,,,,,,,,,,,,,,,,,BGM00,Icon/Images03_HCG_act/P015_CG02_1Loop,,,T_Dialog_Speaker_P001_1_3,,
P015_h2_2,,1,,,,,,,,,,,,,,,,,,Icon/Images03_HCG_act/P015_CG02_1Loop_1,,,T_Dialog_Speaker_P001_1_3,,
P015_h2_3,,1,,,,,,,,,,,,,,,,,,Icon/Images03_HCG_act/P015_CG02_2Finish,,,T_Dialog_Speaker_P001_1_3,,
P015_N_1_1,P015_N_1,,,,,,,,,,,,,,,,,,BGM02,Icon/Images01_BG/S013,,,T_Dialog_Dialog_P015_N_1_1,,
P015_N_1_2,,,,,,,,,,,,,P015_000_Helpless,,,,,player/Player/R18_P15_01/P15_general_15,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_N_1_2,,
P015_N_1_3,,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P015_N_1_3,,
P015_N_1_4,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P015_N_1_4,,
P015_N_1_5,,,,,,,,,,,,,no,,,,,,,Icon/Images01_BG/BG_Black,,,T_Dialog_Speaker_P001_1_3,,
P015_N_1_6,,,,,,,,,,,,,P015_000_Sad,,,#FFFFFFFF,,,,Icon/Images01_BG/S013,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_N_1_6,,
P015_N_1_7,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P015_N_1_7,,
P015_N_1_8,,,,,,,,,,,,,,,,#FFFFFFFF,,player/Player/R18_P15_01/P15_general_18,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_N_1_8,,
P015_N_1_9,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P015_N_1_9,,
P015_N_1_10,,,,,,,,,,,,,,,,#FFFFFFFF,,,,,,,T_Dialog_Dialog_P015_N_1_10,,
P015_N_1_11,,,,,,,,,,,,,P015_000_Serious,,,,,player/Player/R18_P15_01/P15_general_07,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_N_1_11,,
P015_N_1_12,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P015_N_1_12,,
P015_N_1_13,,,,,,,,,,,,,P015_000_Think,,,#FFFFFFFF,,player/Player/R18_P15_01/P15_general_14,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_N_1_13,,
P015_N_1_14,,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P015_N_1_14,,
P015_N_1_15,,,,,,,,,,,,,P015_000_Helpless,shake,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P015_N_1_15,,
P015_N_1_16,,,,,,,,,,,,,P015_000_Helpless,,,#FFFFFFFF,,player/Player/R18_P15_01/P15_general_17,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_N_1_16,,
P015_N_1_17,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P015_N_1_17,,
P015_N_1_18,,,,,,,,,,,,,,,,#FFFFFFFF,,,,,,,T_Dialog_Dialog_P015_N_1_18,,
P015_N_1_19,,,,,,,,,,,,,P015_000_Serious,,,,,player/Player/R18_P15_01/P15_general_02,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_N_1_19,,
P015_N_1_20,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P015_N_1_20,,
P015_N_1_21,,,,,,,,,,,,,P015_000_Sad,,,#FFFFFFFF,,,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P001_4_5,,
P015_N_1_22,,,,,,,,,,,,,no,,,,,,,,,,T_Dialog_Dialog_P015_N_1_22,,
P015_N_1_23,,,,,,,,,,,,,P015_000_Smile,,,,,,,,,,T_Dialog_Dialog_P015_N_1_23,,
P015_N_1_24,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_N_1_24,,
P015_N_1_25,,,,,,,,,,,,,P015_000_Normal,,,,,player/Player/R18_P15_01/P15_general_11,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_N_1_25,,
P015_N_2_1,P015_N_2,,,,,,,,,,,,,,,,,,BGM00,Icon/Images01_BG/S010,,,T_Dialog_Dialog_P015_N_2_1,,
P015_N_2_2,,,,,,,,,,,,,P015_000_Serious,shake,,,,player/Player/R18_P15_01/P15_general_15,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_N_2_2,,
P015_N_2_3,,,,,,,,,,,,,P015_000_Helpless,,,,,,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_N_2_3,,
P015_N_2_4,,,,,,,,,,,,,P015_000_Sad,,,,,player/Player/R18_P15_01/P15_general_13,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P001_4_5,,
P015_N_2_5,,,,,,,,,,,,,no,,,,,,,Icon/Images01_BG/BG_Black,,,T_Dialog_Speaker_P001_1_3,,
P015_N_2_6,,,,,,,,,,,,,,,,,,,BGM03,Icon/Images01_BG/S001,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P015_N_2_6,,
P015_N_2_7,,,,,,,,,,,,,P015_000_Think,,,,,,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_N_2_7,,
P015_N_2_8,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P015_N_2_8,,
P015_N_2_9,,,,,,,,,,,,,,,,#FFFFFFFF,,,,,,,T_Dialog_Dialog_P015_N_2_9,,
P015_N_2_10,,,,,,,,,,,,,P015_000_Sad,,,,,player/Player/R18_P15_01/P15_general_17,BGM00,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_N_2_10,,
P015_N_2_11,,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P015_N_2_11,,
P015_N_2_12,,,,,,,,,,,,,,,,#8e8e8eFF,,,BGM02,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P015_N_2_12,,
P015_N_2_13,,,,,,,,,,,,,P015_000_Helpless,,,#FFFFFFFF,,,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P001_N_3_20,,
P015_N_2_14,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P015_N_2_14,,
P015_N_2_15,,,,,,,,,,,,,P015_000_Serious,,,#FFFFFFFF,,player/Player/R18_P15_01/P15_general_07,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_N_2_15,,
P015_N_2_16,,,,,,,,,,,,,P015_000_Helpless,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P015_N_2_16,,
P015_N_2_17,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P015_N_2_17,,
P015_N_2_18,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P015_N_2_18,,
P015_N_2_19,,,,,,,,,,,,,P015_000_Sad,,,#FFFFFFFF,,,,,,,T_Dialog_Dialog_P015_N_2_19,,
P015_N_2_20,,,,,,,,,,,,,P015_000_Normal,,,,,player/Player/R18_P15_01/P15_general_02,,,,T_Dialog_Speaker_P015_1_2,T_Dialog_Dialog_P015_N_2_20,,
P016_1_1,P016_1,,,,,,,,,,,,P016_000,,,#FFFFFFFF,,player/Player/R18_P16_01/P016_general_07,BGM01,Icon/Images01_BG/S002,,T_Dialog_Speaker_P002_1_21,T_Dialog_Dialog_P016_1_1,,
P016_1_2,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,,T_Dialog_Dialog_P016_1_2,,
P016_1_3,,,,,,,,,,,,,,,,#FFFFFFFF,,player/Player/R18_P16_01/P016_general_10,,,,T_Dialog_Speaker_P002_1_21,T_Dialog_Dialog_P016_1_3,,
P016_1_4,,,,,,,,,,,,,P016_000_Happy,,,,,,,,,T_Dialog_Speaker_P002_1_21,T_Dialog_Dialog_P016_1_4,,
P016_1_5,,,,,,,,,,,,,P016_000,,,,,player/Player/R18_P16_01/P016_live,,,,T_Dialog_Speaker_P009_N_3_2,T_Dialog_Dialog_P016_1_5,,
P016_1_6,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,,T_Dialog_Dialog_P016_1_6,,
P016_1_7,,,,,,,,,,,,,P016_000_Laugh,,,#FFFFFFFF,,player/Player/R18_P16_01/P016_general_10,,,,T_Dialog_Speaker_P009_N_3_2,T_Dialog_Dialog_P016_1_7,,
P016_1_8,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,,T_Dialog_Dialog_P016_1_8,,
P016_1_9,,,,,,,,,,,,,,,,#FFFFFFFF,,,,,,T_Dialog_Speaker_P009_N_3_2,T_Dialog_Dialog_P005_4_12,,
P016_1_10,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,,T_Dialog_Dialog_P016_1_8,,
P016_1_11,,,,,,,,,,,,,P016_000,,,#FFFFFFFF,,player/Player/R18_P16_01/P016_general_07,,,,T_Dialog_Speaker_P009_N_3_2,T_Dialog_Dialog_P005_4_12,,
P016_1_12,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P009_N_3_2,T_Dialog_Dialog_P016_1_12,,
P016_1_13,,,,,,,,,,,,,,,,#8e8e8eFF,,player/Player/R18_P02_01/P002_C01,,,,T_Dialog_Speaker_P002_1_21,T_Dialog_Dialog_P016_1_13,,
P016_1_14,,,,,,,,,,,,,P016_000_Think,,,#FFFFFFFF,,player/Player/R18_P16_01/P016_general_09,,,,T_Dialog_Speaker_P009_N_3_2,T_Dialog_Dialog_P016_1_14,,
P016_1_15,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P002_1_21,T_Dialog_Dialog_P016_1_15,,
P016_1_16,,,,,,,,,,,,,P016_000,,,#FFFFFFFF,,player/Player/R18_P16_01/P016_general_08,,,,T_Dialog_Speaker_P009_N_3_2,T_Dialog_Dialog_P016_1_16,,
P016_1_17,,,,,,,,,,,,,,,,#8e8e8eFF,,,BGM00,Icon/Images01_BG/BG_Black,,,T_Dialog_Dialog_P016_1_17,,
P016_1_18,,,,,,,,,,,,,P016_000_Nervous,,,#FFFFFFFF,,player/Player/R18_P16_01/P016_general_07,,Icon/Images01_BG/S002,,T_Dialog_Speaker_P009_N_3_2,T_Dialog_Dialog_P016_1_18,,
P016_1_19,,,,,,,,,,,,,,,,#8e8e8eFF,,player/Player/R18_P06_01/P006_MVP_01,,,,T_Dialog_Speaker_P002_1_21,T_Dialog_Dialog_P016_1_19,,
P016_1_20,,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P016_1_20,,
P016_1_21,,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P016_1_21,,
P016_1_22,,,,,,,,,,,,,,,,,,player/Player/R18_P02_01/P002_Break_01,,,,,T_Dialog_Dialog_P016_1_22,,
P016_1_23,,,,,,,,,,,,,,,,#FFFFFFFF,,player/Player/R18_P16_01/P016_general_09,,,,T_Dialog_Speaker_P009_N_3_2,T_Dialog_Dialog_P016_1_23,,
P016_1_24,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P009_N_3_2,T_Dialog_Dialog_P016_1_24,,
P016_1_25,,,P002_000_Sad,left,,#FFFFFFFF,,,,,,,P016_000_Surprise,,,,,player/Player/R18_P02_01/P002_C02,,Icon/Images01_BG/S001,,T_Dialog_Speaker_P001_1_1,T_Dialog_Dialog_P016_1_25,,
P016_1_26,,,,,,#8e8e8eFF,,,,,,,,,,,,ActCg_hit,,,,,T_Dialog_Dialog_P016_1_26,,
P016_1_27,,,,,,,,,,,,,,shake,,#FFFFFFFF,,player/Player/R18_P16_01/P016_hit_01,,,,T_Dialog_Speaker_P009_N_3_2,T_Dialog_Dialog_P016_1_27,,
P016_1_28,,,,,,,,,,,,,P016_000_Tired,down,,#FFFFFFFF,,rock_ImpactA,,,,T_Dialog_Speaker_P009_N_3_2,T_Dialog_Dialog_P005_4_12,,
P016_1_29,,,,,,,,,,,,,P001_000_Surprise,normal,,#FFFFFFFF,,player/Player/R18_P01_01/P001_general_03,,,,T_Dialog_Speaker_P001_1_14,T_Dialog_Dialog_P016_1_29,,
P016_1_30,,,,,,,,P006_000_Laugh,right,,#FFFFFFFF,,,,,#8e8e8eFF,,player/Player/R18_P06_01/P006_general_04,,,,T_Dialog_Speaker_P001_1_2,T_Dialog_Dialog_P016_1_30,,
P016_1_31,,,P002_000_Shy,,,#FFFFFFFF,,,,,#8e8e8eFF,,,,,,,player/Player/R18_P02_01/P002_general_05,,,,T_Dialog_Speaker_P001_1_1,T_Dialog_Dialog_P016_1_31,,
P016_1_32,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_1,T_Dialog_Dialog_P016_1_32,,
P016_2_1,P016_2,,P016_000_Tired,sleft-normal,,#FFFFFFFF,,,,,,,,,,,,player/Player/R18_P16_01/P016_general_07,BGM03,Icon/Images01_BG/S009,,T_Dialog_Speaker_P009_N_3_2,T_Dialog_Dialog_P016_2_1,,
P016_2_2,,,,,,#8e8e8eFF,,P000_001,right,,#FFFFFFFF,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P016_2_2,,
P016_2_3,,,P016_000_Surprise,shake,,#FFFFFFFF,,,,,#8e8e8eFF,,,,,,,player/Player/R18_P16_01/P016_general_09,,,,T_Dialog_Speaker_P009_N_3_2,T_Dialog_Dialog_P016_2_3,,
P016_2_4,,,,,,#FFFFFFFF,,no,,,,,,,,,,,,Icon/Images01_BG/BG_Black,,T_Dialog_Speaker_P009_N_3_2,T_Dialog_Dialog_P016_2_4,,
P016_2_5,,,P016_000_Nervous,,,#8e8e8eFF,,P000_001,,,#FFFFFFFF,,,,,,,,,Icon/Images01_BG/S009,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P016_2_5,,
P016_2_6,,,,,,#FFFFFFFF,,,,,#8e8e8eFF,,,,,,,player/Player/R18_P16_01/P016_hit_02,,,,T_Dialog_Speaker_P009_N_3_2,T_Dialog_Dialog_P016_2_6,,
P016_2_7,,,,,,#8e8e8eFF,,,,,#FFFFFFFF,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P016_2_7,,
P016_2_8,,,P016_000_Surprise,,,#FFFFFFFF,,,,,#8e8e8eFF,,,,,,,player/Player/R18_P16_01/P016_general_11,,,,T_Dialog_Speaker_P009_N_3_2,T_Dialog_Dialog_P016_2_8,,
P016_2_9,,,,,,#8e8e8eFF,,,,,#FFFFFFFF,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P016_2_9,,
P016_2_10,,,P016_000_Happy,,,#FFFFFFFF,,no,,,,,,,,,,player/Player/R18_P16_01/P016_general_04,,Icon/Images01_BG/BG_Black,,T_Dialog_Speaker_P009_N_3_2,T_Dialog_Dialog_P016_2_10,,
P016_2_11,,,,,,#8e8e8eFF,,P000_001,,,#FFFFFFFF,,,,,,,,,Icon/Images01_BG/S009,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P016_2_11,,
P016_2_12,,,P016_000_Laugh,,,#FFFFFFFF,,,,,#8e8e8eFF,,,,,,,player/Player/R18_P16_01/P016_general_05,,,,T_Dialog_Speaker_P009_N_3_2,T_Dialog_Dialog_P016_2_12,,
P016_2_13,,,,,,#8e8e8eFF,,,,,#FFFFFFFF,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P016_2_13,,
P016_2_14,,,P016_000,,,#FFFFFFFF,,,,,#8e8e8eFF,,,,,,,,,,,T_Dialog_Speaker_P009_N_3_2,T_Dialog_Dialog_P001_4_20,,
P016_2_15,,,,,,#8e8e8eFF,,,,,#FFFFFFFF,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P016_2_15,,
P016_2_16,,,P016_000_Shy,,,#FFFFFFFF,,,,,#8e8e8eFF,,,,,,,player/Player/R18_P16_01/P016_general_04,,,,T_Dialog_Speaker_P009_N_3_2,T_Dialog_Dialog_P016_2_16,,
P016_2_17,,,P016_000_Happy,,,,,no,,,,,,,,,,player/Player/R18_P16_01/P016_gift_03,,Icon/Images01_BG/BG_Black,,T_Dialog_Speaker_P009_N_3_2,T_Dialog_Dialog_P016_2_17,,
P016_2_18,,,,,,#8e8e8eFF,,P006_000_Hate,right,,#FFFFFFFF,,,,,,,player/Player/R18_P06_01/P006_general_01,,Icon/Images01_BG/S009,,T_Dialog_Speaker_P001_1_2,T_Dialog_Dialog_P016_2_18,,
P016_2_19,,,P016_000_Nervous,shake,,#FFFFFFFF,,,,,#8e8e8eFF,,,,,,,player/Player/R18_P16_01/P016_general_09,,,,T_Dialog_Speaker_P009_N_3_2,T_Dialog_Dialog_P016_2_19,,
P016_2_20,,,,,,#8e8e8eFF,,,,,#FFFFFFFF,,,,,,,player/Player/R18_P06_01/P006_Hit_03,,,,T_Dialog_Speaker_P001_1_2,T_Dialog_Dialog_P016_2_20,,
P016_2_21,,,P016_000_Surprise,shake,,#FFFFFFFF,,,,,#8e8e8eFF,,,,,,,player/Player/R18_P16_01/P016_hit_01,,,,T_Dialog_Speaker_P009_N_3_2,T_Dialog_Dialog_P016_2_21,,
P016_2_22,,,,,,#8e8e8eFF,,,,,#FFFFFFFF,,,,,,,player/Player/R18_P06_01/P006_general_05,,,,T_Dialog_Speaker_P001_1_2,T_Dialog_Dialog_P016_2_22,,
P016_2_23,,,P016_000_Nervous,,,#FFFFFFFF,,,,,#8e8e8eFF,,,,,,,player/Player/R18_P16_01/P016_general_07,,,,T_Dialog_Speaker_P009_N_3_2,T_Dialog_Dialog_P014_2_37,,
P016_2_24,,,,,,#8e8e8eFF,,,,,#FFFFFFFF,,,,,,,,,,,T_Dialog_Speaker_P001_1_2,T_Dialog_Dialog_P016_2_24,,
P016_2_25,,,,,,#FFFFFFFF,,,,,#8e8e8eFF,,,,,,,player/Player/R18_P16_01/P016_general_09,,,,T_Dialog_Speaker_P009_N_3_2,T_Dialog_Dialog_P016_2_25,,
P016_2_26,,,,,,#8e8e8eFF,,,,,#FFFFFFFF,,,,,,,player/Player/R18_P06_01/P006_general_01,,,,T_Dialog_Speaker_P001_1_2,T_Dialog_Dialog_P016_2_26,,
P016_2_27,,,P016_000_Surprise,,,#FFFFFFFF,,,,,#8e8e8eFF,,,,,,,,,,,T_Dialog_Speaker_P009_N_3_2,T_Dialog_Dialog_P016_2_27,,
P016_2_28,,,,,,#8e8e8eFF,,,,,#FFFFFFFF,,,,,,,player/Player/R18_P06_01/P006_Live_01,,,,T_Dialog_Speaker_P001_1_2,T_Dialog_Dialog_P016_2_28,,
P016_2_29,,,P016_000_Nervous,,,#FFFFFFFF,,,,,#8e8e8eFF,,,,,,,player/Player/R18_P16_01/P016_general_07,,,,T_Dialog_Speaker_P009_N_3_2,T_Dialog_Dialog_P016_2_29,,
P016_2_30,,,,,,#8e8e8eFF,,,,,#FFFFFFFF,,,,,,,player/Player/R18_P06_01/P006_general_05,,,,T_Dialog_Speaker_P001_1_2,T_Dialog_Dialog_P016_2_30,,
P016_2_31,,,,,,#FFFFFFFF,,,,,#8e8e8eFF,,,,,,,player/Player/R18_P16_01/P016_general_08,,,,T_Dialog_Speaker_P009_N_3_2,T_Dialog_Dialog_P016_2_31,,
P016_2_32,,,,,,#8e8e8eFF,,,,,,,P000_001,bottom,,#FFFFFFFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P016_2_32,,
P016_2_33,,,,,,,,P006_000_Surprise,shake,,#FFFFFFFF,,,,,#8e8e8eFF,,player/Player/R18_P06_01/P006_Hit_02,,,,T_Dialog_Speaker_P001_1_2,T_Dialog_Dialog_P008_h2_37,,
