ID,STACK_TYPE,STACK_LEVEL,STACK_COUNT,BarIcon,BarTip,AttributeStack,HealHPRate,HPShell,HitCountShell,PERIOD,DelayTrigger,TRIGGER_TIME,DMG_RATE,DMG_CONSTANT,ATTRIBUTE_ID,AttributeRate,Energy,ShowText,FX_STATUS,FX_TRIGGER,LIMIT_TYPE,StatusType,IsAura,IsBuff,AuraWorkStatus,AuraWorkRange,AuraTarget,IsRemoveOnSkill,IsRemoveOnHit,OnEndStatus,SpecialFunction,SpecialFunctionValue,IsStackInherit
992023,992019,5,,,,,,,,10,,,,,140024,,,,FX_R18_p10_skill__2_Defense_UP,,,,,1,,,,,,,,,
992024,992019,6,,,,,,,,10,,,,,140034,,,,FX_R18_p10_skill__2_Defense_UP,,,,,1,,,,,,,,,
992025,992019,7,,,,,,,,10,,,,,140035,,,,FX_R18_p10_skill__2_Defense_UP,,,,,1,,,,,,,,,
991019,991019,1,,,,,,,,10,,,,,140029,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
991020,991019,2,,,,,,,,10,,,,,140030,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
991021,991019,3,,,,,,,,10,,,,,140031,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
991022,991019,4,,,,,,,,10,,,,,140032,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
992509,992501,1,,,,,,,,8,,,,,2501,,,,FX_R18_p10_skill__2_Defense_down,,,,,,,,,,,,,,
993524,993524,1,,,,,,,,10,,1,0.2,,993524,,,,FX_P13_debuff_001,R18_P30_atk_1_0_hit_dot,,,,,,,,,,,,,
993526,993526,1,,,,,,,,10,,1,0.2,,993526,,,,FX_P13_debuff_001,R18_P30_atk_1_0_hit_dot,,,,,,,,,,,,,
994515,994502,4,,,,,,,,10.7,,,,,4502,,,,FX_trap_buff_001,,,,,,,,,,,,,,
993012,993012,1,,,,,,,,5,0.4,6,1.5,,,,,,FX_R18_P30_Skill_02_Debuff,,,,,1,,,,,,,,,
993013,993013,1,,,,,,,,5,0.4,6,2.25,,,,,,FX_R18_P30_Skill_02_Debuff,,,,,1,,,,,,,,,
999011,999011,1,,,,,,,,5,,,,,,,,,FX_R18_P30_Skill_01_Debuff,,,,,1,,,,,,,,,
999012,999012,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
999022,999022,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
999013,999013,1,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,
991025,991025,1,,,,,,,,10,,,,,1008,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
999014,999014,1,,,,,,,,1,0.4,1,0.4,,,,,,,FX_R18_FE005_act_1_hit,,,,,,,,,,,,,
999015,999014,2,,,,,,,,1,0.4,1,0.6,,,,,,,FX_R18_FE005_act_1_hit,,,,,,,,,,,,,
999016,999014,3,,,,,,,,1,0.4,1,0.8,,,,,,,FX_R18_FE005_act_1_hit,,,,,,,,,,,,,
999017,999014,4,,,,,,,,1,0.4,1,1,,,,,,,FX_R18_FE005_act_1_hit,,,,,,,,,,,,,
999018,999014,5,,,,,,,,1,0.4,1,1.4,,,,,,,FX_R18_FE005_act_1_hit,,,,,,,,,,,,,
999998,999998,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
999999,999999,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
992510,992501,1,,,,,,,,8,,,,,2501,,,,FX_R18_p10_skill__2_Defense_down,,,,,,,,,,,,,,
994516,994501,1,,,,,,,,5.2,,,,,,,,,R18_P32_skill_1_1_debuff,,1,,,,,,,,,,,,
993525,993525,1,,,,,,,,8,,1,0.3,,,,,,R18_P32_skill_2_1_debuff,R18_P32_atk_1_0_hit_dot,,,,,,,,,,,,,
990012,990012,1,,,,,,,,5.5,0.5,1,,,,,,,,,,,1,1,991023-992026,15,Ally_Self,,,,,,
990013,990013,1,,,,,,,,5,0.1,6,,,,,,,,,,,1,1,998020,15,Ally_Self,,,,,,
991023,991023,1,,,,,,,,15,,,,,1008,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
992026,992026,1,,,,,,,,15,,,,,2010,,,,,,,,,1,,,,,,,,,
991508,991501,1,,,,,,,,10,,,,,1501,,,,FX_R18_p10_skill__2_Atk_down,,,,,,,,,,,,,,
998020,998015,99,,,,,,,,1,,,,,,,,,FX_R18_P33_Skill__2_1_Buff,,,,,1,,,,,,,2,,
991024,991024,1,,,,,,,,10,,,,,1008,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
992027,992027,1,,,,,,,,10,,,,,2010,,,,FX_R18_p10_skill__2_Defense_UP,,,,,1,,,,,,,,,
994518,994502,1,,,,,,,,5,,,,,4503,,,,FX_trap_buff_001,,,,,,,,,,,,,,
994519,994502,2,,,,,,,,5,,,,,4504,,,,FX_trap_buff_001,,,,,,,,,,,,,,
994520,994502,3,,,,,,,,5,,,,,4505,,,,FX_trap_buff_001,,,,,,,,,,,,,,
994521,994502,4,,,,,,,,5,,,,,4502,,,,FX_trap_buff_001,,,,,,,,,,,,,,
994522,994502,5,,,,,,,,5,,,,,4506,,,,FX_trap_buff_001,,,,,,,,,,,,,,
997028,997001,1,,,,,,,,1,,,,,,,,,FX_moba_p006__Skill_2_2_A,,3,1,,,,,,,,,,,
999019,999019,1,,Icon\Item\Skill\Icon_Skill_P034_002,T_STATUS_BarTip_999019,,,,,25,,,,,9006,,,,R18_P34_skill_1_0_buff,,,,,1,,,,,,,6,999019-999020-999020-999021-999021-999021,
999020,999019,1,,Icon\Item\Skill\Icon_Skill_P034_002,T_STATUS_BarTip_999020,,,,,25,,,,,9007,,,,R18_P34_skill_1_0_buff (2),,,,,1,,,,,,,,,
999021,999019,1,,Icon\Item\Skill\Icon_Skill_P034_002,T_STATUS_BarTip_999021,,,,,25,,,,,9008,,,,R18_P34_skill_1_0_buff (3),,,,,1,,,,,,,,,
999035,999019,99,,,,,,,,0.4,,,,,,,,,,,,,,1,,,,,,,,,
999023,999023,1,,Icon\Item\Skill\Icon_Buff_012_Damage,T_STATUS_BarTip_999023,,,,,15,,,,,9009,,,,R18_FE008_skill_1_0_buff,,,,,1,,,,,,,6,999023-999024-999024-999025-999025-999025,
999024,999023,1,,Icon\Item\Skill\Icon_Buff_012_Damage,T_STATUS_BarTip_999024,,,,,15,,,,,9010,,,,R18_FE008_skill_1_0_buff (2),,,,,1,,,,,,,,,
999025,999023,1,,Icon\Item\Skill\Icon_Buff_012_Damage,T_STATUS_BarTip_999025,,,,,15,,,,,9011,,,,R18_FE008_skill_1_0_buff (3),,,,,1,,,,,,,,,
999026,999023,1,,Icon\Item\Skill\Icon_Buff_012_Damage,T_STATUS_BarTip_999023,,,,,15,,,,,9012,,,,R18_FE008_skill_1_0_buff,,,,,1,,,,,,,6,999026-999027-999027-999028-999028-999028,
999027,999023,1,,Icon\Item\Skill\Icon_Buff_012_Damage,T_STATUS_BarTip_999024,,,,,15,,,,,9013,,,,R18_FE008_skill_1_0_buff (2),,,,,1,,,,,,,,,
999028,999023,1,,Icon\Item\Skill\Icon_Buff_012_Damage,T_STATUS_BarTip_999025,,,,,15,,,,,9014,,,,R18_FE008_skill_1_0_buff (3),,,,,1,,,,,,,,,
999029,999023,1,,Icon\Item\Skill\Icon_Buff_012_Damage,T_STATUS_BarTip_999023,,,,,15,,,,,9015,,,,R18_FE008_skill_1_0_buff,,,,,1,,,,,,,6,999029-999030-999030-999031-999031-999031,
999030,999023,1,,Icon\Item\Skill\Icon_Buff_012_Damage,T_STATUS_BarTip_999024,,,,,15,,,,,9016,,,,R18_FE008_skill_1_0_buff (2),,,,,1,,,,,,,,,
999031,999023,1,,Icon\Item\Skill\Icon_Buff_012_Damage,T_STATUS_BarTip_999025,,,,,15,,,,,9017,,,,R18_FE008_skill_1_0_buff (3),,,,,1,,,,,,,,,
999032,999023,1,,Icon\Item\Skill\Icon_Buff_012_Damage,T_STATUS_BarTip_999023,,,,,15,,,,,9018,,,,R18_FE008_skill_1_0_buff,,,,,1,,,,,,,6,999032-999033-999033-999034-999034-999034,
999033,999023,1,,Icon\Item\Skill\Icon_Buff_012_Damage,T_STATUS_BarTip_999024,,,,,15,,,,,9019,,,,R18_FE008_skill_1_0_buff (2),,,,,1,,,,,,,,,
999034,999023,1,,Icon\Item\Skill\Icon_Buff_012_Damage,T_STATUS_BarTip_999025,,,,,15,,,,,9020,,,,R18_FE008_skill_1_0_buff (3),,,,,1,,,,,,,,,
990014,990014,1,,,,,,,,1,,,,,,,,,,,,,1,1,993014,999,Ally_Self,,,,,,
993014,993014,1,,,,,,,,1,0.6,,1.1,,,,,,FX_trap_buff_002,,,,,1,,,,,,,,,
991509,991501,1,,,,,,,,10,,,,,1501,,,,FX_R18_p10_skill__2_Atk_down,,,,,,,,,,,,,,
990015,990015,1,,,,,,,,1,,,,,,,,,,,,,1,1,992028-999036,999,Ally_Self,,,,,,
992028,992028,1,,Icon\Item\Skill\Icon_Skill_P035_003,T_STATUS_BarTip_992028,,,,,10,,,,,2010,,,,FX_R18_p10_skill__2_Defense_UP,,,,,1,,,,,,,,,
999036,999036,1,,,,,,,,10,,,,,993527,,,,R18_P35_skill_2_0_buff,,,,,1,,,,,,,,,
993527,993527,1,,,,,,,,1,,,0.8,,,,,,R18_P35_skill_2_1_debuff,R18_P35_skill_2_1_hit_dot,,,,,,,,,,,,,
999037,999037,1,,,,,,,,7,,,,,2003,,,,,,,,,1,,,,,,,,,
999038,999038,1,10,Icon\Icon10_ElvHead\Icon01_Head_S_E016,T_STATUS_BarTip_999038,1,,,,10,,,,,999038,,,,,,,,,,,,,,,,,,
999039,999039,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
999041,999041,1,,,,,,,,2,,,,,,,,,R18_P36_pet_01_atk_1_0_hit_1,,,,,,,,,,,,,,
993528,993528,1,,,,,,,,2,1.3,,0.8,,,,,,,R18_P31_skill_1_0_hit,,,,,,,,,,,,,
993529,993529,1,,,,,,,,5,,,,,993528,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
993530,993530,1,,,,,,,,2,,,,,,,,,R18_P31_skill_1_0_hit,,,,,,,,,,,,,,
990016,990016,1,,,,,,,,1,,,,,,,,,,,,,1,1,998016-998017-995003,999,Ally_Self,,,,,,
995502,995501,1,,,,,,,,1,,,,,,,-150,,FX_R18_P14_skill_1_debuff,,,,,,,,,,,,,,
995503,995501,2,,,,,,,,1,,,,,,,-200,,FX_R18_P14_skill_1_debuff,,,,,,,,,,,,,,
995504,995501,3,,,,,,,,1,,,,,,,-250,,FX_R18_P14_skill_1_debuff,,,,,,,,,,,,,,
995505,995501,4,,,,,,,,1,,,,,,,-300,,FX_R18_P14_skill_1_debuff,,,,,,,,,,,,,,
995506,995501,5,,,,,,,,1,,,,,,,-350,,FX_R18_P14_skill_1_debuff,,,,,,,,,,,,,,
995507,995501,6,,,,,,,,1,,,,,,,-360,,FX_R18_P14_skill_1_debuff,,,,,,,,,,,,,,
994523,994506,1,,,,,,,,1.5,,,,,4502,,,,R18_FE010_skill_1_0_debuff,,2,,,,,,,,,,,,
994524,994506,2,,,,,,,,2,,,,,4502,,,,R18_FE010_skill_1_0_debuff,,2,,,,,,,,,,,,
994525,994506,3,,,,,,,,2.5,,,,,4502,,,,R18_FE010_skill_1_0_debuff,,2,,,,,,,,,,,,
992511,992501,1,,,,,,,,8,,,,,2501,,,,FX_R18_p10_skill__2_Defense_down,,,,,,,,,,,,,,
999040,999040,1,,Icon\Icon10_ElvHead\Icon01_Head_S_E004,T_STATUS_BarTip_999040,,,,,10,,,,,999040,,,,,,,,,1,,,,,,,,,
993531,993531,1,,,,,,,,10,,,,,,,,,R18_P36_skill_2_1_debuff,,,,,,,,,,,,,,
993532,993532,1,,,,,,,,2,,,,,,,,,R18_P36_skill_2_1_ hit,,,,,,,,,,,,,,
993533,993533,1,,,,,,,,10,,1,0.2,,,,,,R18_P36_pet_01_skill_1_0_debuff,R18_P30_atk_1_0_hit_dot,,,,,,,,,,,,,
991510,991501,1,,,,,,,,10,,,,,1501,,,,,,,,,,,,,,,,,,
992512,992501,1,,,,,,,,8,,,,,2501,,,,FX_R18_p10_skill__2_Defense_down,,,,,,,,,,,,,,
999042,999042,1,,Icon\Item\Skill\Icon_Skill_P037_001,T_STATUS_BarTip_999042,,,,,15,,,,,9021,,,,R18_P37_skill_1_0_buff,,,,,1,,,,,,,6,999042-999043-999043-999044-999044-999044,
999043,999042,1,,Icon\Item\Skill\Icon_Skill_P037_001,T_STATUS_BarTip_999043,,,,,15,,,,,9022,,,,R18_P37_skill_1_0_buff (2),,,,,1,,,,,,,,,
999044,999042,1,,Icon\Item\Skill\Icon_Skill_P037_001,T_STATUS_BarTip_999044,,,,,15,,,,,9023,,,,R18_P37_skill_1_0_buff (3),,,,,1,,,,,,,,,
997029,997001,1,,,,,,,,2,,,,,,,,,FX_moba_p006__Skill_2_2_A,,3,1,,,,,,,,,,,
998021,998008,1,,,,,,,,5,,,,,,,,,FX_trap_buff_010,,,6,,1,,,,,1,,,,
999045,999045,1,,,,,,,,10,,,,,1017,,,,FX_R18_P13_Skill_2_Cri_Up,,,,,1,,,,,,,,,
996007,996001,2,,,,,,,2,10,,,,,,,,,R18_P37_skill_2_0_buff,,,,,1,,,,,,,,,
995004,995002,1,,,,,,,,10,,,,,5004,,,,FX_R18_P31_skill_1_buff,,,,,1,,,,,,,,,
993534,993525,2,,,,,,,,12,,1,0.45,,,,,,R18_P32_skill_2_1_debuff,R18_P32_atk_1_0_hit_dot,,,,,,,,,,,,,
997030,997001,1,,,,,,,,1.5,,,,,,,,,FX_moba_p006__Skill_2_2_A,,3,1,,,,,,,,,,,
998022,998022,1,,,,,,,,0.5,,,,,,,,,,,,,,1,,,,,,998021,,,
993535,993535,1,,,T_STATUS_BarTip_993520,,,,,0.5,,,0.4,,,,,,FX_R18_P26_skill_poison_1,,,,,,,,,,,,,,
993536,993535,2,,,T_STATUS_BarTip_993521,,,,,0.5,,,0.6,,,,,,FX_R18_P26_skill_poison_1,,,,,,,,,,,,,,
993537,993535,3,,,T_STATUS_BarTip_993537,,,,,0.5,,,0.9,,,,,,FX_R18_P26_skill_poison_1,,,,,,,,,,,,,,
993538,993535,4,,,T_STATUS_BarTip_993538,,,,,0.5,,,1.2,,,,,,FX_R18_P26_skill_poison_1,,,,,,,,,,,,,,
993539,993535,5,,,T_STATUS_BarTip_993539,,,,,0.5,,,1.5,,,,,,FX_R18_P26_skill_poison_1,,,,,,,,,,,,,,
994526,994502,4,,,,,,,,6,,,,,4502,,,,FX_trap_buff_001,,,,,,,,,,,,,,
994527,994501,1,,,,,,,,3,,,,,,,,,R18_P32_skill_1_1_debuff,,1,,,,,,,,,,,,
993015,993015,1,,,,,0.2,,,1,,,,,,,,,FX_trap_buff_002,,,,,1,,,,,,,,,
990017,990017,1,,,,,,,,5.5,0.5,1,,,,,,,,,,,1,1,991023-992029,15,Ally_Self,,,,,,
990018,990018,1,,,,,,,,5,0.1,6,,,,,,,,,,,1,1,998020-998016,999,Ally_Self,,,,,,
992029,992026,1,,,,,,,,15,,,,,2011,,,,,,,,,1,,,,,,,,,
990019,990015,1,,,,,,,,2,1,3,,,,,,,,,,,1,1,991026,15,Ally_Self,,,,,,
991026,991026,1,,,,,,,,10,,,,,1008,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
992513,992513,1,3,Icon\Item\Skill\Icon_Skill_P038_002,T_STATUS_BarTip_992513,1,,,,15,,,,,16310211,,,,R18_P38_skill_1_0_debuff_1-R18_P38_skill_1_0_debuff_2-R18_P38_skill_1_0_debuff_3,,,,,,,,,,,,,,
992514,992514,1,,,,,,,,1.5,,,,,,,,,R18_P38_skill_2_1_hit,,,,,,,,,,,997032,,,
992515,992515,1,,Icon\Item\Skill\Icon_Skill_P038_002,T_STATUS_BarTip_992515,,,,,15,,,,,9029,,,,R18_P38_skill_1_0_debuff_1,,,,,,,,,,,,6,992515-992516-992516-992517-992517-992517,
992516,992515,1,,Icon\Item\Skill\Icon_Skill_P038_002,T_STATUS_BarTip_992516,,,,,15,,,,,9030,,,,R18_P38_skill_1_0_debuff_2,,,,,,,,,,,,,,
992517,992515,1,,Icon\Item\Skill\Icon_Skill_P038_002,T_STATUS_BarTip_992517,,,,,15,,,,,9031,,,,R18_P38_skill_1_0_debuff_3,,,,,,,,,,,,,,
997031,997001,1,,,,,,,,2,,,,,,,,,FX_moba_p006__Skill_2_2_A,,3,1,,,,,,,,,,,
997032,997001,1,,,,,,,,1.5,,,,,,,,,FX_moba_p006__Skill_2_2_A,,3,1,,,,,,,,,,,
999046,999046,1,,Icon\Item\Skill\Icon_Skill_P034_002,T_STATUS_BarTip_999019,,,,,25,,,,,9024,,,,R18_P34_skill_1_0_buff,,,,,1,,,,,,,6,999046-999047-999047-999048-999048-999049-999049-999050-999050-999050,
999047,999046,1,,Icon\Item\Skill\Icon_Skill_P034_002,T_STATUS_BarTip_999020,,,,,25,,,,,9025,,,,R18_P34_skill_1_0_buff (2),,,,,1,,,,,,,,,
999048,999046,1,,Icon\Item\Skill\Icon_Skill_P034_002,T_STATUS_BarTip_999021,,,,,25,,,,,9026,,,,R18_P34_skill_1_0_buff (3),,,,,1,,,,,,,,,
999049,999046,1,,Icon\Item\Skill\Icon_Skill_P034_002,T_STATUS_BarTip_999049,,,,,25,,,,,9027,,,,R18_P34_skill_1_0_buff (4),,,,,1,,,,,,,,,
999050,999046,1,,Icon\Item\Skill\Icon_Skill_P034_002,T_STATUS_BarTip_999050,,,,,25,,,,,9028,,,,R18_P34_skill_1_0_buff (5),,,,,1,,,,,,,,,
999051,999051,1,,,,,,,,1.8,,,,,,,,,,,,,,1,,,,,,999047,,,
999052,999046,99,,,,,,,,0.3,,,,,,,,,,,,,,1,,,,,,,,,
998023,998007,99,,,,,,,,1.5,,,,,8007,,,,FX_trap_buff_015,,,8,,1,,,,,,,1,,
999053,999053,1,,,,,,,,10,,,,,1018,,,,FX_R18_P13_Skill_2_Cri_Up,,,,,1,,,,,,,,,
993016,993016,1,,,,,0.08,,,1,,,,,,,,,FX_trap_buff_002,,,,,1,,,,,,,,,
996008,996001,1,,,,,,,1,12,,,,,,,,,R18_P37_skill_2_0_buff,,,,,1,,,,,,,,,
996009,996001,2,,,,,,,2,12,,,,,,,,,R18_P37_skill_2_0_buff,,,,,1,,,,,,,,,
996010,996001,3,,,,,,,3,12,,,,,,,,,R18_P37_skill_2_0_buff,,,,,1,,,,,,,,,
993540,993540,1,,,,,,,,10,,,,,,,,,R18_P39_skill_1_0_debuff,,,,,,,,,,,,,,
993541,993541,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
993543,993543,1,,,,,,,,60,,,,,993543,,,,,,,,,1,,,,,,,,,
993544,993544,1,,,,,,,,2,,,0.2,,,,,,R18_P39_skill_1_1_hit,,,,,,,,,,,,,,
990020,990020,1,,,,,,,,2,1,3,,,,,,,,,,,1,1,999054,15,Ally_Self,,,,,,
999054,999054,1,,,,,,,,10,,,,,1019,,,,FX_R18_P13_Skill_2_CriDmg_Up,,,,,1,,,,,,,,,
995005,995001,1,,,,,,,,10,,,,,5003,,,,FX_R18_P31_skill_1_buff,,,,,1,,,,,,,,,
999055,999055,1,,Icon\Item\Skill\Icon_Skill_P035_002,T_STATUS_BarTip_999055,,,,,10,,,,,2012,,,,,,,,,,,,,,,,,,
990021,990021,1,,,,,,,,1,,,,,,,,,,,,,1,1,992028-999056,999,Ally_Self,,,,,,
999056,999056,1,,,,,,,,10,,,,,993542,,,,R18_P35_skill_2_0_buff,,,,,1,,,,,,,,,
993542,993542,1,,,,,,,,1,,,1.04,,,,,,R18_P35_skill_2_1_debuff,R18_P35_skill_2_1_hit_dot,,,,,,,,,,,,,
999057,999057,1,,Icon\Icon01_Head\Icon01_Head_S_P35,T_STATUS_BarTip_999057,,,,,60,,,,,1020,,,,,,,,,1,,,,,,,,,
999058,999057,99,,,,,,,,0.2,,,,,,,,,,,,,,1,,,,,,,,,
999059,999059,1,,Icon\Icon10_ElvHead\Icon01_Head_S_E014,T_STATUS_BarTip_999059,,,,,15,,,,,9032,,,,,,,,,,,,,,,,,,
999060,999059,2,,Icon\Icon10_ElvHead\Icon01_Head_S_E014,T_STATUS_BarTip_999060,,,,,15,,,,,9033,,,,,,,,,,,,,,,,,,
999061,999059,3,,Icon\Icon10_ElvHead\Icon01_Head_S_E014,T_STATUS_BarTip_999061,,,,,15,,,,,9034,,,,,,,,,,,,,,,,,,
999062,999059,4,,Icon\Icon10_ElvHead\Icon01_Head_S_E014,T_STATUS_BarTip_999062,,,,,15,,,,,9035,,,,,,,,,,,,,,,,,,
999063,999059,5,,Icon\Icon10_ElvHead\Icon01_Head_S_E014,T_STATUS_BarTip_999063,,,,,15,,,,,9036,,,,,,,,,,,,,,,,,,
990022,990022,1,,,,,,,,1,,,,,,,,,,,,,1,1,999064,999,Ally_Self,,,,,,
990023,990022,2,,,,,,,,1,,,,,,,,,,,,,1,1,999065,999,Ally_Self,,,,,,
990024,990022,3,,,,,,,,1,,,,,,,,,,,,,1,1,999066,999,Ally_Self,,,,,,
990025,990022,4,,,,,,,,1,,,,,,,,,,,,,1,1,999067,999,Ally_Self,,,,,,
990026,990022,5,,,,,,,,1,,,,,,,,,,,,,1,1,999068,999,Ally_Self,,,,,,
999064,999064,1,,Icon\Icon10_ElvHead\Icon01_Head_S_E014,T_STATUS_BarTip_999064,,,,,15,,,,,9037,,,,,,,,,1,,,,,,,,,
999065,999064,2,,Icon\Icon10_ElvHead\Icon01_Head_S_E014,T_STATUS_BarTip_999065,,,,,15,,,,,9038,,,,,,,,,1,,,,,,,,,
999066,999064,3,,Icon\Icon10_ElvHead\Icon01_Head_S_E014,T_STATUS_BarTip_999066,,,,,15,,,,,9039,,,,,,,,,1,,,,,,,,,
999067,999064,4,,Icon\Icon10_ElvHead\Icon01_Head_S_E014,T_STATUS_BarTip_999067,,,,,15,,,,,9040,,,,,,,,,1,,,,,,,,,
999068,999064,5,,Icon\Icon10_ElvHead\Icon01_Head_S_E014,T_STATUS_BarTip_999068,,,,,15,,,,,9041,,,,,,,,,1,,,,,,,,,
990027,990027,1,,,,,,,,999,,5,,,,,,,,,,,1,1,991511,999,Enemy,,,,,,
991511,991502,1,,Icon\Icon10_ElvHead\Summon_Icon_E014,T_STATUS_BarTip_991511,,,,,999,,,,,9042,,,,,,,,,,,,,,,,,,
990028,990028,1,,,,,,,,1,,,,,,,,,,,,,1,1,993543,999,Ally_Self,,,,,,
991027,991027,1,,Icon\Item\Skill\Icon_Skill_P040_002,T_STATUS_BarTip_991027,,,,,25,,,,,1024,,,,R18_P40_skill_1_0_buff,,,,,1,,,,,,,6,991027-991028-991028-991029-991029-991030-991030-991030,
991028,991027,1,,Icon\Item\Skill\Icon_Skill_P040_002,T_STATUS_BarTip_991028,,,,,25,,,,,1025,,,,R18_P40_skill_1_0_buff (2),,,,,1,,,,,,,,,
991029,991027,1,,Icon\Item\Skill\Icon_Skill_P040_002,T_STATUS_BarTip_991029,,,,,25,,,,,1026,,,,R18_P40_skill_1_0_buff (3),,,,,1,,,,,,,,,
991030,991027,1,,Icon\Item\Skill\Icon_Skill_P040_002,T_STATUS_BarTip_991030,,,,,25,,,,,1027,,,,R18_P40_skill_1_0_buff (4),,,,,1,,,,,,,,,
991031,991031,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
993545,993545,1,,,,,,,,8,,1,0.15,,,,,,,,,,,,,,,,,,,,
993546,993546,1,,Icon\Item\Skill\Icon_Skill_P040_003,T_STATUS_BarTip_993546,,,,,1,,1,0.2,,993545,,-6,,R18_P40_skill_2_0_buff,R18_P40_skill_2_0_hit_dot,,,,,,,,,,,6,993546-993547-993547-993548-993548-993548,
993547,993546,1,,Icon\Item\Skill\Icon_Skill_P040_003,T_STATUS_BarTip_993547,,,,,1,,1,0.4,,993545,,-12,,R18_P40_skill_2_1_buff (2),R18_P40_skill_2_0_hit_dot,,,,,,,,,,,,,
993548,993546,1,,Icon\Item\Skill\Icon_Skill_P040_003,T_STATUS_BarTip_993548,,,,,1,,1,0.6,,993545,,-18,,R18_P40_skill_2_1_buff (3),R18_P40_skill_2_0_hit_dot,,,,,,,,,,,,,
993549,993546,99,,,,,,,,9999,,,,,,,,,,,,,,1,993549,,,,,,,,
993550,993546,98,,,,,,,,9999,,,,,,,,,,,,,,,,,,,,,,,
990029,990029,1,,,,,,,,2,1,1,,,,,,,FX_R18_P40_skill_Debuff,,,,1,1,993546-990030,15,Ally_Self,,,,,,
990030,990030,1,,,,,,,,2,1,1,,,,,,,FX_R18_P40_skill_Debuff,,,,1,1,993546-990031,15,Ally_Self,,,,,,
990031,990031,1,,,,,,,,2,1,1,,,,,,,FX_R18_P40_skill_Debuff,,,,1,1,993546-990032,15,Ally_Self,,,,,,
990032,990032,1,,,,,,,,2,1,1,,,,,,,FX_R18_P40_skill_Debuff,,,,1,1,993546-990033,15,Ally_Self,,,,,,
990033,990033,1,,,,,,,,2,1,1,,,,,,,FX_R18_P40_skill_Debuff,,,,1,1,993546-990034,15,Ally_Self,,,,,,
990034,990034,1,,,,,,,,2,1,1,,,,,,,FX_R18_P40_skill_Debuff,,,,1,1,993546-990035,15,Ally_Self,,,,,,
990035,990035,1,,,,,,,,2,1,1,,,,,,,FX_R18_P40_skill_Debuff,,,,1,1,993546-990036,15,Ally_Self,,,,,,
990036,990036,1,,,,,,,,2,1,1,,,,,,,FX_R18_P40_skill_Debuff,,,,1,1,993546,15,Ally_Self,,,,,,
990037,990037,1,,,,,,,,2,1,1,,,,,,,FX_R18_P40_skill_Debuff,,,,1,1,993546-990038,15,Ally_Self,,,,,,
990038,990038,1,,,,,,,,2,1,1,,,,,,,FX_R18_P40_skill_Debuff,,,,1,1,993546,15,Ally_Self,,,,,,
990039,990039,1,,,,,,,,2,1,1,,,,,,,FX_R18_P40_skill_Debuff,,,,1,1,993546-990040,15,Enemy,,,,,,
990040,990040,1,,,,,,,,2,1,1,,,,,,,FX_R18_P40_skill_Debuff,,,,1,1,993546-990041,15,Enemy,,,,,,
990041,990041,1,,,,,,,,2,1,1,,,,,,,FX_R18_P40_skill_Debuff,,,,1,1,993546-990042,15,Enemy,,,,,,
990042,990042,1,,,,,,,,2,1,1,,,,,,,FX_R18_P40_skill_Debuff,,,,1,1,993546-990043,15,Enemy,,,,,,
990043,990043,1,,,,,,,,2,1,1,,,,,,,FX_R18_P40_skill_Debuff,,,,1,1,993546-990044,15,Enemy,,,,,,
990044,990044,1,,,,,,,,2,1,1,,,,,,,FX_R18_P40_skill_Debuff,,,,1,1,993546-990045,15,Enemy,,,,,,
990045,990045,1,,,,,,,,2,1,1,,,,,,,FX_R18_P40_skill_Debuff,,,,1,1,993546-990046,15,Enemy,,,,,,
990046,990046,1,,,,,,,,2,1,1,,,,,,,FX_R18_P40_skill_Debuff,,,,1,1,993546,15,Enemy,,,,,,
999069,999069,1,8,Icon\Icon10_ElvHead\Icon01_Head_S_E007,T_STATUS_BarTip_999069,1,,,,15,,,,,9044,,,,,,,,,,,,,,,,,,
993017,993017,1,,,,,,,,1,,,1.5,,,,,,FX_trap_buff_002,,,,,1,,,,,,,,,
993551,993551,1,,,,,,,,0.5,,,0.6,,,,,,,,,,,,,,,,,,,,
993552,993551,2,,,,,,,,0.5,,,0.8,,,,,,,,,,,,,,,,,,,,
993553,993551,3,,,,,,,,0.5,,,1,,,,,,,,,,,,,,,,,,,,
993554,993551,4,,,,,,,,0.5,,,1.2,,,,,,,,,,,,,,,,,,,,
