SkinID,RoleID,SkinName,Color,MODEL_NAME,MODEL_NAME_Lobby,Icon3,VersionControl
2300125,23001,T_Skin_SkinName_10046,3,Player/R18_P23_50,Player/R18_P23_50_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_50,368-471-56
2400125,24001,T_Skin_SkinName_10046,3,Player/R18_P24_50,Player/R18_P24_50_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_50,369-471-56
2500125,25001,T_Skin_SkinName_10046,3,Player/R18_P25_50,Player/R18_P25_50_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_50,370-471-56
2600125,26001,T_Skin_SkinName_10046,3,Player/R18_P26_50,Player/R18_P26_50_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_50,371-471-56
2700125,27001,T_Skin_SkinName_10046,3,Player/R18_P27_50,Player/R18_P27_50_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_50,372-471-56
2800125,28001,T_Skin_SkinName_10046,3,Player/R18_P28_50,Player/R18_P28_50_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_50,373-471-56
2900125,29001,T_Skin_SkinName_10046,3,Player/R18_P29_50,Player/R18_P29_50_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_50,374-471-56
3000126,30001,T_Skin_SkinName_10046,3,Player/R18_P30_50,Player/R18_P30_50_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_50,375-471-56
3100125,31001,T_Skin_SkinName_10046,3,Player/R18_P31_50,Player/R18_P31_50_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_50,376-471-56
3200125,32001,T_Skin_SkinName_10046,3,Player/R18_P32_50,Player/R18_P32_50_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_50,377-471-56
3300125,33001,T_Skin_SkinName_10046,3,Player/R18_P33_50,Player/R18_P33_50_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_50,378-471-56
3400125,34001,T_Skin_SkinName_10046,3,Player/R18_P34_50,Player/R18_P34_50_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_50,379-471-56
3500126,35001,T_Skin_SkinName_10046,3,Player/R18_P35_50,Player/R18_P35_50_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_50,380-471-56
3600125,36001,T_Skin_SkinName_10046,3,Player/R18_P36_50,Player/R18_P36_50_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_50,381-471-56
3700125,37001,T_Skin_SkinName_10046,3,Player/R18_P37_50,Player/R18_P37_50_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_50,382-471-56
3800125,38001,T_Skin_SkinName_10046,3,Player/R18_P38_50,Player/R18_P38_50_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_50,383-471-56
3900125,39001,T_Skin_SkinName_10046,3,Player/R18_P39_50,Player/R18_P39_50_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_50,384-471-56
C4000125,10040001,T_Skin_SkinName_10046,3,Player/R18_P40_50,Player/R18_P40_50_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_50,385-471-56
C4100125,10041001,T_Skin_SkinName_10046,3,Player/R18_P41_50,Player/R18_P41_50_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_50,386-471-56
C4200125,10042001,T_Skin_SkinName_10046,3,Player/R18_P42_50,Player/R18_P42_50_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_50,387-471-56
10047,1001,T_Skin_SkinName_10047,4,Player/R18_P01_51,Player/R18_P01_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,473-56
20047,2001,T_Skin_SkinName_10047,4,Player/R18_P02_51,Player/R18_P02_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,473-56
30044,3001,T_Skin_SkinName_10047,4,Player/R18_P03_51,Player/R18_P03_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,473-56
40045,4001,T_Skin_SkinName_10047,4,Player/R18_P04_51,Player/R18_P04_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,473-56
50047,5001,T_Skin_SkinName_10047,4,Player/R18_P05_51,Player/R18_P05_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,473-56
60047,6001,T_Skin_SkinName_10047,4,Player/R18_P06_51,Player/R18_P06_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,473-56
70047,7001,T_Skin_SkinName_10047,4,Player/R18_P07_51,Player/R18_P07_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,473-56
80044,8001,T_Skin_SkinName_10047,4,Player/R18_P08_51,Player/R18_P08_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,473-56
90045,9001,T_Skin_SkinName_10047,4,Player/R18_P09_51,Player/R18_P09_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,352-473-56
1000133,10001,T_Skin_SkinName_10047,4,Player/R18_P10_51,Player/R18_P10_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,353-473-56
1100132,11001,T_Skin_SkinName_10047,4,Player/R18_P11_51,Player/R18_P11_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,354-473-56
1200132,12001,T_Skin_SkinName_10047,4,Player/R18_P12_51,Player/R18_P12_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,355-473-56
1300131,13001,T_Skin_SkinName_10047,4,Player/R18_P13_51,Player/R18_P13_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,356-473-56
1400131,14001,T_Skin_SkinName_10047,4,Player/R18_P14_51,Player/R18_P14_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,357-473-56
1500129,15001,T_Skin_SkinName_10047,3,Player/R18_P15_51,Player/R18_P15_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,358-473-56
1600130,16001,T_Skin_SkinName_10047,3,Player/R18_P16_51,Player/R18_P16_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,359-473-56
1700129,17001,T_Skin_SkinName_10047,3,Player/R18_P17_51,Player/R18_P17_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,360-473-56
1800129,18001,T_Skin_SkinName_10047,3,Player/R18_P18_51,Player/R18_P18_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,361-473-56
1900129,19001,T_Skin_SkinName_10047,3,Player/R18_P19_51,Player/R18_P19_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,362-473-56
2000127,20001,T_Skin_SkinName_10047,3,Player/R18_P20_51,Player/R18_P20_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,363-473-56
2100126,21001,T_Skin_SkinName_10047,3,Player/R18_P21_51,Player/R18_P21_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,364-473-56
2200126,22001,T_Skin_SkinName_10047,3,Player/R18_P22_51,Player/R18_P22_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,365-473-56
9000126,90001,T_Skin_SkinName_10047,3,Player/R18_P90_51,Player/R18_P90_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,366-473-56
91001026,91001,T_Skin_SkinName_10047,3,Player/R18_P91_51,Player/R18_P91_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,367-473-56
2300126,23001,T_Skin_SkinName_10047,3,Player/R18_P23_51,Player/R18_P23_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,368-473-56
2400126,24001,T_Skin_SkinName_10047,3,Player/R18_P24_51,Player/R18_P24_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,369-473-56
2500126,25001,T_Skin_SkinName_10047,3,Player/R18_P25_51,Player/R18_P25_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,370-473-56
2600126,26001,T_Skin_SkinName_10047,3,Player/R18_P26_51,Player/R18_P26_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,371-473-56
2700126,27001,T_Skin_SkinName_10047,3,Player/R18_P27_51,Player/R18_P27_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,372-473-56
2800126,28001,T_Skin_SkinName_10047,3,Player/R18_P28_51,Player/R18_P28_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,373-473-56
2900126,29001,T_Skin_SkinName_10047,3,Player/R18_P29_51,Player/R18_P29_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,374-473-56
3000127,30001,T_Skin_SkinName_10047,3,Player/R18_P30_51,Player/R18_P30_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,375-473-56
3100126,31001,T_Skin_SkinName_10047,3,Player/R18_P31_51,Player/R18_P31_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,376-473-56
3200126,32001,T_Skin_SkinName_10047,3,Player/R18_P32_51,Player/R18_P32_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,377-473-56
3300126,33001,T_Skin_SkinName_10047,3,Player/R18_P33_51,Player/R18_P33_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,378-473-56
3400126,34001,T_Skin_SkinName_10047,3,Player/R18_P34_51,Player/R18_P34_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,379-473-56
3500127,35001,T_Skin_SkinName_10047,3,Player/R18_P35_51,Player/R18_P35_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,380-473-56
3600126,36001,T_Skin_SkinName_10047,3,Player/R18_P36_51,Player/R18_P36_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,381-473-56
3700126,37001,T_Skin_SkinName_10047,3,Player/R18_P37_51,Player/R18_P37_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,382-473-56
3800126,38001,T_Skin_SkinName_10047,3,Player/R18_P38_51,Player/R18_P38_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,383-473-56
3900126,39001,T_Skin_SkinName_10047,3,Player/R18_P39_51,Player/R18_P39_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,384-473-56
C4000126,10040001,T_Skin_SkinName_10047,3,Player/R18_P40_51,Player/R18_P40_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,385-473-56
C4100126,10041001,T_Skin_SkinName_10047,3,Player/R18_P41_51,Player/R18_P41_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,386-473-56
C4200126,10042001,T_Skin_SkinName_10047,3,Player/R18_P42_51,Player/R18_P42_51_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_51,387-473-56
10048,1001,T_Skin_SkinName_10048,4,Player/R18_P01_52,Player/R18_P01_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,474-56
20048,2001,T_Skin_SkinName_10048,4,Player/R18_P02_52,Player/R18_P02_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,474-56
30045,3001,T_Skin_SkinName_10048,4,Player/R18_P03_52,Player/R18_P03_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,474-56
40046,4001,T_Skin_SkinName_10048,4,Player/R18_P04_52,Player/R18_P04_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,474-56
50048,5001,T_Skin_SkinName_10048,4,Player/R18_P05_52,Player/R18_P05_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,474-56
60048,6001,T_Skin_SkinName_10048,4,Player/R18_P06_52,Player/R18_P06_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,474-56
70048,7001,T_Skin_SkinName_10048,4,Player/R18_P07_52,Player/R18_P07_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,474-56
80045,8001,T_Skin_SkinName_10048,4,Player/R18_P08_52,Player/R18_P08_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,474-56
90046,9001,T_Skin_SkinName_10048,4,Player/R18_P09_52,Player/R18_P09_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,352-474-56
1000134,10001,T_Skin_SkinName_10048,4,Player/R18_P10_52,Player/R18_P10_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,353-474-56
1100133,11001,T_Skin_SkinName_10048,4,Player/R18_P11_52,Player/R18_P11_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,354-474-56
1200133,12001,T_Skin_SkinName_10048,4,Player/R18_P12_52,Player/R18_P12_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,355-474-56
1300132,13001,T_Skin_SkinName_10048,4,Player/R18_P13_52,Player/R18_P13_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,356-474-56
1400132,14001,T_Skin_SkinName_10048,4,Player/R18_P14_52,Player/R18_P14_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,357-474-56
1500130,15001,T_Skin_SkinName_10048,3,Player/R18_P15_52,Player/R18_P15_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,358-474-56
1600131,16001,T_Skin_SkinName_10048,3,Player/R18_P16_52,Player/R18_P16_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,359-474-56
1700130,17001,T_Skin_SkinName_10048,3,Player/R18_P17_52,Player/R18_P17_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,360-474-56
1800130,18001,T_Skin_SkinName_10048,3,Player/R18_P18_52,Player/R18_P18_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,361-474-56
1900130,19001,T_Skin_SkinName_10048,3,Player/R18_P19_52,Player/R18_P19_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,362-474-56
2000128,20001,T_Skin_SkinName_10048,3,Player/R18_P20_52,Player/R18_P20_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,363-474-56
2100127,21001,T_Skin_SkinName_10048,3,Player/R18_P21_52,Player/R18_P21_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,364-474-56
2200127,22001,T_Skin_SkinName_10048,3,Player/R18_P22_52,Player/R18_P22_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,365-474-56
9000127,90001,T_Skin_SkinName_10048,3,Player/R18_P90_52,Player/R18_P90_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,366-474-56
91001027,91001,T_Skin_SkinName_10048,3,Player/R18_P91_52,Player/R18_P91_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,367-474-56
2300127,23001,T_Skin_SkinName_10048,3,Player/R18_P23_52,Player/R18_P23_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,368-474-56
2400127,24001,T_Skin_SkinName_10048,3,Player/R18_P24_52,Player/R18_P24_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,369-474-56
2500127,25001,T_Skin_SkinName_10048,3,Player/R18_P25_52,Player/R18_P25_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,370-474-56
2600127,26001,T_Skin_SkinName_10048,3,Player/R18_P26_52,Player/R18_P26_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,371-474-56
2700127,27001,T_Skin_SkinName_10048,3,Player/R18_P27_52,Player/R18_P27_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,372-474-56
2800127,28001,T_Skin_SkinName_10048,3,Player/R18_P28_52,Player/R18_P28_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,373-474-56
2900127,29001,T_Skin_SkinName_10048,3,Player/R18_P29_52,Player/R18_P29_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,374-474-56
3000128,30001,T_Skin_SkinName_10048,3,Player/R18_P30_52,Player/R18_P30_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,375-474-56
3100127,31001,T_Skin_SkinName_10048,3,Player/R18_P31_52,Player/R18_P31_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,376-474-56
3200127,32001,T_Skin_SkinName_10048,3,Player/R18_P32_52,Player/R18_P32_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,377-474-56
3300127,33001,T_Skin_SkinName_10048,3,Player/R18_P33_52,Player/R18_P33_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,378-474-56
3400127,34001,T_Skin_SkinName_10048,3,Player/R18_P34_52,Player/R18_P34_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,379-474-56
3500128,35001,T_Skin_SkinName_10048,3,Player/R18_P35_52,Player/R18_P35_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,380-474-56
3600127,36001,T_Skin_SkinName_10048,3,Player/R18_P36_52,Player/R18_P36_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,381-474-56
3700127,37001,T_Skin_SkinName_10048,3,Player/R18_P37_52,Player/R18_P37_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,382-474-56
3800127,38001,T_Skin_SkinName_10048,3,Player/R18_P38_52,Player/R18_P38_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,383-474-56
3900127,39001,T_Skin_SkinName_10048,3,Player/R18_P39_52,Player/R18_P39_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,384-474-56
C4000127,10040001,T_Skin_SkinName_10048,3,Player/R18_P40_52,Player/R18_P40_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,385-474-56
C4100127,10041001,T_Skin_SkinName_10048,3,Player/R18_P41_52,Player/R18_P41_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,386-474-56
C4200127,10042001,T_Skin_SkinName_10048,3,Player/R18_P42_52,Player/R18_P42_52_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_52,387-474-56
10049,1001,T_Skin_SkinName_10049,4,Player/R18_P01_53,Player/R18_P01_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,475-56
20049,2001,T_Skin_SkinName_10049,4,Player/R18_P02_53,Player/R18_P02_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,475-56
30046,3001,T_Skin_SkinName_10049,4,Player/R18_P03_53,Player/R18_P03_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,475-56
40047,4001,T_Skin_SkinName_10049,4,Player/R18_P04_53,Player/R18_P04_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,475-56
50049,5001,T_Skin_SkinName_10049,4,Player/R18_P05_53,Player/R18_P05_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,475-56
60049,6001,T_Skin_SkinName_10049,4,Player/R18_P06_53,Player/R18_P06_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,475-56
70049,7001,T_Skin_SkinName_10049,4,Player/R18_P07_53,Player/R18_P07_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,475-56
80046,8001,T_Skin_SkinName_10049,4,Player/R18_P08_53,Player/R18_P08_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,475-56
90047,9001,T_Skin_SkinName_10049,4,Player/R18_P09_53,Player/R18_P09_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,352-475-56
1000135,10001,T_Skin_SkinName_10049,4,Player/R18_P10_53,Player/R18_P10_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,353-475-56
1100134,11001,T_Skin_SkinName_10049,4,Player/R18_P11_53,Player/R18_P11_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,354-475-56
1200134,12001,T_Skin_SkinName_10049,4,Player/R18_P12_53,Player/R18_P12_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,355-475-56
1300133,13001,T_Skin_SkinName_10049,4,Player/R18_P13_53,Player/R18_P13_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,356-475-56
1400133,14001,T_Skin_SkinName_10049,4,Player/R18_P14_53,Player/R18_P14_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,357-475-56
1500131,15001,T_Skin_SkinName_10049,3,Player/R18_P15_53,Player/R18_P15_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,358-475-56
1600132,16001,T_Skin_SkinName_10049,3,Player/R18_P16_53,Player/R18_P16_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,359-475-56
1700131,17001,T_Skin_SkinName_10049,3,Player/R18_P17_53,Player/R18_P17_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,360-475-56
1800131,18001,T_Skin_SkinName_10049,3,Player/R18_P18_53,Player/R18_P18_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,361-475-56
1900131,19001,T_Skin_SkinName_10049,3,Player/R18_P19_53,Player/R18_P19_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,362-475-56
2000132,20001,T_Skin_SkinName_10049,3,Player/R18_P20_53,Player/R18_P20_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,363-475-56
2100129,21001,T_Skin_SkinName_10049,3,Player/R18_P21_53,Player/R18_P21_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,364-475-56
2200128,22001,T_Skin_SkinName_10049,3,Player/R18_P22_53,Player/R18_P22_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,365-475-56
9000128,90001,T_Skin_SkinName_10049,3,Player/R18_P90_53,Player/R18_P90_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,366-475-56
91001028,91001,T_Skin_SkinName_10049,3,Player/R18_P91_53,Player/R18_P91_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,367-475-56
2300128,23001,T_Skin_SkinName_10049,3,Player/R18_P23_53,Player/R18_P23_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,368-475-56
2400128,24001,T_Skin_SkinName_10049,3,Player/R18_P24_53,Player/R18_P24_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,369-475-56
2500128,25001,T_Skin_SkinName_10049,3,Player/R18_P25_53,Player/R18_P25_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,370-475-56
2600128,26001,T_Skin_SkinName_10049,3,Player/R18_P26_53,Player/R18_P26_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,371-475-56
2700128,27001,T_Skin_SkinName_10049,3,Player/R18_P27_53,Player/R18_P27_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,372-475-56
2800128,28001,T_Skin_SkinName_10049,3,Player/R18_P28_53,Player/R18_P28_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,373-475-56
2900128,29001,T_Skin_SkinName_10049,3,Player/R18_P29_53,Player/R18_P29_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,374-475-56
3000129,30001,T_Skin_SkinName_10049,3,Player/R18_P30_53,Player/R18_P30_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,375-475-56
3100128,31001,T_Skin_SkinName_10049,3,Player/R18_P31_53,Player/R18_P31_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,376-475-56
3200128,32001,T_Skin_SkinName_10049,3,Player/R18_P32_53,Player/R18_P32_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,377-475-56
3300128,33001,T_Skin_SkinName_10049,3,Player/R18_P33_53,Player/R18_P33_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,378-475-56
3400128,34001,T_Skin_SkinName_10049,3,Player/R18_P34_53,Player/R18_P34_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,379-475-56
3500129,35001,T_Skin_SkinName_10049,3,Player/R18_P35_53,Player/R18_P35_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,380-475-56
3600128,36001,T_Skin_SkinName_10049,3,Player/R18_P36_53,Player/R18_P36_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,381-475-56
3700128,37001,T_Skin_SkinName_10049,3,Player/R18_P37_53,Player/R18_P37_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,382-475-56
3800128,38001,T_Skin_SkinName_10049,3,Player/R18_P38_53,Player/R18_P38_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,383-475-56
3900128,39001,T_Skin_SkinName_10049,3,Player/R18_P39_53,Player/R18_P39_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,384-475-56
C4000128,10040001,T_Skin_SkinName_10049,3,Player/R18_P40_53,Player/R18_P40_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,385-475-56
C4100128,10041001,T_Skin_SkinName_10049,3,Player/R18_P41_53,Player/R18_P41_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,386-475-56
C4200128,10042001,T_Skin_SkinName_10049,3,Player/R18_P42_53,Player/R18_P42_53_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_53,387-475-56
10050,1001,T_Skin_SkinName_10050,4,Player/R18_P01_54,Player/R18_P01_54_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_54,476-56
20050,2001,T_Skin_SkinName_10050,4,Player/R18_P02_54,Player/R18_P02_54_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_54,476-56
30047,3001,T_Skin_SkinName_10050,4,Player/R18_P03_54,Player/R18_P03_54_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_54,476-56
40048,4001,T_Skin_SkinName_10050,4,Player/R18_P04_54,Player/R18_P04_54_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_54,476-56
50050,5001,T_Skin_SkinName_10050,4,Player/R18_P05_54,Player/R18_P05_54_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_54,476-56
60050,6001,T_Skin_SkinName_10050,4,Player/R18_P06_54,Player/R18_P06_54_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_54,476-56
70050,7001,T_Skin_SkinName_10050,4,Player/R18_P07_54,Player/R18_P07_54_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_54,476-56
80047,8001,T_Skin_SkinName_10050,4,Player/R18_P08_54,Player/R18_P08_54_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_54,476-56
90048,9001,T_Skin_SkinName_10050,4,Player/R18_P09_54,Player/R18_P09_54_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_54,352-476-56
1000136,10001,T_Skin_SkinName_10050,4,Player/R18_P10_54,Player/R18_P10_54_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_54,353-476-56
1100135,11001,T_Skin_SkinName_10050,4,Player/R18_P11_54,Player/R18_P11_54_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_54,354-476-56
1200135,12001,T_Skin_SkinName_10050,4,Player/R18_P12_54,Player/R18_P12_54_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_54,355-476-56
1300134,13001,T_Skin_SkinName_10050,4,Player/R18_P13_54,Player/R18_P13_54_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_54,356-476-56
1400134,14001,T_Skin_SkinName_10050,4,Player/R18_P14_54,Player/R18_P14_54_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_54,357-476-56
