RoleID,TriggerID,DialogIDs,Sounds
38001,levelup,,P38_gift_01-P38_gift_02-P38_general_12
38001,mvp,,P38_mvp_01
38001,sex_loop,,P38_sex02_loop_01-P38_sex02_loop_02-P38_sex02_loop_03-P38_sex02_loop_04
38001,sex_hit,,P38_sex_hit_01-P38_sex_hit_02-P38_sex_hit_03-P38_sex_hit_04
38001,sex_end_02,,P38_sex02_end_01
38001,sex_idel,,P38_sex02_idle_01
38001,sex_loop_06,,P38_sex06_loop_01-P38_sex06_loop_02-P38_sex06_loop_03-P38_sex06_loop_04
38001,sex_end_06_01,,P38_sex06_end_01
38001,sex_end_06_02,,P38_general_19
38001,sex_end_06_03,,P38_sex06_end_02
38001,sex_end_06_04,,P38_sex06_end_03
38001,sex_idel_06,,P38_sex06_idle_01-P38_blank_01-P38_blank_02
38001,marry_01,,P38_general_15
38001,marry_02,,P38_marry_01
38001,marry_03,,P38_marry_02
38001,marry_04,,UI_Star
38001,marry_05,,sys018
38001,marry_06,,P38_marry_03
39001,hit,,P39_sex_hit_04-P39_sex_hit_02-P39_sex_hit_01
39001,hit_1,,P39_hit_01-P39_sex_hit_03-P39_hit_02-P39_blank_03-P39_blank_01-P39_blank_02-P39_blank_03
39001,end,,P39_break_02
39001,idel2,,P39_sexend_02-P39_blank_01
39001,fire,,P39_atk_01-P39_atk_02-P39_atk_03-P39_blank_01-P39_blank_02-P39_blank_03-P39_blank_01
39001,skill,,P39_skill_01-P39_skill_02-P39_skill_03-P39_blank_01-P39_blank_02-P39_blank_03-P39_blank_01
39001,dead,,P39_dead_01
39001,dead_1,,P39_break_03
39001,levelup,,P39_gift_01
39001,mvp,,P39_mvp_01
39001,sex_loop,,P39_story_19-P39_story_20-P39_story_21-P39_story_25
39001,sex_hit,,P39_hit_02-P39_sex_hit_01-P39_sex_hit_02-P39_sex_hit_04
39001,sex_end_01,,P39_sex_end_01
39001,sex_end_03,,P39_sex_end_03
39001,sex_idel,,P39_story_05-P39_story_07-P39_blank_01
10040001,hit,,P40_hit_01-P40_hit_02-P40_hit_03
10040001,hit_1,,P40_sex_hit_01-P40_sex_hit_02-P40_sex_hit_03-P40_sex_hit_04-P40_blank_03-P40_blank_01-P40_blank_02-P40_blank_03-P40_blank_01
10040001,end,,P40_break_02
10040001,idel2,,P40_sexend_03-P40_blank_02-P40_blank_03-P40_blank_01
10040001,fire,,P40_atk_01-P40_atk_02-P40_atk_03-P40_blank_01-P40_blank_02-P40_blank_03-P40_blank_01
10040001,skill,,P40_skill_01-P40_skill_02-P40_skill_03-P40_blank_01-P40_blank_02-P40_blank_03
10040001,dead,,P40_dead_01
10040001,dead_1,,P40_break_01
10040001,levelup,,P40_gift_01-P40_gift_02-P40_gift_03
10040001,mvp,,P40_mvp_01
10040001,sex_loop,,P40_sex02_loop_01-P40_sex02_loop_02-P40_sex02_loop_03-P40_sex02_loop_04
10040001,sex_hit,,P40_sex_hit_01-P40_sex_hit_02-P40_sex_hit_03-P40_sex_hit_04
10040001,sex_end_04,,P40_sex04_end_01
10040001,sex_end_05,,P40_sex05_end_01
10040001,sex_idel,,P40_sex02_idle_01
10041001,hit,,P41_hit_01-P41_hit_02-P41_hit_03-P41_hit_04
10041001,hit_1,,P41_sex_hit_01-P41_sex_hit_02-P41_sex_hit_03-P41_sex_hit_04-P41_blank_03-P41_blank_01-P41_blank_02-P41_blank_03-P41_blank_01
10041001,end,,P41_sexfinish_03
10041001,idel2,,P41_sexend_01-P41_blank_02-P41_blank_03-P41_blank_01
10041001,fire,,P41_atk_01-P41_atk_02-P41_atk_03-P41_atk_04-P41_blank_01-P41_blank_02-P41_blank_03-P41_blank_01
10041001,skill,,P41_skill_01-P41_skill_02-P41_skill_03-P41_skill_04-P41_blank_01-P41_blank_02-P41_blank_03
10041001,dead,,P41_dead_01
10041001,dead_1,,P41_break_01
10041001,levelup,,P41_gift_01-P41_gift_02-P41_gift_03
10041001,mvp,,P41_mvp_01
10041001,sex_loop,,P41_sexloop_01-P41_sexloop_02-P41_sexloop_03-P41_sexloop_04
10041001,sex_hit,,P41_sexhit_01-P41_sexhit_02-P41_sexhit_03-P41_sexhit_04
10041001,sex_idel,,P41_sexidle_01
10041001,sex_end_02,,P41_sex02_end_01
10041001,sex_end_03,,P41_sex03_end_01
10042001,hit,,P42_sex_hit_01-P42_sex_hit_02-P42_sex_hit_03-P42_sex_hit_05
10042001,hit_1,,P42_hit_01-P42_sex_hit_01-P42_hit_02-P42_sex_hit_03-P42_blank_03-P42_blank_01-P42_blank_02-P42_blank_03
10042001,end,,P42_story_15
10042001,idel2,,P42_sexend_01
10042001,fire,,P42_atk_01-P42_atk_02-P42_atk_03-P42_blank_01-P42_blank_02-P42_blank_03-P42_blank_01
10042001,skill,,P42_skill_01-P42_skill_02-P42_skill_03-P42_blank_01-P42_blank_02-P42_blank_03
10042001,dead,,P42_dead_01
10042001,dead_1,,P42_break_01
10042001,levelup,,P42_gift_04-P42_gift_03
10042001,mvp,,P42_mvp_02
10042001,sex_loop,,P42_story_12-P42_story_16-P42_story_20
10042001,sex_hit,,P42_sex_hit_01-P42_sex_hit_02-P42_sex_hit_03-P42_sex_hit_04-P42_sex_hit_05
10042001,sex_idel,,P42_story_05-P42_story_06-P42_blank_01
10042001,sex_end_04,,P42_sex_end_04
10042001,sex_end_05,,P42_sex_end_05
90001,hit,,P90_hit_01-P90_hit_02
90001,hit_1,,P90_hit_01-P90_hit_02-P90_story_01-P90_blank_03-P90_blank_01-P90_blank_02-P90_blank_03-P90_blank_01-P90_blank_02-P90_blank_03
90001,end,,P90_break_01
90001,idel2,,P90_story_12-P90_blank_02-P90_blank_03-P90_blank_01-P90_blank_02-P90_blank_03-P90_blank_01-P90_blank_02-P90_blank_03
90001,fire,,P90_atk_01-P90_atk_02-P90_atk_03-P90_atk_04-P90_blank_02-P90_blank_03
90001,skill,,P90_skill_01-P90_skill_02-P90_skill_03-P90_blank_01-P90_blank_02-P90_blank_03
90001,dead,,P90_dead_01
90001,dead_1,,P90_break_02
90001,levelup,,P90_gift_01-P90_gift_02-P90_gift_03
90001,mvp,,P90_general_01
90001,sex_loop,,P90_story_04-P90_story_11-P90_story_02-P90_story_10-P90_story_16
90001,sex_hit,,P90_hit_01-P90_hit_02-P90_story_01
90001,sex_end_01,,P90_sex_end_01
90001,sex_end_02,,P90_sex_end_05
90001,sex_end_05,,P90_sex_end_05
90001,sex_idel,,P90_story_03-P90_blank_01
90001,marry_01,,P90_general_22
90001,marry_02,,P90_general_17
90001,marry_03,,UI_Star
90001,marry_04,,sys018
91001,hit,,P91_hit_01-P91_hit_02
91001,hit_1,,P91_hit_02-P91_hit_03-P91_hit_04-P91_blank_03-P91_blank_01-P91_blank_02-P91_blank_03-P91_blank_01-P91_blank_02-P91_blank_03
91001,end,,P91_break_01
91001,idel2,,P91_story_05-P91_blank_02-P91_blank_03-P91_blank_01-P91_blank_02-P91_blank_03-P91_blank_01-P91_blank_02-P91_blank_03
91001,fire,,P91_atk_01-P91_blank_02-P91_blank_03
91001,skill,,P91_skill_01-P91_blank_01-P91_blank_02-P91_blank_03
91001,dead,,P91_dead_01
91001,dead_1,,P91_break_02
91001,levelup,,P91_gift_01-P91_mvp_02
91001,mvp,,P91_mvp_01
91001,sex_loop,,P91_story_06-P91_story_07-P91_story_12-P91_story_13
91001,sex_hit,,P91_hit_05-P91_hit_06-P91_hit_07
91001,sex_end_02,,P91_sex_end_02
91001,sex_end_03,,P91_sex_end_02
91001,sex_idel,,P91_story_09-P91_story_10-P91_blank_01
91001,sex_loop_06,,P91_story_01-P91_story_02-P91_story_03
91001,sex_end_06_01,,P91_general_06
91001,sex_end_06_02,,P91_general_11
91001,sex_end_06_03,,P91_story_04
91001,sex_end_06_04,,P91_general_12
91001,sex_idel_06,,P91_general_01-P91_hit_02-P91_blank_01-P91_blank_01-P91_blank_01
91001,marry_01,,P91_general_10
91001,marry_02,,P91_marry_01
91001,marry_03,,UI_Star
91001,marry_04,,sys018
