ID,TYPE,NAME,ICON,HeadIcon,ExcludeRole,Role,Color,RepeatChangeID,RepeatChangeCount,Value,DropTag,Info,Source,IsCountDrop,SortIndex,EnergyValue,ObtainWays,VersionControl
80047,4,T_ITEM_NAME_80047,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P08,,,4,10,2250,80047,SS_22,T_ITEM_Info_80016,,1,,,1-3,476-56
90048,4,T_ITEM_NAME_90048,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P09,,,4,10,3000,90048,SS_22,T_ITEM_Info_90016,,1,,,1-3,352-476-56
1000136,4,T_ITEM_NAME_1000136,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P10,,,4,10,3000,1000136,SS_22,T_ITEM_Info_1000104,,1,,,1-3,353-476-56
1100135,4,T_ITEM_NAME_1100135,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P11,,,4,10,3000,1100135,SS_22,T_ITEM_Info_1100104,,1,,,1-3,354-476-56
1200135,4,T_ITEM_NAME_1200135,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P12,,,4,10,3000,1200135,SS_22,T_ITEM_Info_1200103,,1,,,1-3,355-476-56
1300134,4,T_ITEM_NAME_1300134,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P13,,,4,10,3000,1300134,SS_22,T_ITEM_Info_1300103,,1,,,1-3,356-476-56
1400134,4,T_ITEM_NAME_1400134,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P14,,,4,10,3000,1400134,SS_22,T_ITEM_Info_1400101,,1,,,1-3,357-476-56
1500132,4,T_ITEM_NAME_1500132,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P15,,,4,10,3000,1500132,SS_22,T_ITEM_Info_1500101,,1,,,1-3,358-476-56
1600133,4,T_ITEM_NAME_1600133,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P16,,,4,10,3000,1600133,SS_22,T_ITEM_Info_1600101,,1,,,1-3,359-476-56
1700132,4,T_ITEM_NAME_1700132,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P17,,,4,10,3000,1700132,SS_22,T_ITEM_Info_1700101,,1,,,1-3,360-476-56
1800132,4,T_ITEM_NAME_1800132,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P18,,,4,10,3000,1800132,SS_22,T_ITEM_Info_1800101,,1,,,1-3,361-476-56
1900132,4,T_ITEM_NAME_1900132,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P19,,,4,10,3000,1900132,SS_22,T_ITEM_Info_1900101,,1,,,1-3,362-476-56
2000133,4,T_ITEM_NAME_2000133,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P20,,,4,10,3000,2000133,SS_22,T_ITEM_Info_2000101,,1,,,1-3,363-476-56
2100132,4,T_ITEM_NAME_2100132,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P21,,,4,10,3000,2100132,SS_22,T_ITEM_Info_2100101,,1,,,1-3,364-476-56
2200129,4,T_ITEM_NAME_2200129,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P22,,,4,10,3000,2200129,SS_22,T_ITEM_Info_2200101,,1,,,1-3,365-476-56
9000129,4,T_ITEM_NAME_9000129,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P90,,,4,10,3000,9000129,SS_22,T_ITEM_Info_9000101,,1,,,1-3,366-476-56
91001029,4,T_ITEM_NAME_91001029,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P91,,,4,10,3000,91001029,SS_22,T_ITEM_Info_91001001,,1,,,1-3,367-476-56
2300129,4,T_ITEM_NAME_2300129,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P23,,,4,10,3000,2300129,SS_22,T_ITEM_Info_2300101,,1,,,1-3,368-476-56
2400129,4,T_ITEM_NAME_2400129,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P24,,,4,10,3000,2400129,SS_22,T_ITEM_Info_2400101,,1,,,1-3,369-476-56
2500129,4,T_ITEM_NAME_2500129,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P25,,,4,10,3000,2500129,SS_22,T_ITEM_Info_2500101,,1,,,1-3,370-476-56
2600129,4,T_ITEM_NAME_2600129,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P26,,,4,10,3000,2600129,SS_22,T_ITEM_Info_2600101,,1,,,1-3,371-476-56
2700129,4,T_ITEM_NAME_2700129,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P27,,,4,10,3000,2700129,27001_SS,T_ITEM_Info_2700101,,1,,,1-3,372-476-56-59
2800129,4,T_ITEM_NAME_2800129,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P28,,,4,10,3000,2800129,SS_22,T_ITEM_Info_2800101,,1,,,1-3,373-476-56
2900129,4,T_ITEM_NAME_2900129,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P29,,,4,10,3000,2900129,SS_22,T_ITEM_Info_2900101,,1,,,1-3,374-476-56
3000130,4,T_ITEM_NAME_3000130,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P30,,,4,10,3000,3000130,SS_22,T_ITEM_Info_3000101,,1,,,1-3,375-476-56
3100129,4,T_ITEM_NAME_3100129,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P31,,,4,10,3000,3100129,SS_22,T_ITEM_Info_3100101,,1,,,1-3,376-476-56
3200129,4,T_ITEM_NAME_3200129,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P32,,,4,10,3000,3200129,SS_22,T_ITEM_Info_3200101,,1,,,1-3,377-476-56
3300129,4,T_ITEM_NAME_3300129,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P33,,,4,10,3000,3300129,SS_22,T_ITEM_Info_3300101,,1,,,1-3,378-476-56
3400129,4,T_ITEM_NAME_3400129,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P34,,,4,10,3000,3400129,SS_22,T_ITEM_Info_3400101,,1,,,1-3,379-476-56
3500130,4,T_ITEM_NAME_3500130,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P35,,,4,10,3000,3500130,SS_22,T_ITEM_Info_3500101,,1,,,1-3,380-476-56
3600129,4,T_ITEM_NAME_3600129,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P36,,,4,10,3000,3600129,SS_22,T_ITEM_Info_3600101,,1,,,1-3,381-476-56
3700129,4,T_ITEM_NAME_3700129,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P37,,,4,10,3000,3700129,SS_22,T_ITEM_Info_3700101,,1,,,1-3,382-476-56
3800129,4,T_ITEM_NAME_3800129,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P38,,,4,10,3000,3800129,SS_22,T_ITEM_Info_3800101,,1,,,1-3,383-476-56
3900129,4,T_ITEM_NAME_3900129,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P39,,,4,10,3000,3900129,SS_22,T_ITEM_Info_3900101,,1,,,1-3,384-476-56
C4000129,4,T_ITEM_NAME_C4000129,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P40,,,4,10,3000,C4000129,SS_22,T_ITEM_Info_C4000101,,1,,,1-3,385-476-56
C4100129,4,T_ITEM_NAME_C4100129,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P41,,,4,10,3000,C4100129,SS_22,T_ITEM_Info_C4100101,,1,,,1-3,386-476-56
C4200129,4,T_ITEM_NAME_C4200129,Icon/Item/Skin/Icon_SkinIcon_54,Icon/Icon01_Head/Icon01_Head_S_P42,,,4,10,3000,C4200129,SS_22,T_ITEM_Info_C4200101,,1,,,1-3,387-476-56
10051,4,T_ITEM_NAME_10051,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P01,,,4,10,2250,10051,SS_23-1001_SS-SS-SS_N23,T_ITEM_Info_10016,,1,,,1-3,477-56
20051,4,T_ITEM_NAME_20051,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P02,,,4,10,3000,20051,SS_23-2001_SS-SS-SS_S23,T_ITEM_Info_20016,,1,,,1-3,477-56
30048,4,T_ITEM_NAME_30048,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P03,,,4,10,2250,30048,SS_23-3001_SS-SS-SS_N23,T_ITEM_Info_30016,,1,,,1-3,477-56
40049,4,T_ITEM_NAME_40049,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P04,,,4,10,2250,40049,SS_23-4001_SS-SS-SS_N23,T_ITEM_Info_40016,,1,,,1-3,477-56
50051,4,T_ITEM_NAME_50051,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P05,,,4,10,2250,50051,SS_23-5001_SS-SS-SS_N23,T_ITEM_Info_50019,,1,,,1-3,477-56
60051,4,T_ITEM_NAME_60051,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P06,,,4,10,2250,60051,SS_23-6001_SS-SS-SS_N23,T_ITEM_Info_60018,,1,,,1-3,477-56
70051,4,T_ITEM_NAME_70051,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P07,,,4,10,2250,70051,SS_23-7001_SS-SS-SS_N23,T_ITEM_Info_70016,,1,,,1-3,477-56
80048,4,T_ITEM_NAME_80048,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P08,,,4,10,2250,80048,SS_23-8001_SS-SS-SS_N23,T_ITEM_Info_80016,,1,,,1-3,477-56
90049,4,T_ITEM_NAME_90049,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P09,,,4,10,3000,90049,SS_23-9001_SS-SS-SS_S23,T_ITEM_Info_90016,,1,,,1-3,352-477-56
1000137,4,T_ITEM_NAME_1000137,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P10,,,4,10,3000,1000137,SS_23-10001_SS-SS-SS_S23,T_ITEM_Info_1000104,,1,,,1-3,353-477-56
1100136,4,T_ITEM_NAME_1100136,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P11,,,4,10,3000,1100136,SS_23-11001_SS-SS-SS_S23,T_ITEM_Info_1100104,,1,,,1-3,354-477-56
1200136,4,T_ITEM_NAME_1200136,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P12,,,4,10,3000,1200136,SS_23-12001_SS-SS-SS_S23,T_ITEM_Info_1200103,,1,,,1-3,355-477-56
1300135,4,T_ITEM_NAME_1300135,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P13,,,4,10,3000,1300135,SS_23-13001_SS-SS-SS_S23,T_ITEM_Info_1300103,,1,,,1-3,356-477-56
1400135,4,T_ITEM_NAME_1400135,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P14,,,4,10,3000,1400135,SS_23-14001_SS-SS-SS_S23,T_ITEM_Info_1400101,,1,,,1-3,357-477-56
1500133,4,T_ITEM_NAME_1500133,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P15,,,4,10,3000,1500133,SS_23-15001_SS-SS-SS_S23,T_ITEM_Info_1500101,,1,,,1-3,358-477-56
1600134,4,T_ITEM_NAME_1600134,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P16,,,4,10,3000,1600134,SS_23-16001_SS-SS-SS_S23,T_ITEM_Info_1600101,,1,,,1-3,359-477-56
1700133,4,T_ITEM_NAME_1700133,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P17,,,4,10,3000,1700133,SS_23-17001_SS-SS-SS_S23,T_ITEM_Info_1700101,,1,,,1-3,360-477-56
1800133,4,T_ITEM_NAME_1800133,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P18,,,4,10,3000,1800133,SS_23-18001_SS-SS-SS_S23,T_ITEM_Info_1800101,,1,,,1-3,361-477-56
1900133,4,T_ITEM_NAME_1900133,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P19,,,4,10,3000,1900133,SS_23-19001_SS-SS-SS_S23,T_ITEM_Info_1900101,,1,,,1-3,362-477-56
2000134,4,T_ITEM_NAME_2000134,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P20,,,4,10,3000,2000134,SS_23-20001_SS-SS-SS_S23,T_ITEM_Info_2000101,,1,,,1-3,363-477-56
2100133,4,T_ITEM_NAME_2100133,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P21,,,4,10,3000,2100133,SS_23-21001_SS-SS-SS_S23,T_ITEM_Info_2100101,,1,,,1-3,364-477-56
2200133,4,T_ITEM_NAME_2200133,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P22,,,4,10,3000,2200133,SS_23-22001_SS-SS-SS_S23,T_ITEM_Info_2200101,,1,,,1-3,365-477-56
9000134,4,T_ITEM_NAME_9000134,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P90,,,4,10,3000,9000134,SS_23-90001_SS-SS-SS_S23,T_ITEM_Info_9000101,,1,,,1-3,366-477-56
91001030,4,T_ITEM_NAME_91001030,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P91,,,4,10,3000,91001030,SS_23-91001_SS-SS-SS_S23,T_ITEM_Info_91001001,,1,,,1-3,367-477-56
2300130,4,T_ITEM_NAME_2300130,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P23,,,4,10,3000,2300130,SS_23-23001_SS-SS-SS_S23,T_ITEM_Info_2300101,,1,,,1-3,368-477-56
2400130,4,T_ITEM_NAME_2400130,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P24,,,4,10,3000,2400130,SS_23-24001_SS-SS-SS_S23,T_ITEM_Info_2400101,,1,,,1-3,369-477-56
2500130,4,T_ITEM_NAME_2500130,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P25,,,4,10,3000,2500130,SS_23-25001_SS-SS-SS_S23,T_ITEM_Info_2500101,,1,,,1-3,370-477-56
2600130,4,T_ITEM_NAME_2600130,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P26,,,4,10,3000,2600130,SS_23-26001_SS-SS-SS_S23,T_ITEM_Info_2600101,,1,,,1-3,371-477-56
2700130,4,T_ITEM_NAME_2700130,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P27,,,4,10,3000,2700130,27001_SS,T_ITEM_Info_2700101,,1,,,1-3,372-477-56-59
2800130,4,T_ITEM_NAME_2800130,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P28,,,4,10,3000,2800130,SS_23-28001_SS-SS-SS_S23,T_ITEM_Info_2800101,,1,,,1-3,373-477-56
2900130,4,T_ITEM_NAME_2900130,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P29,,,4,10,3000,2900130,SS_23-29001_SS-SS-SS_S23,T_ITEM_Info_2900101,,1,,,1-3,374-477-56
3000131,4,T_ITEM_NAME_3000131,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P30,,,4,10,3000,3000131,SS_23-30001_SS-SS-SS_S23,T_ITEM_Info_3000101,,1,,,1-3,375-477-56
3100130,4,T_ITEM_NAME_3100130,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P31,,,4,10,3000,3100130,SS_23-31001_SS-SS-SS_S23,T_ITEM_Info_3100101,,1,,,1-3,376-477-56
3200130,4,T_ITEM_NAME_3200130,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P32,,,4,10,3000,3200130,SS_23-32001_SS-SS-SS_S23,T_ITEM_Info_3200101,,1,,,1-3,377-477-56
3300130,4,T_ITEM_NAME_3300130,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P33,,,4,10,3000,3300130,SS_23-33001_SS-SS-SS_S23,T_ITEM_Info_3300101,,1,,,1-3,378-477-56
3400130,4,T_ITEM_NAME_3400130,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P34,,,4,10,3000,3400130,SS_23-34001_SS-SS-SS_S23,T_ITEM_Info_3400101,,1,,,1-3,379-477-56
3500131,4,T_ITEM_NAME_3500131,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P35,,,4,10,3000,3500131,SS_23-35001_SS-SS-SS_S23,T_ITEM_Info_3500101,,1,,,1-3,380-477-56
3600130,4,T_ITEM_NAME_3600130,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P36,,,4,10,3000,3600130,SS_23-36001_SS-SS-SS_S23,T_ITEM_Info_3600101,,1,,,1-3,381-477-56
3700130,4,T_ITEM_NAME_3700130,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P37,,,4,10,3000,3700130,SS_23-37001_SS-SS-SS_S23,T_ITEM_Info_3700101,,1,,,1-3,382-477-56
3800130,4,T_ITEM_NAME_3800130,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P38,,,4,10,3000,3800130,SS_23-38001_SS-SS-SS_S23,T_ITEM_Info_3800101,,1,,,1-3,383-477-56
3900130,4,T_ITEM_NAME_3900130,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P39,,,4,10,3000,3900130,SS_23-39001_SS-SS-SS_S23,T_ITEM_Info_3900101,,1,,,1-3,384-477-56
C4000130,4,T_ITEM_NAME_C4000130,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P40,,,4,10,3000,C4000130,SS_23-40001_SS-SS-SS_S23,T_ITEM_Info_C4000101,,1,,,1-3,385-477-56
C4100130,4,T_ITEM_NAME_C4100130,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P41,,,4,10,3000,C4100130,SS_23-41001_SS-SS-SS_S23,T_ITEM_Info_C4100101,,1,,,1-3,386-477-56
C4200130,4,T_ITEM_NAME_C4200130,Icon/Item/Skin/Icon_SkinIcon_55,Icon/Icon01_Head/Icon01_Head_S_P42,,,4,10,3000,C4200130,SS_23-42001_SS-SS-SS_S23,T_ITEM_Info_C4200101,,1,,,1-3,387-477-56
10052,4,T_ITEM_NAME_10052,Icon/Item/Skin/Icon_SkinIcon_56,Icon/Icon01_Head/Icon01_Head_S_P01,,,4,10,2250,10052,SS_24-1001_SS-SS-SS_N24,T_ITEM_Info_10016,,1,,,1-3,478-56
20052,4,T_ITEM_NAME_20052,Icon/Item/Skin/Icon_SkinIcon_56,Icon/Icon01_Head/Icon01_Head_S_P02,,,4,10,3000,20052,SS_24-2001_SS-SS-SS_S24,T_ITEM_Info_20016,,1,,,1-3,478-56
30049,4,T_ITEM_NAME_30049,Icon/Item/Skin/Icon_SkinIcon_56,Icon/Icon01_Head/Icon01_Head_S_P03,,,4,10,2250,30049,SS_24-3001_SS-SS-SS_N24,T_ITEM_Info_30016,,1,,,1-3,478-56
40050,4,T_ITEM_NAME_40050,Icon/Item/Skin/Icon_SkinIcon_56,Icon/Icon01_Head/Icon01_Head_S_P04,,,4,10,2250,40050,SS_24-4001_SS-SS-SS_N24,T_ITEM_Info_40016,,1,,,1-3,478-56
50052,4,T_ITEM_NAME_50052,Icon/Item/Skin/Icon_SkinIcon_56,Icon/Icon01_Head/Icon01_Head_S_P05,,,4,10,2250,50052,SS_24-5001_SS-SS-SS_N24,T_ITEM_Info_50019,,1,,,1-3,478-56
60052,4,T_ITEM_NAME_60052,Icon/Item/Skin/Icon_SkinIcon_56,Icon/Icon01_Head/Icon01_Head_S_P06,,,4,10,2250,60052,SS_24-6001_SS-SS-SS_N24,T_ITEM_Info_60018,,1,,,1-3,478-56
70052,4,T_ITEM_NAME_70052,Icon/Item/Skin/Icon_SkinIcon_56,Icon/Icon01_Head/Icon01_Head_S_P07,,,4,10,2250,70052,SS_24-7001_SS-SS-SS_N24,T_ITEM_Info_70016,,1,,,1-3,478-56
80049,4,T_ITEM_NAME_80049,Icon/Item/Skin/Icon_SkinIcon_56,Icon/Icon01_Head/Icon01_Head_S_P08,,,4,10,2250,80049,SS_24-8001_SS-SS-SS_N24,T_ITEM_Info_80016,,1,,,1-3,478-56
90050,4,T_ITEM_NAME_90050,Icon/Item/Skin/Icon_SkinIcon_56,Icon/Icon01_Head/Icon01_Head_S_P09,,,4,10,3000,90050,SS_24-9001_SS-SS-SS_S24,T_ITEM_Info_90016,,1,,,1-3,352-478-56
1000138,4,T_ITEM_NAME_1000138,Icon/Item/Skin/Icon_SkinIcon_56,Icon/Icon01_Head/Icon01_Head_S_P10,,,4,10,3000,1000138,SS_24-10001_SS-SS-SS_S24,T_ITEM_Info_1000104,,1,,,1-3,353-478-56
1100137,4,T_ITEM_NAME_1100137,Icon/Item/Skin/Icon_SkinIcon_56,Icon/Icon01_Head/Icon01_Head_S_P11,,,4,10,3000,1100137,SS_24-11001_SS-SS-SS_S24,T_ITEM_Info_1100104,,1,,,1-3,354-478-56
1200137,4,T_ITEM_NAME_1200137,Icon/Item/Skin/Icon_SkinIcon_56,Icon/Icon01_Head/Icon01_Head_S_P12,,,4,10,3000,1200137,SS_24-12001_SS-SS-SS_S24,T_ITEM_Info_1200103,,1,,,1-3,355-478-56
1300136,4,T_ITEM_NAME_1300136,Icon/Item/Skin/Icon_SkinIcon_56,Icon/Icon01_Head/Icon01_Head_S_P13,,,4,10,3000,1300136,SS_24-13001_SS-SS-SS_S24,T_ITEM_Info_1300103,,1,,,1-3,356-478-56
1400136,4,T_ITEM_NAME_1400136,Icon/Item/Skin/Icon_SkinIcon_56,Icon/Icon01_Head/Icon01_Head_S_P14,,,4,10,3000,1400136,SS_24-14001_SS-SS-SS_S24,T_ITEM_Info_1400101,,1,,,1-3,357-478-56
1500134,4,T_ITEM_NAME_1500134,Icon/Item/Skin/Icon_SkinIcon_56,Icon/Icon01_Head/Icon01_Head_S_P15,,,4,10,3000,1500134,SS_24-15001_SS-SS-SS_S24,T_ITEM_Info_1500101,,1,,,1-3,358-478-56
1600135,4,T_ITEM_NAME_1600135,Icon/Item/Skin/Icon_SkinIcon_56,Icon/Icon01_Head/Icon01_Head_S_P16,,,4,10,3000,1600135,SS_24-16001_SS-SS-SS_S24,T_ITEM_Info_1600101,,1,,,1-3,359-478-56
1700134,4,T_ITEM_NAME_1700134,Icon/Item/Skin/Icon_SkinIcon_56,Icon/Icon01_Head/Icon01_Head_S_P17,,,4,10,3000,1700134,SS_24-17001_SS-SS-SS_S24,T_ITEM_Info_1700101,,1,,,1-3,360-478-56
1800134,4,T_ITEM_NAME_1800134,Icon/Item/Skin/Icon_SkinIcon_56,Icon/Icon01_Head/Icon01_Head_S_P18,,,4,10,3000,1800134,SS_24-18001_SS-SS-SS_S24,T_ITEM_Info_1800101,,1,,,1-3,361-478-56
1900134,4,T_ITEM_NAME_1900134,Icon/Item/Skin/Icon_SkinIcon_56,Icon/Icon01_Head/Icon01_Head_S_P19,,,4,10,3000,1900134,SS_24-19001_SS-SS-SS_S24,T_ITEM_Info_1900101,,1,,,1-3,362-478-56
2000135,4,T_ITEM_NAME_2000135,Icon/Item/Skin/Icon_SkinIcon_56,Icon/Icon01_Head/Icon01_Head_S_P20,,,4,10,3000,2000135,SS_24-20001_SS-SS-SS_S24,T_ITEM_Info_2000101,,1,,,1-3,363-478-56
2100134,4,T_ITEM_NAME_2100134,Icon/Item/Skin/Icon_SkinIcon_56,Icon/Icon01_Head/Icon01_Head_S_P21,,,4,10,3000,2100134,SS_24-21001_SS-SS-SS_S24,T_ITEM_Info_2100101,,1,,,1-3,364-478-56
2200134,4,T_ITEM_NAME_2200134,Icon/Item/Skin/Icon_SkinIcon_56,Icon/Icon01_Head/Icon01_Head_S_P22,,,4,10,3000,2200134,SS_24-22001_SS-SS-SS_S24,T_ITEM_Info_2200101,,1,,,1-3,365-478-56
9000135,4,T_ITEM_NAME_9000135,Icon/Item/Skin/Icon_SkinIcon_56,Icon/Icon01_Head/Icon01_Head_S_P90,,,4,10,3000,9000135,SS_24-90001_SS-SS-SS_S24,T_ITEM_Info_9000101,,1,,,1-3,366-478-56
91001034,4,T_ITEM_NAME_91001034,Icon/Item/Skin/Icon_SkinIcon_56,Icon/Icon01_Head/Icon01_Head_S_P91,,,4,10,3000,91001034,SS_24-91001_SS-SS-SS_S24,T_ITEM_Info_91001001,,1,,,1-3,367-478-56
2300131,4,T_ITEM_NAME_2300131,Icon/Item/Skin/Icon_SkinIcon_56,Icon/Icon01_Head/Icon01_Head_S_P23,,,4,10,3000,2300131,SS_24-23001_SS-SS-SS_S24,T_ITEM_Info_2300101,,1,,,1-3,368-478-56
2400131,4,T_ITEM_NAME_2400131,Icon/Item/Skin/Icon_SkinIcon_56,Icon/Icon01_Head/Icon01_Head_S_P24,,,4,10,3000,2400131,SS_24-24001_SS-SS-SS_S24,T_ITEM_Info_2400101,,1,,,1-3,369-478-56
2500131,4,T_ITEM_NAME_2500131,Icon/Item/Skin/Icon_SkinIcon_56,Icon/Icon01_Head/Icon01_Head_S_P25,,,4,10,3000,2500131,SS_24-25001_SS-SS-SS_S24,T_ITEM_Info_2500101,,1,,,1-3,370-478-56
2600131,4,T_ITEM_NAME_2600131,Icon/Item/Skin/Icon_SkinIcon_56,Icon/Icon01_Head/Icon01_Head_S_P26,,,4,10,3000,2600131,SS_24-26001_SS-SS-SS_S24,T_ITEM_Info_2600101,,1,,,1-3,371-478-56
2700131,4,T_ITEM_NAME_2700131,Icon/Item/Skin/Icon_SkinIcon_56,Icon/Icon01_Head/Icon01_Head_S_P27,,,4,10,3000,2700131,27001_SS,T_ITEM_Info_2700101,,1,,,1-3,372-478-56-59
